Greedy,Greedy_1,Greedy_5,BBB_Adam_001,BBB_Adam_0001,BBB_RMS_001,BBB_RMS_0001
475.0,460.0,1320.0,565.0,725.0,530.0,1320.0
475.0,460.0,1320.0,565.0,725.0,530.0,1320.0
475.0,460.0,1325.0,565.0,725.0,530.0,1325.0
475.0,460.0,1330.0,565.0,725.0,530.0,1330.0
475.0,460.0,1335.0,565.0,725.0,530.0,1335.0
475.0,460.0,1335.0,565.0,725.0,530.0,1335.0
475.0,460.0,1340.0,565.0,725.0,530.0,1340.0
475.0,460.0,1340.0,565.0,725.0,530.0,1340.0
475.0,460.0,1345.0,565.0,725.0,530.0,1345.0
475.0,460.0,1350.0,565.0,725.0,530.0,1350.0
475.0,460.0,1350.0,560.0,725.0,530.0,1350.0
480.0,460.0,1355.0,560.0,725.0,530.0,1355.0
480.0,460.0,1355.0,560.0,725.0,530.0,1355.0
480.0,460.0,1355.0,560.0,725.0,530.0,1355.0
480.0,460.0,1360.0,560.0,725.0,530.0,1360.0
480.0,460.0,1365.0,560.0,725.0,530.0,1365.0
480.0,460.0,1365.0,560.0,725.0,530.0,1365.0
480.0,460.0,1370.0,560.0,725.0,530.0,1370.0
480.0,460.0,1370.0,560.0,725.0,530.0,1370.0
480.0,460.0,1375.0,565.0,725.0,530.0,1375.0
480.0,460.0,1380.0,565.0,725.0,530.0,1380.0
480.0,460.0,1380.0,560.0,725.0,530.0,1380.0
480.0,460.0,1385.0,560.0,725.0,530.0,1385.0
480.0,460.0,1390.0,560.0,725.0,530.0,1390.0
480.0,460.0,1390.0,560.0,725.0,530.0,1390.0
480.0,460.0,1390.0,595.0,725.0,565.0,1390.0
480.0,460.0,1395.0,595.0,725.0,565.0,1395.0
480.0,460.0,1400.0,600.0,730.0,565.0,1400.0
480.0,460.0,1405.0,600.0,730.0,565.0,1405.0
480.0,460.0,1410.0,600.0,730.0,565.0,1410.0
480.0,460.0,1415.0,600.0,730.0,565.0,1415.0
480.0,460.0,1415.0,600.0,730.0,565.0,1415.0
480.0,460.0,1420.0,600.0,730.0,565.0,1420.0
480.0,460.0,1425.0,600.0,730.0,565.0,1425.0
480.0,460.0,1430.0,600.0,730.0,565.0,1430.0
480.0,460.0,1435.0,600.0,735.0,565.0,1435.0
485.0,465.0,1440.0,600.0,735.0,565.0,1440.0
485.0,465.0,1445.0,600.0,735.0,565.0,1445.0
485.0,465.0,1445.0,600.0,735.0,565.0,1445.0
485.0,465.0,1450.0,600.0,735.0,565.0,1450.0
485.0,465.0,1455.0,600.0,735.0,565.0,1455.0
490.0,470.0,1460.0,600.0,735.0,565.0,1460.0
490.0,470.0,1460.0,600.0,735.0,600.0,1460.0
490.0,470.0,1460.0,600.0,735.0,600.0,1460.0
490.0,470.0,1465.0,600.0,735.0,600.0,1465.0
490.0,470.0,1470.0,600.0,735.0,600.0,1470.0
490.0,470.0,1470.0,600.0,735.0,600.0,1470.0
490.0,470.0,1470.0,600.0,770.0,600.0,1470.0
490.0,470.0,1475.0,600.0,770.0,600.0,1475.0
490.0,470.0,1480.0,600.0,770.0,600.0,1480.0
490.0,470.0,1480.0,600.0,770.0,600.0,1480.0
490.0,470.0,1480.0,600.0,770.0,600.0,1480.0
490.0,470.0,1480.0,600.0,770.0,600.0,1480.0
490.0,470.0,1485.0,600.0,770.0,600.0,1485.0
490.0,470.0,1485.0,600.0,770.0,600.0,1485.0
490.0,470.0,1490.0,600.0,770.0,600.0,1490.0
490.0,470.0,1490.0,595.0,770.0,595.0,1490.0
490.0,470.0,1490.0,595.0,770.0,595.0,1490.0
490.0,470.0,1495.0,595.0,770.0,595.0,1495.0
490.0,470.0,1495.0,595.0,770.0,595.0,1495.0
490.0,470.0,1500.0,595.0,770.0,595.0,1500.0
490.0,470.0,1500.0,595.0,770.0,595.0,1500.0
490.0,470.0,1500.0,595.0,770.0,595.0,1500.0
490.0,470.0,1505.0,595.0,770.0,595.0,1505.0
495.0,475.0,1510.0,595.0,770.0,595.0,1510.0
495.0,475.0,1515.0,595.0,770.0,595.0,1515.0
495.0,475.0,1520.0,595.0,770.0,595.0,1520.0
495.0,475.0,1525.0,595.0,770.0,595.0,1525.0
495.0,475.0,1525.0,595.0,770.0,595.0,1525.0
495.0,470.0,1525.0,595.0,770.0,595.0,1525.0
495.0,470.0,1525.0,595.0,770.0,595.0,1525.0
495.0,470.0,1530.0,595.0,770.0,595.0,1530.0
495.0,470.0,1530.0,595.0,770.0,595.0,1530.0
495.0,470.0,1530.0,595.0,770.0,595.0,1530.0
495.0,470.0,1530.0,595.0,770.0,630.0,1530.0
495.0,470.0,1535.0,595.0,770.0,630.0,1535.0
495.0,470.0,1540.0,595.0,770.0,630.0,1540.0
495.0,470.0,1545.0,595.0,770.0,630.0,1545.0
495.0,470.0,1550.0,595.0,770.0,630.0,1550.0
495.0,470.0,1550.0,595.0,770.0,665.0,1550.0
495.0,470.0,1555.0,595.0,770.0,665.0,1555.0
495.0,470.0,1560.0,595.0,770.0,665.0,1560.0
495.0,470.0,1565.0,595.0,770.0,665.0,1565.0
495.0,470.0,1570.0,595.0,770.0,665.0,1570.0
495.0,470.0,1570.0,595.0,770.0,665.0,1570.0
495.0,470.0,1575.0,595.0,770.0,665.0,1575.0
495.0,470.0,1575.0,595.0,770.0,665.0,1575.0
495.0,470.0,1580.0,595.0,775.0,665.0,1580.0
495.0,470.0,1585.0,595.0,775.0,665.0,1585.0
495.0,470.0,1590.0,595.0,775.0,670.0,1590.0
495.0,470.0,1590.0,590.0,775.0,670.0,1590.0
495.0,470.0,1595.0,590.0,775.0,670.0,1595.0
495.0,470.0,1595.0,590.0,775.0,670.0,1595.0
495.0,470.0,1595.0,590.0,775.0,670.0,1595.0
495.0,505.0,1595.0,590.0,775.0,670.0,1595.0
495.0,505.0,1595.0,590.0,775.0,670.0,1595.0
495.0,505.0,1600.0,590.0,775.0,670.0,1600.0
495.0,505.0,1600.0,590.0,775.0,670.0,1600.0
495.0,505.0,1605.0,590.0,775.0,670.0,1605.0
495.0,505.0,1605.0,590.0,775.0,670.0,1605.0
495.0,505.0,1610.0,595.0,775.0,670.0,1610.0
500.0,510.0,1615.0,595.0,775.0,670.0,1615.0
500.0,510.0,1615.0,595.0,775.0,670.0,1615.0
500.0,510.0,1620.0,600.0,775.0,670.0,1620.0
500.0,510.0,1625.0,600.0,775.0,670.0,1625.0
500.0,510.0,1625.0,600.0,775.0,670.0,1625.0
500.0,510.0,1625.0,600.0,770.0,670.0,1625.0
500.0,510.0,1625.0,600.0,770.0,670.0,1625.0
500.0,510.0,1625.0,600.0,770.0,670.0,1625.0
500.0,510.0,1630.0,600.0,770.0,670.0,1630.0
500.0,510.0,1630.0,600.0,770.0,670.0,1630.0
500.0,510.0,1635.0,600.0,770.0,670.0,1635.0
505.0,510.0,1640.0,600.0,775.0,675.0,1640.0
505.0,510.0,1645.0,600.0,775.0,675.0,1645.0
505.0,510.0,1645.0,600.0,775.0,675.0,1645.0
505.0,510.0,1650.0,600.0,775.0,675.0,1650.0
505.0,510.0,1650.0,600.0,775.0,675.0,1650.0
505.0,510.0,1655.0,600.0,775.0,675.0,1655.0
505.0,510.0,1655.0,600.0,775.0,675.0,1655.0
505.0,510.0,1660.0,600.0,775.0,675.0,1660.0
505.0,510.0,1660.0,600.0,775.0,675.0,1660.0
505.0,510.0,1665.0,600.0,775.0,675.0,1665.0
505.0,510.0,1665.0,600.0,775.0,675.0,1665.0
505.0,510.0,1665.0,600.0,775.0,675.0,1665.0
505.0,510.0,1670.0,600.0,775.0,675.0,1670.0
505.0,510.0,1675.0,600.0,775.0,675.0,1675.0
505.0,510.0,1675.0,600.0,775.0,675.0,1675.0
505.0,510.0,1680.0,600.0,775.0,675.0,1680.0
505.0,510.0,1685.0,600.0,775.0,675.0,1685.0
505.0,510.0,1685.0,600.0,775.0,675.0,1685.0
505.0,510.0,1685.0,600.0,775.0,675.0,1685.0
505.0,510.0,1690.0,600.0,775.0,675.0,1690.0
505.0,510.0,1695.0,600.0,775.0,675.0,1695.0
505.0,510.0,1695.0,600.0,775.0,675.0,1695.0
510.0,515.0,1700.0,600.0,775.0,675.0,1700.0
510.0,515.0,1705.0,600.0,775.0,675.0,1705.0
510.0,515.0,1705.0,635.0,775.0,675.0,1705.0
510.0,515.0,1710.0,635.0,775.0,675.0,1710.0
510.0,515.0,1710.0,635.0,775.0,675.0,1710.0
510.0,515.0,1715.0,635.0,775.0,675.0,1715.0
510.0,515.0,1720.0,635.0,775.0,675.0,1720.0
510.0,515.0,1725.0,635.0,775.0,675.0,1725.0
510.0,515.0,1725.0,635.0,775.0,675.0,1725.0
510.0,515.0,1725.0,670.0,775.0,675.0,1725.0
510.0,515.0,1730.0,670.0,775.0,675.0,1730.0
510.0,515.0,1735.0,670.0,775.0,675.0,1735.0
510.0,515.0,1735.0,670.0,775.0,675.0,1735.0
515.0,515.0,1740.0,670.0,780.0,675.0,1740.0
515.0,515.0,1740.0,670.0,780.0,675.0,1740.0
515.0,515.0,1740.0,670.0,775.0,675.0,1740.0
515.0,515.0,1740.0,670.0,775.0,675.0,1740.0
515.0,515.0,1740.0,670.0,775.0,675.0,1740.0
515.0,515.0,1745.0,670.0,775.0,675.0,1745.0
515.0,515.0,1745.0,665.0,775.0,670.0,1745.0
515.0,515.0,1745.0,665.0,775.0,705.0,1745.0
515.0,515.0,1745.0,665.0,775.0,705.0,1745.0
515.0,515.0,1750.0,665.0,775.0,705.0,1750.0
515.0,515.0,1750.0,700.0,775.0,740.0,1750.0
515.0,515.0,1755.0,700.0,775.0,740.0,1755.0
515.0,515.0,1760.0,700.0,775.0,740.0,1760.0
515.0,515.0,1760.0,700.0,775.0,775.0,1760.0
515.0,515.0,1760.0,700.0,775.0,775.0,1760.0
515.0,515.0,1760.0,700.0,775.0,775.0,1760.0
520.0,515.0,1765.0,700.0,775.0,775.0,1765.0
520.0,515.0,1765.0,700.0,775.0,775.0,1765.0
520.0,515.0,1765.0,700.0,775.0,775.0,1765.0
520.0,515.0,1765.0,700.0,775.0,775.0,1765.0
520.0,515.0,1770.0,700.0,775.0,775.0,1770.0
520.0,515.0,1770.0,700.0,775.0,775.0,1770.0
525.0,515.0,1775.0,700.0,780.0,775.0,1775.0
525.0,515.0,1780.0,700.0,780.0,775.0,1780.0
525.0,515.0,1785.0,700.0,780.0,775.0,1785.0
525.0,515.0,1785.0,700.0,780.0,770.0,1785.0
525.0,515.0,1785.0,700.0,780.0,770.0,1785.0
525.0,520.0,1790.0,700.0,780.0,770.0,1790.0
525.0,520.0,1795.0,700.0,780.0,770.0,1795.0
525.0,520.0,1800.0,705.0,785.0,770.0,1800.0
525.0,520.0,1805.0,705.0,785.0,770.0,1805.0
525.0,520.0,1805.0,705.0,785.0,770.0,1805.0
525.0,520.0,1810.0,705.0,785.0,770.0,1810.0
525.0,520.0,1810.0,705.0,785.0,770.0,1810.0
525.0,520.0,1810.0,705.0,785.0,770.0,1810.0
525.0,520.0,1810.0,705.0,785.0,770.0,1810.0
525.0,520.0,1810.0,705.0,785.0,770.0,1810.0
525.0,520.0,1815.0,705.0,785.0,770.0,1815.0
525.0,520.0,1815.0,705.0,785.0,770.0,1815.0
525.0,520.0,1820.0,705.0,785.0,770.0,1820.0
525.0,520.0,1820.0,705.0,785.0,770.0,1820.0
525.0,520.0,1820.0,705.0,780.0,770.0,1820.0
525.0,525.0,1825.0,705.0,780.0,770.0,1825.0
525.0,525.0,1830.0,705.0,780.0,770.0,1830.0
525.0,525.0,1830.0,705.0,780.0,770.0,1830.0
525.0,525.0,1830.0,705.0,780.0,770.0,1830.0
525.0,525.0,1835.0,705.0,780.0,770.0,1835.0
530.0,530.0,1840.0,705.0,780.0,770.0,1840.0
530.0,530.0,1845.0,705.0,780.0,770.0,1845.0
530.0,535.0,1850.0,705.0,780.0,770.0,1850.0
530.0,535.0,1855.0,705.0,780.0,770.0,1855.0
530.0,535.0,1860.0,705.0,780.0,770.0,1860.0
530.0,535.0,1860.0,705.0,780.0,770.0,1860.0
530.0,535.0,1860.0,705.0,780.0,770.0,1860.0
530.0,535.0,1860.0,705.0,780.0,770.0,1860.0
530.0,535.0,1860.0,700.0,780.0,765.0,1860.0
530.0,535.0,1865.0,700.0,780.0,765.0,1865.0
530.0,535.0,1865.0,700.0,780.0,765.0,1865.0
530.0,535.0,1865.0,700.0,780.0,765.0,1865.0
530.0,535.0,1870.0,700.0,780.0,765.0,1870.0
530.0,535.0,1870.0,700.0,780.0,765.0,1870.0
530.0,535.0,1875.0,700.0,780.0,765.0,1875.0
530.0,535.0,1875.0,700.0,780.0,765.0,1875.0
530.0,535.0,1880.0,700.0,780.0,765.0,1880.0
530.0,535.0,1880.0,700.0,780.0,765.0,1880.0
530.0,535.0,1880.0,700.0,780.0,765.0,1880.0
535.0,540.0,1885.0,700.0,780.0,765.0,1885.0
535.0,540.0,1890.0,700.0,780.0,765.0,1890.0
535.0,540.0,1895.0,700.0,780.0,765.0,1895.0
535.0,540.0,1900.0,700.0,780.0,765.0,1900.0
535.0,540.0,1905.0,700.0,780.0,765.0,1905.0
535.0,540.0,1910.0,700.0,780.0,765.0,1910.0
535.0,540.0,1915.0,700.0,780.0,765.0,1915.0
535.0,540.0,1920.0,700.0,780.0,765.0,1920.0
535.0,540.0,1920.0,700.0,780.0,765.0,1920.0
535.0,540.0,1920.0,735.0,780.0,765.0,1920.0
535.0,540.0,1925.0,735.0,780.0,765.0,1925.0
535.0,540.0,1925.0,735.0,780.0,760.0,1925.0
535.0,540.0,1930.0,735.0,780.0,760.0,1930.0
535.0,540.0,1935.0,735.0,780.0,760.0,1935.0
535.0,540.0,1940.0,735.0,780.0,760.0,1940.0
535.0,540.0,1940.0,770.0,780.0,795.0,1940.0
535.0,540.0,1945.0,770.0,780.0,795.0,1945.0
535.0,540.0,1950.0,770.0,780.0,795.0,1950.0
535.0,540.0,1955.0,770.0,780.0,795.0,1955.0
535.0,540.0,1960.0,770.0,780.0,795.0,1960.0
535.0,540.0,1965.0,770.0,780.0,795.0,1965.0
535.0,545.0,1970.0,770.0,780.0,795.0,1970.0
535.0,545.0,1970.0,770.0,780.0,795.0,1970.0
535.0,545.0,1975.0,770.0,780.0,795.0,1975.0
535.0,545.0,1980.0,770.0,780.0,795.0,1980.0
535.0,545.0,1985.0,770.0,780.0,795.0,1985.0
535.0,545.0,1985.0,770.0,780.0,795.0,1985.0
535.0,545.0,1990.0,770.0,780.0,795.0,1990.0
535.0,545.0,1995.0,770.0,780.0,795.0,1995.0
535.0,550.0,2000.0,770.0,785.0,795.0,2000.0
535.0,550.0,2005.0,770.0,785.0,795.0,2005.0
535.0,550.0,2010.0,770.0,785.0,795.0,2010.0
535.0,550.0,2015.0,770.0,785.0,795.0,2015.0
535.0,550.0,2020.0,770.0,785.0,795.0,2020.0
535.0,550.0,2020.0,770.0,785.0,795.0,2020.0
535.0,550.0,2020.0,770.0,785.0,830.0,2020.0
535.0,550.0,2020.0,770.0,785.0,830.0,2020.0
535.0,550.0,2025.0,770.0,785.0,830.0,2025.0
540.0,555.0,2030.0,770.0,785.0,830.0,2030.0
540.0,555.0,2035.0,770.0,785.0,830.0,2035.0
540.0,555.0,2040.0,770.0,785.0,830.0,2040.0
540.0,555.0,2040.0,770.0,785.0,825.0,2040.0
540.0,555.0,2045.0,770.0,785.0,825.0,2045.0
535.0,555.0,2045.0,770.0,785.0,825.0,2045.0
535.0,555.0,2045.0,770.0,785.0,825.0,2045.0
535.0,555.0,2050.0,770.0,790.0,825.0,2050.0
535.0,555.0,2050.0,765.0,790.0,825.0,2050.0
535.0,555.0,2055.0,765.0,790.0,825.0,2055.0
535.0,555.0,2055.0,765.0,790.0,825.0,2055.0
535.0,555.0,2060.0,765.0,790.0,825.0,2060.0
535.0,555.0,2065.0,765.0,790.0,825.0,2065.0
535.0,555.0,2070.0,765.0,790.0,825.0,2070.0
535.0,555.0,2075.0,765.0,790.0,825.0,2075.0
535.0,555.0,2075.0,765.0,790.0,825.0,2075.0
535.0,555.0,2080.0,765.0,790.0,825.0,2080.0
535.0,555.0,2080.0,765.0,790.0,825.0,2080.0
535.0,555.0,2080.0,765.0,790.0,825.0,2080.0
535.0,555.0,2085.0,765.0,790.0,825.0,2085.0
535.0,555.0,2085.0,765.0,790.0,825.0,2085.0
535.0,555.0,2085.0,765.0,790.0,825.0,2085.0
535.0,555.0,2085.0,765.0,790.0,825.0,2085.0
535.0,555.0,2090.0,765.0,795.0,825.0,2090.0
535.0,555.0,2095.0,765.0,795.0,825.0,2095.0
535.0,555.0,2100.0,765.0,795.0,825.0,2100.0
535.0,555.0,2105.0,765.0,795.0,825.0,2105.0
535.0,555.0,2110.0,765.0,795.0,825.0,2110.0
535.0,555.0,2115.0,765.0,795.0,825.0,2115.0
535.0,555.0,2120.0,765.0,795.0,825.0,2120.0
535.0,560.0,2125.0,765.0,795.0,825.0,2125.0
535.0,560.0,2125.0,765.0,795.0,825.0,2125.0
535.0,560.0,2130.0,765.0,795.0,825.0,2130.0
535.0,560.0,2130.0,765.0,795.0,825.0,2130.0
535.0,560.0,2135.0,765.0,795.0,825.0,2135.0
535.0,560.0,2135.0,765.0,795.0,825.0,2135.0
535.0,560.0,2140.0,765.0,795.0,825.0,2140.0
535.0,560.0,2145.0,765.0,795.0,825.0,2145.0
535.0,560.0,2145.0,765.0,795.0,860.0,2145.0
535.0,560.0,2150.0,765.0,795.0,860.0,2150.0
535.0,560.0,2155.0,765.0,795.0,860.0,2155.0
535.0,560.0,2160.0,765.0,795.0,860.0,2160.0
535.0,560.0,2165.0,765.0,795.0,860.0,2165.0
535.0,560.0,2170.0,765.0,795.0,860.0,2170.0
535.0,560.0,2170.0,765.0,795.0,895.0,2170.0
535.0,560.0,2175.0,765.0,795.0,895.0,2175.0
570.0,560.0,2175.0,800.0,830.0,895.0,2175.0
570.0,560.0,2180.0,800.0,830.0,895.0,2180.0
570.0,560.0,2180.0,800.0,830.0,895.0,2180.0
570.0,560.0,2180.0,800.0,830.0,895.0,2180.0
570.0,560.0,2185.0,800.0,830.0,895.0,2185.0
570.0,560.0,2185.0,800.0,830.0,895.0,2185.0
570.0,560.0,2190.0,800.0,830.0,895.0,2190.0
570.0,560.0,2195.0,800.0,830.0,895.0,2195.0
570.0,560.0,2200.0,800.0,830.0,895.0,2200.0
570.0,560.0,2205.0,800.0,830.0,895.0,2205.0
570.0,560.0,2205.0,800.0,830.0,895.0,2205.0
570.0,560.0,2205.0,800.0,830.0,895.0,2205.0
570.0,560.0,2205.0,800.0,830.0,895.0,2205.0
570.0,560.0,2205.0,800.0,830.0,895.0,2205.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2210.0,800.0,830.0,895.0,2210.0
570.0,560.0,2215.0,800.0,830.0,895.0,2215.0
570.0,560.0,2220.0,800.0,830.0,895.0,2220.0
570.0,560.0,2220.0,800.0,830.0,895.0,2220.0
570.0,560.0,2220.0,800.0,830.0,895.0,2220.0
570.0,560.0,2220.0,835.0,830.0,930.0,2220.0
570.0,560.0,2220.0,835.0,830.0,930.0,2220.0
570.0,560.0,2220.0,835.0,830.0,930.0,2220.0
570.0,565.0,2225.0,840.0,835.0,930.0,2225.0
570.0,565.0,2230.0,840.0,835.0,930.0,2230.0
570.0,565.0,2230.0,840.0,835.0,930.0,2230.0
570.0,565.0,2230.0,840.0,835.0,930.0,2230.0
570.0,565.0,2235.0,840.0,835.0,930.0,2235.0
570.0,565.0,2240.0,840.0,835.0,930.0,2240.0
570.0,565.0,2245.0,840.0,835.0,930.0,2245.0
570.0,565.0,2250.0,840.0,835.0,930.0,2250.0
575.0,565.0,2255.0,840.0,835.0,930.0,2255.0
575.0,565.0,2260.0,840.0,835.0,930.0,2260.0
575.0,565.0,2260.0,840.0,835.0,930.0,2260.0
575.0,565.0,2265.0,840.0,835.0,930.0,2265.0
575.0,565.0,2265.0,840.0,835.0,965.0,2265.0
575.0,565.0,2270.0,840.0,835.0,965.0,2270.0
575.0,565.0,2275.0,840.0,835.0,965.0,2275.0
575.0,565.0,2280.0,840.0,835.0,965.0,2280.0
575.0,565.0,2285.0,840.0,835.0,965.0,2285.0
575.0,565.0,2285.0,840.0,835.0,965.0,2285.0
575.0,565.0,2290.0,840.0,835.0,965.0,2290.0
580.0,570.0,2295.0,840.0,835.0,965.0,2295.0
580.0,570.0,2295.0,840.0,835.0,965.0,2295.0
580.0,570.0,2295.0,840.0,835.0,965.0,2295.0
585.0,575.0,2300.0,840.0,835.0,965.0,2300.0
585.0,575.0,2305.0,840.0,835.0,965.0,2305.0
585.0,575.0,2305.0,840.0,835.0,965.0,2305.0
585.0,575.0,2310.0,840.0,835.0,965.0,2310.0
585.0,575.0,2315.0,840.0,835.0,965.0,2315.0
585.0,575.0,2315.0,840.0,835.0,960.0,2315.0
585.0,575.0,2320.0,840.0,835.0,960.0,2320.0
585.0,575.0,2320.0,840.0,835.0,960.0,2320.0
585.0,575.0,2320.0,840.0,835.0,960.0,2320.0
585.0,575.0,2320.0,840.0,835.0,960.0,2320.0
585.0,575.0,2320.0,840.0,835.0,960.0,2320.0
585.0,575.0,2325.0,840.0,835.0,960.0,2325.0
585.0,575.0,2325.0,875.0,835.0,960.0,2325.0
585.0,575.0,2330.0,875.0,835.0,960.0,2330.0
585.0,575.0,2330.0,875.0,835.0,960.0,2330.0
585.0,575.0,2335.0,875.0,835.0,960.0,2335.0
585.0,575.0,2340.0,875.0,835.0,960.0,2340.0
585.0,575.0,2345.0,875.0,835.0,960.0,2345.0
585.0,575.0,2345.0,875.0,835.0,960.0,2345.0
585.0,575.0,2345.0,870.0,835.0,955.0,2345.0
585.0,575.0,2350.0,870.0,835.0,955.0,2350.0
580.0,570.0,2350.0,865.0,835.0,950.0,2350.0
580.0,570.0,2350.0,865.0,835.0,950.0,2350.0
580.0,570.0,2355.0,865.0,835.0,950.0,2355.0
580.0,570.0,2355.0,865.0,835.0,950.0,2355.0
580.0,570.0,2355.0,865.0,835.0,950.0,2355.0
580.0,570.0,2360.0,865.0,840.0,950.0,2360.0
580.0,570.0,2360.0,865.0,840.0,950.0,2360.0
580.0,570.0,2365.0,865.0,840.0,950.0,2365.0
580.0,570.0,2370.0,865.0,840.0,950.0,2370.0
580.0,570.0,2370.0,865.0,840.0,950.0,2370.0
580.0,570.0,2375.0,865.0,840.0,950.0,2375.0
580.0,570.0,2380.0,865.0,840.0,950.0,2380.0
580.0,570.0,2385.0,865.0,840.0,950.0,2385.0
580.0,570.0,2385.0,865.0,840.0,950.0,2385.0
580.0,570.0,2385.0,865.0,840.0,950.0,2385.0
580.0,570.0,2385.0,865.0,840.0,950.0,2385.0
580.0,570.0,2390.0,865.0,845.0,950.0,2390.0
580.0,570.0,2390.0,900.0,845.0,950.0,2390.0
580.0,570.0,2395.0,900.0,845.0,950.0,2395.0
585.0,570.0,2400.0,900.0,850.0,950.0,2400.0
585.0,570.0,2400.0,900.0,850.0,950.0,2400.0
585.0,570.0,2400.0,900.0,850.0,950.0,2400.0
585.0,570.0,2400.0,900.0,850.0,950.0,2400.0
585.0,570.0,2400.0,900.0,850.0,950.0,2400.0
585.0,570.0,2405.0,900.0,850.0,950.0,2405.0
585.0,570.0,2410.0,900.0,850.0,950.0,2410.0
585.0,570.0,2415.0,900.0,850.0,950.0,2415.0
585.0,570.0,2415.0,900.0,850.0,950.0,2415.0
585.0,570.0,2415.0,900.0,850.0,950.0,2415.0
585.0,570.0,2415.0,895.0,850.0,945.0,2415.0
590.0,575.0,2420.0,895.0,850.0,945.0,2420.0
590.0,575.0,2425.0,895.0,850.0,945.0,2425.0
590.0,575.0,2430.0,895.0,850.0,945.0,2430.0
590.0,575.0,2435.0,895.0,850.0,945.0,2435.0
590.0,575.0,2435.0,895.0,850.0,945.0,2435.0
595.0,575.0,2440.0,895.0,855.0,945.0,2440.0
595.0,575.0,2440.0,895.0,855.0,945.0,2440.0
595.0,575.0,2445.0,900.0,855.0,945.0,2445.0
595.0,575.0,2450.0,900.0,855.0,945.0,2450.0
595.0,575.0,2455.0,900.0,855.0,945.0,2455.0
595.0,575.0,2455.0,900.0,855.0,945.0,2455.0
595.0,575.0,2455.0,900.0,855.0,945.0,2455.0
595.0,575.0,2460.0,900.0,855.0,945.0,2460.0
595.0,575.0,2465.0,900.0,855.0,945.0,2465.0
595.0,575.0,2465.0,900.0,855.0,945.0,2465.0
595.0,575.0,2465.0,900.0,855.0,945.0,2465.0
595.0,575.0,2465.0,900.0,855.0,945.0,2465.0
595.0,575.0,2470.0,900.0,855.0,945.0,2470.0
595.0,575.0,2470.0,935.0,855.0,945.0,2470.0
595.0,575.0,2470.0,970.0,855.0,980.0,2470.0
595.0,575.0,2475.0,970.0,855.0,980.0,2475.0
595.0,575.0,2475.0,970.0,855.0,980.0,2475.0
595.0,575.0,2480.0,970.0,855.0,980.0,2480.0
595.0,575.0,2480.0,970.0,855.0,980.0,2480.0
595.0,575.0,2480.0,970.0,855.0,1015.0,2480.0
595.0,575.0,2480.0,970.0,855.0,1015.0,2480.0
595.0,575.0,2485.0,970.0,855.0,1015.0,2485.0
595.0,575.0,2490.0,970.0,855.0,1015.0,2490.0
595.0,575.0,2490.0,970.0,855.0,1015.0,2490.0
595.0,575.0,2495.0,970.0,855.0,1015.0,2495.0
595.0,575.0,2500.0,970.0,855.0,1015.0,2500.0
595.0,575.0,2500.0,970.0,855.0,1015.0,2500.0
595.0,575.0,2500.0,970.0,855.0,1015.0,2500.0
595.0,575.0,2500.0,970.0,855.0,1015.0,2500.0
595.0,575.0,2500.0,970.0,855.0,1015.0,2500.0
595.0,575.0,2505.0,970.0,855.0,1015.0,2505.0
595.0,575.0,2510.0,970.0,855.0,1015.0,2510.0
595.0,575.0,2515.0,970.0,855.0,1015.0,2515.0
595.0,575.0,2520.0,970.0,855.0,1015.0,2520.0
595.0,575.0,2520.0,970.0,855.0,1010.0,2520.0
595.0,575.0,2525.0,970.0,855.0,1010.0,2525.0
595.0,575.0,2530.0,970.0,855.0,1010.0,2530.0
595.0,575.0,2535.0,970.0,855.0,1010.0,2535.0
595.0,575.0,2540.0,970.0,855.0,1010.0,2540.0
595.0,575.0,2540.0,970.0,855.0,1010.0,2540.0
595.0,575.0,2540.0,970.0,855.0,1010.0,2540.0
595.0,575.0,2545.0,970.0,855.0,1010.0,2545.0
595.0,575.0,2550.0,970.0,855.0,1010.0,2550.0
595.0,575.0,2555.0,970.0,855.0,1010.0,2555.0
595.0,575.0,2555.0,970.0,855.0,1010.0,2555.0
595.0,575.0,2560.0,975.0,855.0,1010.0,2560.0
600.0,575.0,2565.0,975.0,860.0,1010.0,2565.0
600.0,575.0,2565.0,975.0,860.0,1010.0,2565.0
600.0,575.0,2570.0,975.0,860.0,1010.0,2570.0
600.0,575.0,2570.0,975.0,860.0,1010.0,2570.0
600.0,575.0,2570.0,975.0,860.0,1010.0,2570.0
600.0,580.0,2575.0,980.0,865.0,1010.0,2575.0
600.0,580.0,2580.0,980.0,865.0,1010.0,2580.0
600.0,580.0,2580.0,980.0,865.0,1045.0,2580.0
600.0,580.0,2580.0,980.0,865.0,1045.0,2580.0
600.0,580.0,2580.0,980.0,865.0,1080.0,2580.0
600.0,580.0,2585.0,980.0,865.0,1080.0,2585.0
600.0,580.0,2585.0,980.0,865.0,1080.0,2585.0
600.0,580.0,2590.0,980.0,865.0,1080.0,2590.0
600.0,580.0,2590.0,980.0,865.0,1080.0,2590.0
