Greedy,Greedy_1,Greedy_5,BBB_Adam_001,BBB_Adam_0001,BBB_RMS_001,BBB_RMS_0001
600.0,580.0,2590.0,980.0,865.0,1080.0,2590.0
600.0,580.0,2590.0,980.0,860.0,1075.0,2590.0
600.0,580.0,2590.0,980.0,860.0,1075.0,2590.0
600.0,580.0,2590.0,980.0,860.0,1075.0,2590.0
600.0,580.0,2590.0,980.0,860.0,1075.0,2590.0
600.0,580.0,2595.0,980.0,860.0,1075.0,2595.0
600.0,580.0,2595.0,980.0,860.0,1110.0,2595.0
600.0,580.0,2600.0,985.0,860.0,1110.0,2600.0
600.0,580.0,2605.0,985.0,860.0,1110.0,2605.0
600.0,580.0,2605.0,985.0,860.0,1145.0,2605.0
600.0,580.0,2610.0,985.0,860.0,1145.0,2610.0
600.0,580.0,2610.0,985.0,860.0,1145.0,2610.0
600.0,580.0,2610.0,985.0,860.0,1140.0,2610.0
600.0,580.0,2610.0,985.0,860.0,1140.0,2610.0
600.0,580.0,2610.0,985.0,860.0,1140.0,2610.0
600.0,580.0,2615.0,985.0,860.0,1140.0,2615.0
600.0,580.0,2620.0,985.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,985.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,985.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,980.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,980.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,980.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,980.0,860.0,1140.0,2620.0
600.0,580.0,2620.0,980.0,860.0,1135.0,2620.0
600.0,580.0,2625.0,980.0,860.0,1135.0,2625.0
600.0,580.0,2625.0,980.0,860.0,1135.0,2625.0
600.0,580.0,2630.0,980.0,860.0,1135.0,2630.0
600.0,580.0,2635.0,980.0,860.0,1135.0,2635.0
600.0,580.0,2635.0,980.0,860.0,1135.0,2635.0
600.0,580.0,2640.0,985.0,860.0,1135.0,2640.0
600.0,580.0,2645.0,985.0,860.0,1135.0,2645.0
600.0,580.0,2650.0,985.0,860.0,1135.0,2650.0
600.0,580.0,2655.0,985.0,860.0,1135.0,2655.0
600.0,580.0,2655.0,985.0,860.0,1135.0,2655.0
600.0,580.0,2660.0,985.0,860.0,1135.0,2660.0
600.0,580.0,2660.0,985.0,860.0,1135.0,2660.0
600.0,580.0,2660.0,985.0,860.0,1135.0,2660.0
600.0,580.0,2665.0,985.0,860.0,1135.0,2665.0
600.0,585.0,2670.0,990.0,865.0,1140.0,2670.0
600.0,585.0,2670.0,990.0,865.0,1140.0,2670.0
600.0,585.0,2670.0,990.0,865.0,1140.0,2670.0
600.0,585.0,2670.0,990.0,865.0,1135.0,2670.0
600.0,590.0,2675.0,990.0,865.0,1135.0,2675.0
600.0,590.0,2675.0,990.0,865.0,1135.0,2675.0
600.0,590.0,2680.0,990.0,865.0,1135.0,2680.0
600.0,590.0,2680.0,985.0,865.0,1135.0,2680.0
600.0,590.0,2685.0,985.0,865.0,1135.0,2685.0
600.0,590.0,2690.0,985.0,865.0,1135.0,2690.0
600.0,590.0,2695.0,985.0,865.0,1135.0,2695.0
600.0,590.0,2700.0,985.0,865.0,1135.0,2700.0
600.0,590.0,2700.0,985.0,865.0,1135.0,2700.0
600.0,590.0,2700.0,985.0,865.0,1135.0,2700.0
600.0,590.0,2700.0,985.0,865.0,1135.0,2700.0
600.0,590.0,2700.0,985.0,865.0,1135.0,2700.0
600.0,590.0,2700.0,985.0,860.0,1135.0,2700.0
600.0,590.0,2700.0,985.0,860.0,1135.0,2700.0
600.0,590.0,2705.0,985.0,860.0,1135.0,2705.0
605.0,590.0,2710.0,985.0,865.0,1135.0,2710.0
605.0,590.0,2715.0,985.0,865.0,1135.0,2715.0
605.0,590.0,2715.0,985.0,865.0,1135.0,2715.0
605.0,590.0,2715.0,985.0,865.0,1135.0,2715.0
610.0,595.0,2720.0,985.0,865.0,1135.0,2720.0
610.0,595.0,2720.0,985.0,865.0,1135.0,2720.0
610.0,595.0,2720.0,985.0,865.0,1170.0,2720.0
610.0,595.0,2720.0,985.0,865.0,1205.0,2720.0
610.0,595.0,2725.0,985.0,870.0,1205.0,2725.0
610.0,595.0,2730.0,985.0,870.0,1205.0,2730.0
610.0,595.0,2730.0,985.0,870.0,1205.0,2730.0
610.0,595.0,2735.0,985.0,870.0,1205.0,2735.0
610.0,595.0,2740.0,985.0,870.0,1205.0,2740.0
610.0,595.0,2740.0,985.0,870.0,1205.0,2740.0
610.0,595.0,2745.0,985.0,870.0,1205.0,2745.0
610.0,595.0,2750.0,985.0,870.0,1205.0,2750.0
610.0,595.0,2755.0,985.0,870.0,1205.0,2755.0
610.0,595.0,2760.0,985.0,875.0,1205.0,2760.0
610.0,595.0,2760.0,985.0,875.0,1205.0,2760.0
610.0,595.0,2760.0,985.0,875.0,1205.0,2760.0
610.0,595.0,2760.0,985.0,875.0,1200.0,2760.0
610.0,595.0,2760.0,985.0,875.0,1200.0,2760.0
610.0,595.0,2760.0,985.0,875.0,1200.0,2760.0
610.0,595.0,2765.0,985.0,880.0,1200.0,2765.0
610.0,595.0,2770.0,985.0,880.0,1200.0,2770.0
610.0,595.0,2770.0,985.0,880.0,1200.0,2770.0
610.0,595.0,2770.0,985.0,880.0,1195.0,2770.0
610.0,595.0,2775.0,985.0,880.0,1195.0,2775.0
610.0,595.0,2780.0,985.0,880.0,1195.0,2780.0
610.0,595.0,2785.0,985.0,880.0,1195.0,2785.0
610.0,595.0,2790.0,985.0,880.0,1195.0,2790.0
610.0,595.0,2795.0,985.0,880.0,1195.0,2795.0
610.0,595.0,2795.0,985.0,880.0,1195.0,2795.0
610.0,595.0,2795.0,985.0,880.0,1195.0,2795.0
610.0,595.0,2800.0,985.0,880.0,1195.0,2800.0
610.0,595.0,2800.0,1020.0,880.0,1195.0,2800.0
610.0,595.0,2805.0,1020.0,880.0,1195.0,2805.0
610.0,595.0,2810.0,1020.0,880.0,1195.0,2810.0
610.0,595.0,2815.0,1020.0,880.0,1195.0,2815.0
610.0,595.0,2820.0,1020.0,880.0,1195.0,2820.0
610.0,595.0,2820.0,1020.0,880.0,1195.0,2820.0
610.0,595.0,2825.0,1025.0,880.0,1195.0,2825.0
610.0,595.0,2825.0,1025.0,880.0,1195.0,2825.0
610.0,595.0,2825.0,1025.0,880.0,1195.0,2825.0
610.0,595.0,2830.0,1025.0,880.0,1195.0,2830.0
610.0,595.0,2830.0,1020.0,880.0,1195.0,2830.0
610.0,595.0,2835.0,1020.0,880.0,1195.0,2835.0
610.0,595.0,2835.0,1020.0,880.0,1195.0,2835.0
610.0,595.0,2835.0,1020.0,880.0,1190.0,2835.0
610.0,595.0,2840.0,1020.0,880.0,1190.0,2840.0
610.0,595.0,2840.0,1020.0,880.0,1190.0,2840.0
610.0,595.0,2845.0,1020.0,880.0,1190.0,2845.0
610.0,595.0,2850.0,1020.0,880.0,1190.0,2850.0
610.0,595.0,2850.0,1020.0,880.0,1190.0,2850.0
610.0,595.0,2855.0,1020.0,880.0,1190.0,2855.0
610.0,595.0,2860.0,1020.0,880.0,1190.0,2860.0
610.0,595.0,2865.0,1020.0,880.0,1190.0,2865.0
610.0,595.0,2870.0,1020.0,880.0,1190.0,2870.0
610.0,595.0,2870.0,1020.0,880.0,1190.0,2870.0
610.0,595.0,2870.0,1020.0,880.0,1190.0,2870.0
610.0,595.0,2875.0,1020.0,880.0,1190.0,2875.0
610.0,595.0,2875.0,1020.0,880.0,1190.0,2875.0
610.0,595.0,2880.0,1020.0,880.0,1190.0,2880.0
610.0,595.0,2880.0,1020.0,880.0,1190.0,2880.0
610.0,595.0,2880.0,1020.0,880.0,1190.0,2880.0
610.0,595.0,2880.0,1020.0,880.0,1190.0,2880.0
610.0,595.0,2880.0,1020.0,880.0,1190.0,2880.0
610.0,595.0,2885.0,1025.0,880.0,1190.0,2885.0
610.0,595.0,2890.0,1025.0,880.0,1190.0,2890.0
610.0,595.0,2895.0,1025.0,880.0,1190.0,2895.0
610.0,595.0,2900.0,1025.0,880.0,1190.0,2900.0
610.0,595.0,2905.0,1025.0,880.0,1190.0,2905.0
610.0,595.0,2910.0,1025.0,880.0,1190.0,2910.0
610.0,595.0,2915.0,1025.0,885.0,1190.0,2915.0
610.0,595.0,2920.0,1025.0,885.0,1190.0,2920.0
610.0,595.0,2925.0,1025.0,885.0,1190.0,2925.0
610.0,595.0,2930.0,1025.0,885.0,1190.0,2930.0
610.0,595.0,2935.0,1025.0,885.0,1190.0,2935.0
610.0,595.0,2935.0,1025.0,885.0,1190.0,2935.0
610.0,595.0,2935.0,1025.0,885.0,1190.0,2935.0
610.0,595.0,2940.0,1025.0,885.0,1190.0,2940.0
610.0,595.0,2940.0,1025.0,885.0,1190.0,2940.0
610.0,595.0,2945.0,1025.0,885.0,1190.0,2945.0
610.0,595.0,2945.0,1025.0,885.0,1190.0,2945.0
610.0,595.0,2945.0,1025.0,885.0,1225.0,2945.0
615.0,600.0,2950.0,1025.0,885.0,1225.0,2950.0
615.0,600.0,2950.0,1025.0,885.0,1225.0,2950.0
615.0,600.0,2955.0,1025.0,885.0,1225.0,2955.0
615.0,600.0,2955.0,1025.0,885.0,1225.0,2955.0
615.0,600.0,2955.0,1025.0,885.0,1225.0,2955.0
615.0,600.0,2955.0,1025.0,885.0,1260.0,2955.0
615.0,600.0,2960.0,1025.0,885.0,1260.0,2960.0
615.0,600.0,2960.0,1025.0,885.0,1260.0,2960.0
615.0,600.0,2960.0,1025.0,885.0,1255.0,2960.0
615.0,600.0,2965.0,1025.0,885.0,1255.0,2965.0
615.0,600.0,2965.0,1025.0,885.0,1255.0,2965.0
615.0,600.0,2970.0,1025.0,885.0,1255.0,2970.0
615.0,600.0,2970.0,1025.0,885.0,1255.0,2970.0
615.0,600.0,2970.0,1025.0,885.0,1255.0,2970.0
615.0,600.0,2975.0,1025.0,885.0,1255.0,2975.0
615.0,600.0,2975.0,1025.0,885.0,1255.0,2975.0
615.0,600.0,2980.0,1025.0,885.0,1255.0,2980.0
615.0,600.0,2985.0,1025.0,885.0,1255.0,2985.0
615.0,600.0,2990.0,1025.0,885.0,1255.0,2990.0
615.0,600.0,2995.0,1025.0,885.0,1255.0,2995.0
615.0,600.0,3000.0,1025.0,885.0,1255.0,3000.0
615.0,600.0,3000.0,1025.0,885.0,1255.0,3000.0
615.0,600.0,3000.0,1025.0,885.0,1255.0,3000.0
615.0,605.0,3005.0,1030.0,890.0,1255.0,3005.0
615.0,605.0,3010.0,1030.0,890.0,1255.0,3010.0
615.0,605.0,3010.0,1030.0,890.0,1255.0,3010.0
615.0,605.0,3010.0,1030.0,890.0,1255.0,3010.0
615.0,605.0,3015.0,1030.0,890.0,1255.0,3015.0
615.0,605.0,3020.0,1030.0,890.0,1255.0,3020.0
615.0,605.0,3020.0,1030.0,890.0,1255.0,3020.0
615.0,605.0,3025.0,1030.0,890.0,1255.0,3025.0
615.0,605.0,3025.0,1030.0,890.0,1255.0,3025.0
615.0,605.0,3030.0,1030.0,890.0,1255.0,3030.0
615.0,605.0,3035.0,1030.0,890.0,1255.0,3035.0
615.0,605.0,3040.0,1030.0,890.0,1255.0,3040.0
615.0,605.0,3045.0,1030.0,890.0,1255.0,3045.0
615.0,605.0,3045.0,1065.0,890.0,1255.0,3045.0
615.0,605.0,3050.0,1065.0,890.0,1255.0,3050.0
615.0,605.0,3055.0,1065.0,890.0,1255.0,3055.0
615.0,605.0,3060.0,1065.0,890.0,1255.0,3060.0
615.0,605.0,3065.0,1065.0,890.0,1255.0,3065.0
615.0,605.0,3070.0,1065.0,890.0,1255.0,3070.0
615.0,605.0,3070.0,1065.0,890.0,1255.0,3070.0
615.0,605.0,3075.0,1065.0,890.0,1255.0,3075.0
615.0,605.0,3080.0,1065.0,890.0,1255.0,3080.0
615.0,605.0,3080.0,1065.0,890.0,1255.0,3080.0
650.0,605.0,3080.0,1065.0,890.0,1255.0,3080.0
650.0,605.0,3080.0,1065.0,890.0,1255.0,3080.0
650.0,605.0,3085.0,1065.0,890.0,1255.0,3085.0
650.0,605.0,3085.0,1065.0,890.0,1255.0,3085.0
650.0,605.0,3090.0,1065.0,890.0,1255.0,3090.0
650.0,605.0,3095.0,1065.0,890.0,1255.0,3095.0
650.0,605.0,3095.0,1065.0,890.0,1250.0,3095.0
650.0,605.0,3100.0,1065.0,890.0,1250.0,3100.0
650.0,605.0,3100.0,1065.0,890.0,1250.0,3100.0
650.0,605.0,3100.0,1065.0,890.0,1250.0,3100.0
655.0,610.0,3105.0,1065.0,890.0,1250.0,3105.0
655.0,610.0,3105.0,1065.0,890.0,1250.0,3105.0
655.0,610.0,3110.0,1065.0,890.0,1250.0,3110.0
655.0,610.0,3115.0,1065.0,890.0,1250.0,3115.0
655.0,610.0,3120.0,1065.0,890.0,1250.0,3120.0
655.0,610.0,3125.0,1065.0,890.0,1250.0,3125.0
655.0,610.0,3130.0,1065.0,890.0,1250.0,3130.0
655.0,610.0,3135.0,1065.0,895.0,1250.0,3135.0
655.0,610.0,3135.0,1065.0,930.0,1250.0,3135.0
655.0,610.0,3140.0,1065.0,930.0,1250.0,3140.0
655.0,610.0,3145.0,1065.0,930.0,1250.0,3145.0
655.0,610.0,3150.0,1065.0,930.0,1250.0,3150.0
655.0,610.0,3155.0,1065.0,930.0,1250.0,3155.0
655.0,610.0,3160.0,1065.0,930.0,1250.0,3160.0
655.0,610.0,3160.0,1065.0,930.0,1250.0,3160.0
655.0,610.0,3160.0,1065.0,930.0,1250.0,3160.0
655.0,610.0,3165.0,1065.0,930.0,1250.0,3165.0
655.0,610.0,3170.0,1065.0,930.0,1250.0,3170.0
655.0,610.0,3170.0,1065.0,965.0,1250.0,3170.0
655.0,610.0,3170.0,1065.0,965.0,1250.0,3170.0
655.0,610.0,3170.0,1065.0,965.0,1250.0,3170.0
655.0,610.0,3175.0,1065.0,965.0,1250.0,3175.0
655.0,610.0,3175.0,1065.0,965.0,1250.0,3175.0
655.0,610.0,3180.0,1065.0,965.0,1250.0,3180.0
655.0,610.0,3185.0,1065.0,970.0,1250.0,3185.0
655.0,610.0,3190.0,1065.0,970.0,1250.0,3190.0
655.0,610.0,3190.0,1065.0,970.0,1250.0,3190.0
655.0,610.0,3190.0,1065.0,970.0,1250.0,3190.0
655.0,610.0,3190.0,1065.0,970.0,1250.0,3190.0
655.0,610.0,3195.0,1065.0,970.0,1250.0,3195.0
655.0,610.0,3195.0,1065.0,970.0,1250.0,3195.0
655.0,610.0,3195.0,1065.0,970.0,1285.0,3195.0
655.0,610.0,3200.0,1065.0,970.0,1285.0,3200.0
655.0,610.0,3200.0,1065.0,970.0,1285.0,3200.0
655.0,610.0,3200.0,1065.0,970.0,1285.0,3200.0
655.0,610.0,3200.0,1065.0,970.0,1285.0,3200.0
655.0,610.0,3205.0,1065.0,970.0,1285.0,3205.0
655.0,645.0,3205.0,1065.0,1005.0,1285.0,3205.0
655.0,645.0,3210.0,1065.0,1005.0,1285.0,3210.0
655.0,645.0,3210.0,1065.0,1005.0,1285.0,3210.0
655.0,645.0,3210.0,1065.0,1005.0,1285.0,3210.0
655.0,645.0,3215.0,1065.0,1005.0,1285.0,3215.0
655.0,645.0,3215.0,1065.0,1005.0,1285.0,3215.0
655.0,645.0,3215.0,1065.0,1005.0,1285.0,3215.0
655.0,645.0,3220.0,1065.0,1005.0,1285.0,3220.0
655.0,645.0,3225.0,1065.0,1005.0,1285.0,3225.0
655.0,645.0,3225.0,1065.0,1005.0,1285.0,3225.0
655.0,645.0,3225.0,1065.0,1005.0,1285.0,3225.0
655.0,645.0,3225.0,1065.0,1005.0,1285.0,3225.0
655.0,645.0,3230.0,1065.0,1005.0,1285.0,3230.0
655.0,645.0,3230.0,1065.0,1000.0,1280.0,3230.0
655.0,645.0,3235.0,1065.0,1000.0,1280.0,3235.0
655.0,645.0,3235.0,1065.0,1000.0,1280.0,3235.0
655.0,645.0,3240.0,1065.0,1000.0,1280.0,3240.0
655.0,645.0,3245.0,1065.0,1000.0,1280.0,3245.0
655.0,645.0,3245.0,1100.0,1000.0,1315.0,3245.0
655.0,645.0,3245.0,1100.0,1000.0,1315.0,3245.0
655.0,645.0,3245.0,1100.0,1000.0,1315.0,3245.0
655.0,645.0,3245.0,1100.0,1000.0,1315.0,3245.0
655.0,645.0,3245.0,1100.0,1000.0,1315.0,3245.0
655.0,645.0,3245.0,1095.0,1000.0,1315.0,3245.0
655.0,645.0,3250.0,1095.0,1000.0,1315.0,3250.0
655.0,645.0,3250.0,1095.0,1035.0,1315.0,3250.0
655.0,645.0,3250.0,1095.0,1035.0,1315.0,3250.0
655.0,645.0,3250.0,1090.0,1035.0,1315.0,3250.0
655.0,645.0,3255.0,1090.0,1035.0,1315.0,3255.0
655.0,645.0,3260.0,1090.0,1035.0,1315.0,3260.0
655.0,645.0,3260.0,1090.0,1035.0,1315.0,3260.0
655.0,645.0,3265.0,1090.0,1035.0,1315.0,3265.0
655.0,645.0,3265.0,1090.0,1035.0,1315.0,3265.0
655.0,645.0,3270.0,1090.0,1035.0,1315.0,3270.0
655.0,645.0,3270.0,1090.0,1035.0,1315.0,3270.0
655.0,645.0,3270.0,1090.0,1035.0,1315.0,3270.0
655.0,645.0,3270.0,1090.0,1035.0,1315.0,3270.0
655.0,645.0,3275.0,1090.0,1035.0,1315.0,3275.0
660.0,645.0,3280.0,1090.0,1035.0,1315.0,3280.0
660.0,645.0,3280.0,1090.0,1035.0,1315.0,3280.0
655.0,645.0,3280.0,1085.0,1035.0,1315.0,3280.0
660.0,650.0,3285.0,1085.0,1035.0,1315.0,3285.0
660.0,650.0,3285.0,1085.0,1035.0,1315.0,3285.0
660.0,650.0,3290.0,1085.0,1035.0,1315.0,3290.0
660.0,650.0,3295.0,1085.0,1035.0,1315.0,3295.0
660.0,650.0,3300.0,1085.0,1035.0,1315.0,3300.0
660.0,650.0,3300.0,1085.0,1035.0,1315.0,3300.0
660.0,650.0,3305.0,1085.0,1035.0,1315.0,3305.0
660.0,650.0,3310.0,1085.0,1035.0,1315.0,3310.0
660.0,650.0,3310.0,1085.0,1035.0,1315.0,3310.0
660.0,650.0,3315.0,1085.0,1035.0,1315.0,3315.0
660.0,650.0,3315.0,1085.0,1035.0,1315.0,3315.0
660.0,650.0,3315.0,1085.0,1035.0,1315.0,3315.0
660.0,650.0,3315.0,1085.0,1035.0,1315.0,3315.0
660.0,650.0,3320.0,1085.0,1035.0,1315.0,3320.0
660.0,650.0,3325.0,1085.0,1035.0,1315.0,3325.0
660.0,650.0,3330.0,1085.0,1035.0,1315.0,3330.0
660.0,650.0,3330.0,1120.0,1035.0,1350.0,3330.0
660.0,650.0,3335.0,1120.0,1035.0,1350.0,3335.0
660.0,650.0,3340.0,1120.0,1035.0,1350.0,3340.0
660.0,650.0,3340.0,1120.0,1030.0,1350.0,3340.0
660.0,650.0,3345.0,1120.0,1030.0,1350.0,3345.0
660.0,650.0,3350.0,1120.0,1030.0,1350.0,3350.0
660.0,650.0,3355.0,1120.0,1030.0,1350.0,3355.0
660.0,650.0,3355.0,1120.0,1030.0,1350.0,3355.0
660.0,650.0,3360.0,1120.0,1030.0,1350.0,3360.0
660.0,650.0,3365.0,1120.0,1030.0,1350.0,3365.0
660.0,650.0,3370.0,1120.0,1030.0,1350.0,3370.0
660.0,650.0,3370.0,1120.0,1030.0,1350.0,3370.0
660.0,650.0,3375.0,1120.0,1030.0,1350.0,3375.0
660.0,650.0,3375.0,1120.0,1030.0,1350.0,3375.0
665.0,655.0,3380.0,1120.0,1030.0,1350.0,3380.0
665.0,655.0,3380.0,1120.0,1030.0,1350.0,3380.0
665.0,655.0,3385.0,1120.0,1030.0,1350.0,3385.0
665.0,655.0,3390.0,1120.0,1030.0,1350.0,3390.0
665.0,655.0,3390.0,1120.0,1030.0,1350.0,3390.0
665.0,655.0,3395.0,1120.0,1030.0,1350.0,3395.0
665.0,655.0,3400.0,1120.0,1030.0,1350.0,3400.0
665.0,655.0,3400.0,1120.0,1030.0,1350.0,3400.0
665.0,655.0,3400.0,1120.0,1030.0,1350.0,3400.0
665.0,655.0,3405.0,1120.0,1030.0,1350.0,3405.0
665.0,655.0,3410.0,1120.0,1030.0,1350.0,3410.0
665.0,655.0,3415.0,1120.0,1030.0,1350.0,3415.0
665.0,655.0,3420.0,1120.0,1030.0,1350.0,3420.0
665.0,655.0,3420.0,1155.0,1030.0,1385.0,3420.0
665.0,655.0,3425.0,1155.0,1030.0,1385.0,3425.0
665.0,655.0,3425.0,1155.0,1030.0,1385.0,3425.0
665.0,655.0,3425.0,1155.0,1030.0,1385.0,3425.0
670.0,655.0,3430.0,1155.0,1030.0,1385.0,3430.0
670.0,655.0,3430.0,1155.0,1030.0,1385.0,3430.0
670.0,655.0,3430.0,1155.0,1030.0,1385.0,3430.0
670.0,655.0,3435.0,1155.0,1030.0,1385.0,3435.0
670.0,655.0,3440.0,1155.0,1030.0,1385.0,3440.0
670.0,655.0,3445.0,1155.0,1030.0,1385.0,3445.0
670.0,655.0,3445.0,1155.0,1030.0,1385.0,3445.0
670.0,655.0,3450.0,1155.0,1030.0,1385.0,3450.0
670.0,655.0,3450.0,1155.0,1030.0,1385.0,3450.0
670.0,655.0,3450.0,1155.0,1030.0,1385.0,3450.0
670.0,655.0,3455.0,1155.0,1030.0,1385.0,3455.0
670.0,655.0,3460.0,1155.0,1030.0,1385.0,3460.0
670.0,655.0,3460.0,1155.0,1030.0,1385.0,3460.0
670.0,655.0,3460.0,1155.0,1030.0,1385.0,3460.0
670.0,655.0,3460.0,1155.0,1030.0,1385.0,3460.0
670.0,655.0,3460.0,1155.0,1030.0,1385.0,3460.0
670.0,655.0,3465.0,1155.0,1030.0,1385.0,3465.0
670.0,655.0,3465.0,1155.0,1030.0,1385.0,3465.0
670.0,655.0,3470.0,1155.0,1030.0,1385.0,3470.0
670.0,655.0,3470.0,1155.0,1030.0,1385.0,3470.0
670.0,655.0,3470.0,1155.0,1025.0,1385.0,3470.0
670.0,655.0,3475.0,1155.0,1025.0,1385.0,3475.0
675.0,655.0,3480.0,1155.0,1025.0,1385.0,3480.0
675.0,655.0,3480.0,1155.0,1025.0,1420.0,3480.0
675.0,655.0,3485.0,1155.0,1025.0,1420.0,3485.0
680.0,660.0,3490.0,1155.0,1025.0,1420.0,3490.0
680.0,660.0,3490.0,1155.0,1025.0,1420.0,3490.0
680.0,660.0,3495.0,1155.0,1025.0,1420.0,3495.0
680.0,660.0,3500.0,1155.0,1025.0,1420.0,3500.0
680.0,660.0,3500.0,1155.0,1025.0,1415.0,3500.0
680.0,660.0,3505.0,1155.0,1025.0,1415.0,3505.0
680.0,660.0,3510.0,1155.0,1025.0,1415.0,3510.0
680.0,660.0,3515.0,1155.0,1025.0,1415.0,3515.0
680.0,660.0,3520.0,1155.0,1025.0,1415.0,3520.0
680.0,660.0,3520.0,1155.0,1025.0,1415.0,3520.0
680.0,660.0,3520.0,1155.0,1025.0,1415.0,3520.0
680.0,660.0,3525.0,1155.0,1025.0,1415.0,3525.0
680.0,660.0,3525.0,1155.0,1025.0,1415.0,3525.0
680.0,660.0,3525.0,1155.0,1025.0,1415.0,3525.0
680.0,660.0,3530.0,1155.0,1025.0,1415.0,3530.0
680.0,660.0,3535.0,1155.0,1025.0,1415.0,3535.0
680.0,660.0,3535.0,1155.0,1025.0,1415.0,3535.0
685.0,660.0,3540.0,1155.0,1030.0,1415.0,3540.0
685.0,660.0,3540.0,1155.0,1030.0,1415.0,3540.0
685.0,660.0,3545.0,1155.0,1030.0,1415.0,3545.0
685.0,660.0,3550.0,1155.0,1030.0,1415.0,3550.0
685.0,660.0,3550.0,1155.0,1030.0,1415.0,3550.0
685.0,660.0,3555.0,1155.0,1030.0,1415.0,3555.0
685.0,660.0,3555.0,1155.0,1030.0,1415.0,3555.0
685.0,660.0,3555.0,1155.0,1030.0,1415.0,3555.0
685.0,660.0,3555.0,1155.0,1030.0,1410.0,3555.0
685.0,660.0,3555.0,1155.0,1030.0,1410.0,3555.0
685.0,660.0,3560.0,1155.0,1030.0,1410.0,3560.0
680.0,660.0,3560.0,1150.0,1030.0,1410.0,3560.0
680.0,660.0,3565.0,1150.0,1030.0,1410.0,3565.0
680.0,660.0,3565.0,1150.0,1030.0,1410.0,3565.0
680.0,660.0,3570.0,1150.0,1030.0,1410.0,3570.0
680.0,660.0,3575.0,1150.0,1030.0,1410.0,3575.0
685.0,665.0,3580.0,1150.0,1030.0,1410.0,3580.0
685.0,665.0,3585.0,1150.0,1030.0,1410.0,3585.0
685.0,665.0,3590.0,1150.0,1030.0,1410.0,3590.0
685.0,665.0,3590.0,1150.0,1065.0,1410.0,3590.0
685.0,665.0,3595.0,1150.0,1065.0,1410.0,3595.0
685.0,665.0,3595.0,1150.0,1065.0,1410.0,3595.0
685.0,665.0,3600.0,1150.0,1065.0,1410.0,3600.0
685.0,665.0,3605.0,1150.0,1065.0,1410.0,3605.0
685.0,665.0,3610.0,1150.0,1065.0,1410.0,3610.0
685.0,665.0,3615.0,1150.0,1065.0,1410.0,3615.0
685.0,665.0,3615.0,1150.0,1065.0,1410.0,3615.0
685.0,665.0,3615.0,1150.0,1065.0,1410.0,3615.0
690.0,665.0,3620.0,1155.0,1070.0,1415.0,3620.0
690.0,665.0,3625.0,1155.0,1070.0,1415.0,3625.0
690.0,665.0,3625.0,1155.0,1070.0,1415.0,3625.0
690.0,665.0,3625.0,1155.0,1070.0,1415.0,3625.0
690.0,665.0,3625.0,1155.0,1070.0,1415.0,3625.0
690.0,665.0,3630.0,1155.0,1070.0,1415.0,3630.0
690.0,665.0,3630.0,1155.0,1070.0,1415.0,3630.0
690.0,665.0,3630.0,1155.0,1070.0,1415.0,3630.0
690.0,665.0,3635.0,1155.0,1070.0,1415.0,3635.0
690.0,665.0,3640.0,1155.0,1070.0,1415.0,3640.0
690.0,665.0,3645.0,1155.0,1070.0,1415.0,3645.0
690.0,665.0,3645.0,1155.0,1070.0,1415.0,3645.0
690.0,665.0,3650.0,1155.0,1070.0,1415.0,3650.0
690.0,665.0,3650.0,1155.0,1070.0,1415.0,3650.0
690.0,665.0,3650.0,1155.0,1070.0,1415.0,3650.0
690.0,665.0,3655.0,1155.0,1070.0,1415.0,3655.0
690.0,665.0,3655.0,1155.0,1070.0,1415.0,3655.0
690.0,665.0,3655.0,1155.0,1070.0,1415.0,3655.0
690.0,665.0,3660.0,1155.0,1070.0,1415.0,3660.0
690.0,665.0,3660.0,1155.0,1070.0,1415.0,3660.0
690.0,665.0,3660.0,1155.0,1070.0,1410.0,3660.0
690.0,665.0,3660.0,1155.0,1070.0,1410.0,3660.0
690.0,665.0,3665.0,1155.0,1070.0,1410.0,3665.0
690.0,665.0,3670.0,1155.0,1070.0,1410.0,3670.0
690.0,665.0,3675.0,1155.0,1070.0,1410.0,3675.0
695.0,665.0,3680.0,1155.0,1070.0,1410.0,3680.0
695.0,665.0,3680.0,1155.0,1070.0,1445.0,3680.0
695.0,665.0,3685.0,1155.0,1070.0,1445.0,3685.0
695.0,665.0,3690.0,1155.0,1070.0,1445.0,3690.0
700.0,670.0,3695.0,1155.0,1070.0,1445.0,3695.0
705.0,670.0,3700.0,1155.0,1070.0,1445.0,3700.0
705.0,670.0,3705.0,1155.0,1070.0,1445.0,3705.0
705.0,670.0,3710.0,1155.0,1070.0,1445.0,3710.0
705.0,670.0,3715.0,1155.0,1070.0,1445.0,3715.0
705.0,670.0,3720.0,1155.0,1070.0,1445.0,3720.0
705.0,670.0,3725.0,1155.0,1070.0,1445.0,3725.0
705.0,670.0,3725.0,1155.0,1070.0,1445.0,3725.0
705.0,670.0,3725.0,1155.0,1070.0,1445.0,3725.0
710.0,670.0,3730.0,1155.0,1070.0,1445.0,3730.0
