epoch,valid_acc,test_acc,train_losses
1,4.56,3.75,5864.599609375
2,3.34,3.08,5864.15966796875
3,3.21,2.85,5867.83837890625
4,2.6,2.66,5863.81640625
5,2.65,2.3,5852.54248046875
6,2.34,2.18,5856.30517578125
7,2.34,2.39,5849.7158203125
8,2.3,2.29,5845.42919921875
9,2.15,1.96,5844.22412109375
10,2.18,2.01,5843.2041015625
11,2.25,2.01,5838.31103515625
12,2.07,2.0,5833.45166015625
13,2.17,1.95,5829.56982421875
14,2.09,1.86,5829.02587890625
15,2.12,1.87,5829.32861328125
16,2.15,1.87,5824.70556640625
17,2.08,1.87,5823.25
18,2.05,1.85,5818.69873046875
19,2.11,1.9,5816.740234375
20,2.23,1.79,5814.505859375
21,2.08,1.95,5810.974609375
22,2.04,2.04,5812.24365234375
23,2.17,1.98,5809.6708984375
24,2.08,1.91,5803.74072265625
25,1.97,1.76,5798.92822265625
26,2.01,1.81,5797.271484375
27,2.03,1.81,5795.78369140625
28,1.97,1.83,5796.06787109375
29,2.06,2.04,5791.03759765625
30,2.24,1.83,5789.81689453125
31,2.3,2.01,5784.1884765625
32,2.01,1.94,5785.24951171875
33,2.17,1.83,5780.73876953125
34,2.02,2.05,5777.6416015625
35,2.11,1.99,5775.3125
36,2.11,2.01,5775.36181640625
37,2.0,1.83,5774.0849609375
38,2.07,2.1,5770.33251953125
39,2.26,1.95,5767.771484375
40,2.01,2.14,5763.73486328125
41,1.95,1.87,5762.33642578125
42,2.26,2.04,5759.7568359375
43,2.23,2.13,5757.322265625
44,2.08,1.88,5756.26123046875
45,1.99,1.92,5755.267578125
46,2.04,1.81,5749.22021484375
47,2.03,1.89,5747.82763671875
48,2.27,2.32,5744.69775390625
49,2.09,1.94,5744.32373046875
50,1.98,1.93,5743.8662109375
51,2.16,1.97,5739.55615234375
52,1.94,1.86,5737.3076171875
53,1.93,2.1,5732.63427734375
54,2.09,1.99,5730.86767578125
55,2.05,2.04,5729.0419921875
56,2.08,1.98,5726.1298828125
57,2.06,2.05,5723.60009765625
58,2.53,2.35,5723.185546875
59,2.11,2.11,5722.6640625
60,2.29,2.19,5719.1845703125
61,2.08,1.96,5713.51611328125
62,2.2,1.96,5713.12060546875
63,2.25,2.23,5714.892578125
64,2.17,1.76,5709.47314453125
65,2.14,2.03,5706.3466796875
