epoch valid_acc test_acc train_losses
139 0,4986666666666667 0,4721000000000001 1,2522157268252916
140 0,497 0,46299999999999997 1,2457266464204846
141 0,4973333333333333 0,4608 1,2479557134434134
142 0,49788888888888894 0,4668 1,2416410738836505
143 0,4935555555555555 0,4606 1,2464334158126467
144 0,49722222222222223 0,4626 1,2431554539117984
145 0,49488888888888893 0,46610000000000007 1,2443471358207885
146 0,49888888888888894 0,46810000000000007 1,241709221622901
147 0,5044444444444445 0,4657 1,2442089836754484
148 0,4873333333333334 0,4619 1,2388079978391795
149 0,4923333333333333 0,46220000000000006 1,2341850480276668
150 0,49611111111111106 0,46429999999999993 1,2348361609581702
151 0,49644444444444447 0,4647 1,2359308814574144
152 0,49311111111111106 0,4616 1,2297844849303812
153 0,48877777777777776 0,4595 1,2300145734926897
154 0,4925555555555555 0,4585 1,2329105399325937
155 0,4912222222222222 0,46020000000000005 1,229850982299108
156 0,4905555555555555 0,4589 1,2254139318794548
157 0,49377777777777776 0,4589 1,2292914454808492
158 0,49088888888888893 0,4638 1,223767155123328
159 0,493 0,4658 1,225794934227081
160 0,49422222222222223 0,45920000000000005 1,2211451362706944
161 0,4913333333333333 0,4638 1,2266711847867795
162 0,4973333333333333 0,46229999999999993 1,2247970782354207
163 0,4906666666666667 0,4579 1,2200463621202344
164 0,496 0,4627 1,2146553738031558
165 0,49111111111111105 0,4558 1,2174743785115774
166 0,4923333333333333 0,45810000000000006 1,220725574714695
167 0,4906666666666667 0,45740000000000003 1,2099239301538753
168 0,49244444444444446 0,45840000000000003 1,2186606658433012
169 0,4866666666666666 0,45410000000000006 1,2102395074810097
170 0,48777777777777787 0,45629999999999993 1,2094146618229187
171 0,4925555555555555 0,45899999999999996 1,2152511002774724
172 0,49 0,4618 1,2100657306745382
173 0,4865555555555555 0,45199999999999996 1,2085579573037382
174 0,49177777777777776 0,4576 1,2050262848417201
175 0,4893333333333333 0,4556 1,2072959228190119
176 0,4856666666666666 0,45710000000000006 1,2063207726278704
177 0,4893333333333333 0,45620000000000005 1,2067285322857475
178 0,4872222222222222 0,45820000000000005 1,2031547751969207
179 0,4906666666666667 0,4552999999999999 1,2059004945669345
180 0,4956666666666667 0,4569 1,204429109117942
181 0,485 0,45320000000000005 1,2010249136807676
182 0,4885555555555555 0,4565 1,198471690187911
183 0,48911111111111105 0,4532999999999999 1,1933723743447286
184 0,4856666666666666 0,4557 1,1984357851708007
185 0,4895555555555555 0,4558 1,1922239131199386
186 0,4872222222222222 0,45510000000000006 1,187753175903937
187 0,48888888888888893 0,4528 1,1875837436336243
188 0,4866666666666666 0,4467000000000001 1,189377221340191
189 0,4833333333333334 0,4526 1,1891715282094693
190 0,4875555555555555 0,4585 1,1912270748686649
191 0,48644444444444446 0,4565 1,1944905342813024
192 0,4832222222222222 0,45210000000000006 1,182406624277195
193 0,4853333333333334 0,4536 1,1864674819443755
194 0,48011111111111104 0,4468 1,1804246936372653
195 0,4875555555555555 0,45499999999999996 1,178491536371722
196 0,4862222222222222 0,4502999999999999 1,178164719107622
197 0,48377777777777786 0,45389999999999997 1,1848027381354462
198 0,481 0,4475 1,18311291915214
199 0,48377777777777786 0,44789999999999996 1,17739769495176
200 0,4805555555555555 0,44489999999999996 1,178130082741469
201 0,4838888888888889 0,4462999999999999 1,17206425563304
202 0,4855555555555555 0,45299999999999996 1,1718248683892325
203 0,4818888888888889 0,4477000000000001 1,1760877827684322
204 0,48411111111111105 0,4475 1,1720162328488812
205 0,48411111111111105 0,4484 1,1746848884099972
206 0,48477777777777786 0,44189999999999996 1,167106507781023
207 0,482 0,44710000000000005 1,1681582699278872
208 0,4825555555555555 0,45199999999999996 1,1733798670197675
209 0,48144444444444445 0,4502999999999999 1,1732296802683504
210 0,48011111111111104 0,4484 1,1675917518709948
211 0,4832222222222222 0,4464 1,1718782384595472
212 0,4745555555555555 0,4452999999999999 1,165211513013897
213 0,4786666666666666 0,4467000000000001 1,1681725070505085
214 0,4816666666666666 0,44920000000000004 1,1618750405882647
215 0,4776666666666667 0,4444 1,1624819677390024
216 0,4762222222222222 0,44710000000000005 1,1602373381931625
217 0,47611111111111104 0,4485 1,1621164192339617
218 0,4833333333333334 0,4514 1,1599752530009446
219 0,47477777777777785 0,4454 1,1568985187007996
220 0,47744444444444445 0,44089999999999996 1,153550376078326
221 0,4765555555555555 0,44120000000000004 1,1541518272753961
222 0,48077777777777786 0,4454 1,1528501653385734
223 0,47811111111111104 0,4476 1,1535529385426802
224 0,47911111111111104 0,4457000000000001 1,1588811751254304
225 0,47777777777777786 0,4394 1,1545251943394095
226 0,478 0,44120000000000004 1,1504107412106976
227 0,4772222222222222 0,45199999999999996 1,1506935532935365
228 0,4788888888888889 0,4442999999999999 1,1522977607335874
229 0,4805555555555555 0,4508 1,145048376150474
230 0,47244444444444444 0,4424 1,1463119478639727
231 0,47677777777777786 0,4417000000000001 1,1500128846682474
232 0,4776666666666667 0,4445 1,1494178379367213
233 0,4758888888888889 0,4466 1,1433079733463105
234 0,4702222222222222 0,4375 1,1438860359663021
235 0,473 0,4386 1,1433119418735276
236 0,47777777777777786 0,4394 1,1454211013045854
237 0,4798888888888889 0,4425 1,1402289531901926
238 0,47944444444444445 0,4424 1,1430069616811718
239 0,47411111111111104 0,4435 1,1367008396965301
240 0,47 0,4316 1,1324655745557681
241 0,47577777777777785 0,4427000000000001 1,1396858103261023
242 0,4776666666666667 0,4484 1,1336306815375825
243 0,472 0,43889999999999996 1,1363341240825768
244 0,4772222222222222 0,44020000000000004 1,1359353290346568
245 0,4762222222222222 0,4414 1,1370967387439248
246 0,4705555555555555 0,4406 1,1308226760276063
247 0,4716666666666667 0,44220000000000004 1,1342963044514913
248 0,47511111111111104 0,4362999999999999 1,130460272649091
249 0,4735555555555555 0,4446 1,134288647753036
250 0,47477777777777785 0,43720000000000003 1,1254809057998085
251 0,47111111111111104 0,4404 1,1229537989565
252 0,4723333333333334 0,4432999999999999 1,1242620868240287
253 0,47544444444444445 0,4385 1,131318396972325
254 0,4745555555555555 0,4324 1,127472302513922
255 0,4708888888888889 0,4392999999999999 1,1258459671171839
256 0,46844444444444444 0,43389999999999995 1,1242047906992678
257 0,4722222222222222 0,4414 1,121813934363291
258 0,47311111111111104 0,4372999999999999 1,1206752550816108
259 0,4708888888888889 0,4407000000000001 1,1167710195044558
260 0,4698888888888889 0,4364 1,116230035791854
261 0,47244444444444444 0,44389999999999996 1,1159287544781575
262 0,4745555555555555 0,4346 1,1235419028176519
263 0,47377777777777785 0,4365 1,1145326075796596
264 0,4733333333333334 0,43979999999999997 1,1228121076515334
265 0,4646666666666667 0,4346 1,1178577515536439
266 0,4776666666666667 0,43720000000000003 1,1182387191021514
267 0,4692222222222222 0,43820000000000003 1,1098605917242472
268 0,46499999999999997 0,43320000000000003 1,1085328820222866
269 0,46977777777777785 0,4372999999999999 1,1107507549717042
270 0,46777777777777785 0,4384 1,1082597262488154
271 0,46811111111111103 0,4334 1,1102447163559006
272 0,46711111111111103 0,43420000000000003 1,1070606298075465
273 0,4696666666666667 0,42779999999999996 1,107540628688778
274 0,46711111111111103 0,43200000000000005 1,1094224238823989
275 0,4752222222222222 0,4405 1,1048206560269087
276 0,4705555555555555 0,43720000000000003 1,1037472522187375
277 0,46699999999999997 0,4315 1,1051244103979923
278 0,4722222222222222 0,4365 1,1027141163449088
279 0,4692222222222222 0,4336 1,103198317888968
280 0,4705555555555555 0,4347000000000001 1,100440676876171
281 0,46744444444444444 0,43289999999999995 1,0958323783860235
282 0,4752222222222222 0,44010000000000005 1,1028060875609964
283 0,4633333333333334 0,43220000000000003 1,0938155549372028
284 0,4685555555555555 0,4345 1,0911032826957587
285 0,46411111111111114 0,43479999999999996 1,0931752452593364
286 0,46577777777777785 0,4335 1,0942546302329994
287 0,46266666666666667 0,4277000000000001 1,0960793316721202
288 0,4703333333333334 0,4335 1,0951890970418554
289 0,46599999999999997 0,43189999999999995 1,092465728878261
290 0,46399999999999997 0,4327000000000001 1,0958732916209513
291 0,4708888888888889 0,4317000000000001 1,093282295201353
292 0,46244444444444444 0,43510000000000004 1,0969359458920485
293 0,46244444444444444 0,43479999999999996 1,0905035102438785
294 0,46799999999999997 0,4307000000000001 1,0915312192397204
295 0,4622222222222222 0,42710000000000004 1,090714684503521
296 0,4645555555555555 0,43779999999999997 1,0919699408337027
297 0,4625555555555555 0,4312 1,0857270724045303
298 0,4622222222222222 0,4296 1,0818816130746625
299 0,46477777777777785 0,4302999999999999 1,0818581927322342
300 0,4633333333333334 0,4317000000000001 1,0892998672531036
301 0,4605555555555555 0,42810000000000004 1,084373195192771
302 0,45999999999999996 0,4276 1,089340584185309
303 0,4646666666666667 0,43379999999999996 1,0873769057725005
304 0,4693333333333334 0,43389999999999995 1,0874865570825016
305 0,46444444444444444 0,42979999999999996 1,0773152891033424
306 0,4578888888888889 0,4296 1,0787165835945907
307 0,4698888888888889 0,4342999999999999 1,0806608453482212
308 0,4653333333333334 0,4272999999999999 1,0784314936863448
309 0,4658888888888889 0,4272999999999999 1,0803117909117372
310 0,46644444444444444 0,4302 1,0795580914277516
311 0,4625555555555555 0,4296 1,0782874920767938
312 0,4612222222222222 0,42910000000000004 1,0710605059912104
313 0,45977777777777784 0,4312999999999999 1,0763973447377095
314 0,46499999999999997 0,4226 1,0744641830107409
315 0,4632222222222222 0,4292999999999999 1,0735574518135207
316 0,45977777777777784 0,4264 1,069770450542073
317 0,46444444444444444 0,4306 1,0748768830727675
318 0,4525555555555555 0,42089999999999994 1,0712268011655637
319 0,4663333333333334 0,4232 1,0654947113491104
320 0,4545555555555555 0,4215 1,068139136551383
321 0,46066666666666667 0,4233 1,0623797328172329
322 0,46066666666666667 0,42500000000000004 1,0665013581335903
323 0,4635555555555555 0,4302 1,0693587414518801
324 0,46599999999999997 0,42910000000000004 1,0645311788884466
325 0,45777777777777784 0,4282999999999999 1,0642991624549478
326 0,46099999999999997 0,4255 1,0592296782011044
327 0,45744444444444443 0,42679999999999996 1,0654214131617974
328 0,45733333333333337 0,4223 1,0641546015610952
329 0,4648888888888889 0,42389999999999994 1,0652846529812157
330 0,4628888888888889 0,42589999999999995 1,0675529280822433
331 0,4623333333333334 0,43000000000000005 1,0626612334194299
332 0,4638888888888889 0,43189999999999995 1,0587061095737411
333 0,46033333333333337 0,42700000000000005 1,055133237096364
334 0,45699999999999996 0,4277000000000001 1,057174017507873
335 0,45911111111111114 0,42810000000000004 1,0565591941693586
336 0,46344444444444444 0,4255 1,0538562188248435
337 0,45811111111111114 0,41879999999999995 1,0579128113692393
338 0,45511111111111113 0,42389999999999994 1,0540513153561575
339 0,45877777777777784 0,4254 1,0560123070985257
340 0,45877777777777784 0,42289999999999994 1,0541706684820666
341 0,45577777777777784 0,4206 1,0536648986225357
342 0,45411111111111113 0,4244 1,0532208627569462
343 0,4595555555555555 0,4242999999999999 1,0552763182246043
344 0,45677777777777784 0,4193 1,0490945258183393
345 0,4628888888888889 0,42400000000000004 1,0534465355787448
346 0,45766666666666667 0,4194 1,0432341923256834
347 0,45699999999999996 0,42410000000000003 1,0517026057500325
348 0,45777777777777784 0,4277000000000001 1,0436379616845868
349 0,4575555555555555 0,41859999999999997 1,0471206453745951
350 0,4588888888888889 0,42200000000000004 1,0506248363477741
351 0,4532222222222222 0,42010000000000003 1,0421839852532941
352 0,4592222222222222 0,4184 1,0402253559249603
353 0,45866666666666667 0,4202 1,0432454791968455
354 0,45499999999999996 0,4163 1,045491987538195
355 0,45299999999999996 0,41579999999999995 1,04298807671684
356 0,4535555555555555 0,4215 1,040597834808384
357 0,45633333333333337 0,42000000000000004 1,0425380841343703
358 0,45344444444444443 0,4183 1,037738481146133
359 0,4545555555555555 0,41779999999999995 1,0387527972995163
360 0,4538888888888889 0,4151 1,038093107903075
361 0,45733333333333337 0,4272 1,0343519670520713
362 0,45933333333333337 0,4197000000000001 1,0323592706354792
363 0,45111111111111113 0,41589999999999994 1,035206227959273
364 0,45966666666666667 0,41879999999999995 1,033789090410678
365 0,4568888888888889 0,42000000000000004 1,0306421620046307
366 0,4585555555555555 0,4204 1,0355544862989894
367 0,4585555555555555 0,41570000000000007 1,036977426556056
368 0,45766666666666667 0,4202 1,0293823118338328
369 0,45266666666666666 0,4155 1,0322613312812623
370 0,4595555555555555 0,4237000000000001 1,032257732873905
371 0,4524444444444444 0,4207000000000001 1,0289653275541202
372 0,4558888888888889 0,4207000000000001 1,0286849408806442
373 0,4568888888888889 0,41700000000000004 1,0286658870245882
374 0,45733333333333337 0,41989999999999994 1,0317614562140254
375 0,4572222222222222 0,4153 1,0273321847358863
376 0,4565555555555555 0,41600000000000004 1,028105000357428
377 0,4505555555555556 0,41189999999999993 1,025857590808126
378 0,4505555555555556 0,4115 1,0242437600732563
379 0,45499999999999996 0,4152 1,0243408203481914
380 0,45733333333333337 0,41689999999999994 1,0186034671203819
381 0,45544444444444443 0,4225 1,0226206395797386
382 0,45066666666666666 0,41779999999999995 1,0203035577328619
383 0,45011111111111113 0,41479999999999995 1,0162815501589975
384 0,45533333333333337 0,41579999999999995 1,0205403245137836
385 0,4538888888888889 0,4173 1,0205680754727233
386 0,4525555555555555 0,41559999999999997 1,0219691800857018
387 0,45311111111111113 0,41470000000000007 1,018371185321294
388 0,46166666666666667 0,42100000000000004 1,0124134367811466
389 0,45633333333333337 0,4172 1,0137562892751066
390 0,45266666666666666 0,41370000000000007 1,0161749215540057
391 0,45344444444444443 0,4165 1,0208722852661225
392 0,44533333333333336 0,4113 1,0159797111671127
393 0,45099999999999996 0,4143 1,0090457067161263
394 0,45311111111111113 0,41589999999999994 1,0144422213117519
395 0,45099999999999996 0,4112 1,0094249951625298
396 0,4525555555555555 0,41789999999999994 1,0109481852568551
397 0,4512222222222222 0,4184 1,006451692409858
398 0,45533333333333337 0,4153 1,0083607733249664
399 0,44833333333333336 0,4103 1,0055814053484067
400 0,45899999999999996 0,4195 1,009435641551446
401 0,4512222222222222 0,4162 1,0113445031428765
402 0,4498888888888889 0,4065 1,0065249441983457
403 0,4532222222222222 0,4131 1,00904193038712
404 0,44966666666666666 0,4172 1,0018797352642357
405 0,44666666666666666 0,4095 1,007889159246833
406 0,4508888888888889 0,41270000000000007 1,0079189986882808
407 0,4505555555555556 0,41000000000000003 1,0018869306512936
408 0,45411111111111113 0,41770000000000007 1,0020481833440815
409 0,45377777777777784 0,41189999999999993 1,0044313196293608
410 0,44966666666666666 0,41370000000000007 1,0006238791400086
411 0,44733333333333336 0,4095 1,0039475337117019
412 0,4494444444444444 0,4154 1,0111345340034918
413 0,4552222222222222 0,4102 1,006951577292231
414 0,4488888888888889 0,41289999999999993 0,9992547061985838
415 0,4502222222222222 0,41179999999999994 1,002967629782454
416 0,45066666666666666 0,4113 0,9972935227933758
417 0,4481111111111111 0,4151 1,0018987277310765
418 0,4448888888888889 0,4092 0,9996195012580849
419 0,4492222222222222 0,41070000000000007 0,999850438205068
420 0,44699999999999995 0,41489999999999994 0,9904443553821769
421 0,4518888888888889 0,4095 0,994856904009859
422 0,4428888888888889 0,41070000000000007 0,9893832117497564
423 0,4458888888888889 0,4111 0,9940276658106707
424 0,4508888888888889 0,41279999999999994 0,987221658765199
425 0,4465555555555556 0,40979999999999994 0,9914867977896137
426 0,4508888888888889 0,41289999999999993 0,9904709094298814
427 0,44799999999999995 0,4116000000000001 0,9869542136163769
428 0,44766666666666666 0,4091 0,9883903427395279
429 0,44799999999999995 0,40900000000000003 0,9907932136943954
430 0,4444444444444444 0,4122 0,9897382632344068
431 0,4491111111111111 0,4103 0,9853668635833763
432 0,44699999999999995 0,4091 0,9854513392476978
433 0,4485555555555556 0,4058999999999999 0,9841087103603843
434 0,44766666666666666 0,4155 0,9900811243200016
435 0,44833333333333336 0,40970000000000006 0,9877109577555856
436 0,4461111111111111 0,4092 0,9860098599316831
437 0,4448888888888889 0,4103 0,9821383767499181
438 0,4481111111111111 0,4093 0,9854065997157982
439 0,4475555555555556 0,4134 0,9885536218117811
440 0,44266666666666665 0,4102 0,9812760618989339
441 0,4484444444444444 0,4085 0,9794609328943812
442 0,45077777777777783 0,41100000000000003 0,978546423826389
443 0,44733333333333336 0,40879999999999994 0,9787221299317068
444 0,4471111111111111 0,4084 0,9797537582006283
445 0,44633333333333336 0,4043 0,9794471053306214
446 0,4508888888888889 0,4161 0,980384393901882
447 0,4464444444444444 0,40879999999999994 0,9728875973981298
448 0,44699999999999995 0,4112 0,973588826949011
449 0,4437777777777778 0,4101 0,9746743172942521
450 0,4444444444444444 0,40779999999999994 0,9696401944774353
451 0,44833333333333336 0,4122 0,9700947334309538
452 0,45077777777777783 0,41179999999999994 0,974083741089541
453 0,44533333333333336 0,40460000000000007 0,9733238170246878
454 0,4447777777777778 0,4043 0,9673323788328799
455 0,4448888888888889 0,4093 0,9706111775186961
456 0,4475555555555556 0,4065 0,9752341590955586
457 0,44733333333333336 0,405 0,9727317512392284
458 0,4528888888888889 0,40879999999999994 0,9704067471498501
459 0,4444444444444444 0,4072 0,9754660236621331
460 0,44533333333333336 0,4073 0,9712531163307008
461 0,4482222222222222 0,41100000000000003 0,9630292753973407
462 0,44299999999999995 0,4053 0,9750031543349078
463 0,4465555555555556 0,40889999999999993 0,9675774201304613
464 0,44233333333333336 0,40449999999999997 0,9666532843769667
465 0,4448888888888889 0,41000000000000003 0,9620607991418438
466 0,44677777777777783 0,4096000000000001 0,9676327059368888
467 0,4442222222222222 0,4062 0,9614282823251393
468 0,44366666666666665 0,4085 0,9714253212877376
469 0,44333333333333336 0,40460000000000007 0,9676395428037929
470 0,4465555555555556 0,404 0,9647479503454562
471 0,4498888888888889 0,4066000000000001 0,9603416951830516
472 0,4494444444444444 0,4061 0,9608928861018426
473 0,44699999999999995 0,404 0,9688063535147798
474 0,44577777777777783 0,406 0,961486737528247
475 0,43866666666666665 0,402 0,9619201630532385
476 0,4427777777777778 0,401 0,9555686023420916
477 0,4412222222222222 0,4074 0,9536816254704298
478 0,4465555555555556 0,4106000000000001 0,9539209936193364
479 0,44866666666666666 0,4044 0,9571411479376033
480 0,4412222222222222 0,40279999999999994 0,9575259453522231
481 0,44266666666666665 0,406 0,9578928986709275
482 0,4455555555555556 0,4023 0,9556116684825121
483 0,4431111111111111 0,40670000000000006 0,9560444158708264
484 0,44799999999999995 0,41089999999999993 0,9579764900807135
485 0,4427777777777778 0,4021 0,9508647065676615
486 0,4452222222222222 0,4125 0,951871236998164
487 0,4422222222222222 0,4061 0,9496646221883283
488 0,4424444444444444 0,4066000000000001 0,9520754933714153
489 0,44099999999999995 0,39749999999999996 0,9507248199985413
490 0,44699999999999995 0,4058999999999999 0,9522097312404724
491 0,44633333333333336 0,40570000000000006 0,9487433271136826
492 0,44399999999999995 0,4063 0,9488862872480632
493 0,44577777777777783 0,4063 0,9503836820939344
494 0,4454444444444444 0,4074 0,9500210245926223
495 0,44466666666666665 0,4113 0,9493084076992766
496 0,4432222222222222 0,4065 0,9452039533389542
497 0,4448888888888889 0,4051 0,9482565929075915
498 0,4437777777777778 0,403 0,9431346901162656
499 0,44333333333333336 0,4066000000000001 0,9435080248795583
500 0,45066666666666666 0,401 0,9483156614674779
501 0,4471111111111111 0,4086000000000001 0,94288645390265
502 0,4431111111111111 0,40070000000000006 0,9440062040697315
503 0,44333333333333336 0,4028999999999999 0,9386720184437529
504 0,4418888888888889 0,40460000000000007 0,9380929307666367
505 0,4411111111111111 0,4038999999999999 0,941185968186327
506 0,4384444444444444 0,3982 0,940783168027501
507 0,44433333333333336 0,40349999999999997 0,9386896248349172
508 0,43799999999999994 0,3982 0,9382205998112342
509 0,4412222222222222 0,4058999999999999 0,9398462531452407
510 0,43566666666666665 0,403 0,9442426407051657
511 0,4428888888888889 0,401 0,9417797128954334
512 0,4414444444444444 0,40179999999999993 0,938475541547387
513 0,4382222222222222 0,4033 0,9359354817581748
514 0,44066666666666665 0,39670000000000005 0,9360266085156423
515 0,44099999999999995 0,4065 0,9376793343149973
516 0,4428888888888889 0,4042 0,9400994802663426
517 0,43666666666666665 0,4033 0,932151146456153
518 0,44066666666666665 0,40270000000000006 0,9354715934413635
519 0,4368888888888889 0,398 0,9313371675813983
520 0,4387777777777778 0,39970000000000006 0,9378981741959463
521 0,4435555555555556 0,40279999999999994 0,9336002288821215
522 0,4365555555555556 0,39690000000000003 0,9289447986437175
523 0,4388888888888889 0,401 0,925658185860354
524 0,4402222222222222 0,40149999999999997 0,9279684452953453
525 0,4387777777777778 0,3992 0,9297868463093649
526 0,44199999999999995 0,4024 0,9302754398591504
