,1Greedy 0.00001,2Greedy 0.00001,3Greedy 0.00001,4Greedy 0.00001,5Greedy 0.00001,6Greedy 0.00001
9858,4600,1960,3805,3590,2615,3030
9859,4600,1960,3805,3590,2615,3030
9860,4600,1960,3805,3590,2615,3030
9861,4600,1960,3805,3590,2615,3030
9862,4600,1960,3805,3590,2615,3030
9863,4600,1960,3805,3590,2615,3030
9864,4600,1960,3805,3590,2615,3030
9865,4600,1960,3805,3590,2615,3030
9866,4600,1960,3805,3590,2650,3030
9867,4600,1960,3805,3590,2650,3030
9868,4600,1960,3805,3590,2650,3030
9869,4600,1960,3805,3590,2650,3030
9870,4600,1960,3805,3590,2650,3030
9871,4600,1960,3805,3590,2650,3030
9872,4600,1960,3805,3590,2650,3030
9873,4600,1960,3805,3590,2650,3030
9874,4600,1960,3805,3590,2650,3030
9875,4600,1960,3805,3590,2650,3030
9876,4600,1960,3805,3590,2650,3030
9877,4600,1960,3805,3590,2645,3030
9878,4600,1960,3805,3590,2645,3030
9879,4600,1960,3805,3590,2645,3030
9880,4600,1960,3805,3590,2645,3030
9881,4600,1960,3805,3590,2645,3030
9882,4600,1960,3805,3590,2645,3030
9883,4600,1960,3810,3595,2645,3030
9884,4600,1960,3810,3595,2645,3030
9885,4600,1960,3845,3595,2645,3030
9886,4600,1960,3845,3595,2645,3030
9887,4600,1960,3850,3600,2645,3030
9888,4600,1960,3850,3600,2645,3030
9889,4600,1960,3850,3600,2645,3030
9890,4600,1960,3850,3600,2645,3030
9891,4600,1960,3850,3600,2645,3030
9892,4600,1960,3850,3600,2645,3030
9893,4600,1960,3850,3600,2645,3030
9894,4600,1960,3850,3600,2645,3030
9895,4600,1960,3850,3600,2645,3030
9896,4600,1960,3850,3600,2645,3030
9897,4600,1960,3850,3600,2645,3030
9898,4600,1960,3850,3600,2645,3030
9899,4600,1960,3850,3600,2680,3030
9900,4600,1960,3850,3600,2680,3030
9901,4600,1960,3850,3600,2680,3030
9902,4600,1960,3850,3600,2680,3030
9903,4600,1960,3850,3600,2680,3030
9904,4600,1960,3850,3600,2680,3030
9905,4600,1960,3850,3600,2680,3030
9906,4600,1960,3855,3600,2680,3030
9907,4600,1960,3855,3600,2680,3030
9908,4600,1960,3855,3600,2680,3030
9909,4600,1960,3855,3600,2680,3030
9910,4600,1960,3855,3600,2680,3030
9911,4600,1960,3855,3600,2680,3030
9912,4600,1960,3855,3600,2680,3030
9913,4600,1960,3855,3600,2680,3030
9914,4600,1960,3855,3600,2680,3030
9915,4600,1960,3855,3600,2680,3030
9916,4600,1960,3855,3600,2680,3030
9917,4600,1960,3855,3600,2680,3030
9918,4600,1965,3860,3605,2680,3030
9919,4600,1965,3860,3605,2680,3030
9920,4600,1965,3860,3605,2680,3030
9921,4600,1965,3860,3605,2680,3030
9922,4600,1965,3860,3605,2680,3030
9923,4600,1965,3860,3640,2680,3030
9924,4600,1965,3860,3640,2680,3030
9925,4600,1965,3865,3645,2680,3030
9926,4600,1965,3865,3645,2680,3030
9927,4600,1965,3865,3645,2680,3030
9928,4600,1965,3865,3645,2680,3030
9929,4600,1965,3865,3645,2680,3030
9930,4600,1965,3865,3645,2680,3030
9931,4600,1965,3865,3645,2680,3030
9932,4600,1965,3865,3645,2680,3030
9933,4600,1965,3865,3645,2680,3030
9934,4600,1965,3865,3645,2680,3030
9935,4600,1965,3865,3645,2680,3030
9936,4600,1965,3865,3645,2680,3030
9937,4600,1965,3865,3645,2680,3030
9938,4600,1965,3865,3645,2680,3030
9939,4600,1965,3865,3645,2680,3030
9940,4600,1965,3865,3645,2680,3030
9941,4600,1965,3865,3645,2680,3030
9942,4600,1965,3865,3645,2680,3030
9943,4600,1965,3865,3645,2680,3030
9944,4600,1965,3865,3645,2680,3030
9945,4600,1965,3865,3645,2680,3030
9946,4600,1965,3865,3645,2680,3030
9947,4600,1965,3865,3645,2680,3030
9948,4600,1965,3865,3645,2680,3030
9949,4600,1965,3865,3645,2680,3030
9950,4600,1965,3865,3645,2680,3030
9951,4600,1965,3865,3645,2680,3030
9952,4600,1965,3865,3645,2680,3030
9953,4600,1965,3865,3645,2680,3030
9954,4600,1965,3865,3645,2680,3030
9955,4600,1965,3865,3645,2680,3030
9956,4600,1965,3865,3645,2680,3030
9957,4600,1965,3865,3645,2680,3030
9958,4600,1965,3865,3645,2680,3030
9959,4600,1965,3865,3645,2680,3030
9960,4600,1965,3865,3645,2680,3030
9961,4600,1965,3865,3645,2680,3030
9962,4600,1965,3865,3645,2680,3030
9963,4600,1965,3865,3645,2680,3030
9964,4600,1965,3865,3645,2680,3030
9965,4600,1965,3865,3645,2680,3030
9966,4600,1965,3865,3645,2680,3030
9967,4600,1965,3865,3645,2680,3030
9968,4600,1965,3865,3645,2680,3035
9969,4600,1965,3865,3645,2675,3035
9970,4600,1965,3865,3645,2675,3035
9971,4600,1965,3865,3645,2675,3035
9972,4600,1965,3865,3645,2675,3035
9973,4600,1965,3865,3645,2675,3035
9974,4600,1965,3865,3645,2675,3035
9975,4600,1965,3865,3645,2675,3035
9976,4600,1965,3865,3680,2675,3035
9977,4600,1965,3865,3680,2675,3035
9978,4600,1965,3865,3680,2675,3035
9979,4600,1965,3865,3680,2675,3035
9980,4600,1965,3865,3680,2675,3035
9981,4600,1965,3865,3680,2675,3035
9982,4600,1960,3865,3680,2675,3035
9983,4600,1960,3865,3680,2675,3035
9984,4600,1960,3865,3680,2675,3035
9985,4600,1960,3865,3680,2675,3035
9986,4600,1960,3870,3680,2675,3035
9987,4600,1960,3870,3680,2675,3035
9988,4600,1960,3870,3680,2675,3035
9989,4600,1960,3870,3680,2675,3035
9990,4600,1960,3870,3680,2675,3035
9991,4600,1960,3870,3680,2675,3035
9992,4600,1960,3870,3680,2675,3035
9993,4600,1960,3870,3680,2675,3035
9994,4600,1960,3870,3680,2670,3035
9995,4600,1960,3870,3680,2670,3035
9996,4600,1960,3870,3680,2670,3035
9997,4600,1960,3870,3680,2670,3035
9998,4600,1960,3870,3680,2670,3035
9999,4600,1960,3870,3680,2670,3035
10000,4600,1960,3870,3680,2670,3035
10001,4600,1960,3870,3680,2670,3035
10002,4600,1960,3870,3680,2670,3035
10003,4600,1960,3870,3680,2670,3035
10004,4600,1960,3870,3680,2670,3035
10005,4600,1960,3870,3680,2670,3035
10006,4600,1960,3870,3680,2670,3035
10007,4600,1960,3870,3680,2670,3035
10008,4600,1960,3870,3680,2670,3035
10009,4600,1960,3875,3680,2670,3035
10010,4600,1960,3875,3680,2670,3035
10011,4600,1960,3875,3680,2670,3035
10012,4600,1960,3875,3680,2670,3035
10013,4600,1960,3875,3680,2670,3035
10014,4600,1960,3875,3680,2670,3035
10015,4600,1960,3875,3680,2670,3035
10016,4600,1995,3875,3680,2665,3070
10017,4600,1995,3875,3680,2665,3070
10018,4600,1995,3875,3680,2665,3070
10019,4600,1995,3875,3680,2665,3070
10020,4600,1995,3875,3680,2665,3070
10021,4600,1995,3875,3680,2665,3070
10022,4600,1995,3875,3680,2665,3070
10023,4600,1995,3875,3680,2665,3070
10024,4600,1995,3875,3680,2665,3070
10025,4600,1995,3875,3680,2665,3070
10026,4600,1995,3875,3680,2665,3070
10027,4600,1995,3875,3680,2665,3070
10028,4600,1995,3875,3680,2665,3070
10029,4600,1995,3875,3680,2665,3070
10030,4600,1995,3875,3680,2665,3070
10031,4600,1995,3875,3680,2665,3070
10032,4600,1995,3875,3680,2665,3070
10033,4600,1995,3875,3680,2665,3070
10034,4600,1995,3875,3680,2665,3070
10035,4600,1995,3875,3680,2665,3070
10036,4600,1995,3875,3680,2665,3070
10037,4600,1995,3875,3680,2665,3070
10038,4600,1995,3875,3680,2665,3070
10039,4600,1995,3875,3680,2665,3070
10040,4600,1995,3875,3680,2665,3070
10041,4600,1995,3875,3680,2665,3070
10042,4600,1995,3875,3680,2665,3070
10043,4600,1995,3875,3680,2665,3070
10044,4600,1995,3875,3680,2665,3070
10045,4600,1995,3875,3680,2665,3070
10046,4600,1995,3875,3680,2665,3070
10047,4600,1995,3875,3680,2665,3070
10048,4600,1995,3875,3680,2665,3070
10049,4600,1995,3880,3685,2665,3070
10050,4600,1995,3880,3685,2665,3070
10051,4600,1995,3880,3685,2665,3070
10052,4600,1995,3880,3685,2665,3070
10053,4600,1995,3880,3685,2665,3070
10054,4600,1995,3880,3685,2665,3070
10055,4600,1995,3880,3685,2665,3070
10056,4600,1995,3880,3685,2665,3070
10057,4600,1995,3880,3685,2665,3070
10058,4600,1995,3880,3685,2665,3070
10059,4600,1995,3880,3685,2665,3070
10060,4600,1995,3885,3685,2665,3070
10061,4600,1995,3885,3685,2665,3070
10062,4600,1995,3885,3685,2665,3070
10063,4600,1995,3885,3685,2665,3070
10064,4600,1995,3885,3685,2665,3070
10065,4600,1995,3890,3685,2665,3070
10066,4600,1995,3885,3685,2660,3070
10067,4600,1995,3885,3685,2660,3070
10068,4600,1995,3885,3685,2660,3070
10069,4600,1995,3885,3685,2660,3070
10070,4600,1995,3885,3685,2660,3070
10071,4600,1995,3885,3685,2660,3070
10072,4600,1995,3885,3685,2660,3070
10073,4600,1995,3885,3685,2660,3070
10074,4600,1995,3885,3685,2660,3070
10075,4600,1995,3885,3685,2660,3070
10076,4600,1995,3885,3685,2660,3070
10077,4600,1995,3885,3685,2660,3070
10078,4595,1995,3885,3685,2660,3070
10079,4595,1995,3885,3685,2660,3070
10080,4590,1995,3885,3685,2660,3070
10081,4590,1995,3890,3685,2660,3070
10082,4590,1995,3890,3685,2660,3070
10083,4590,1995,3890,3685,2660,3070
10084,4590,1995,3890,3685,2660,3070
10085,4590,1995,3890,3685,2660,3070
10086,4590,1995,3890,3685,2660,3070
10087,4590,1995,3890,3685,2660,3070
10088,4590,1995,3890,3685,2660,3070
10089,4590,1995,3890,3685,2660,3070
10090,4590,1995,3890,3685,2660,3070
10091,4590,1995,3890,3685,2660,3070
10092,4590,1995,3885,3685,2660,3070
10093,4590,1995,3885,3685,2660,3070
10094,4590,1995,3885,3685,2660,3070
10095,4590,1995,3885,3685,2660,3070
10096,4590,1995,3885,3685,2660,3070
10097,4590,1995,3885,3685,2660,3070
10098,4590,1995,3885,3685,2655,3070
10099,4590,1995,3885,3685,2655,3070
10100,4590,1995,3885,3685,2655,3070
10101,4590,1995,3885,3685,2655,3070
10102,4590,1995,3885,3685,2655,3070
10103,4590,1995,3885,3685,2655,3070
10104,4590,1995,3885,3685,2655,3070
10105,4590,1995,3885,3685,2655,3070
10106,4590,1995,3885,3685,2655,3070
10107,4590,1995,3885,3685,2655,3070
10108,4590,1995,3885,3685,2655,3070
10109,4590,1995,3885,3685,2655,3070
10110,4590,1995,3885,3685,2655,3070
10111,4590,1995,3885,3685,2655,3070
10112,4590,1995,3885,3685,2655,3070
10113,4590,1995,3885,3685,2655,3070
10114,4590,1995,3885,3685,2655,3070
10115,4590,1995,3885,3685,2655,3070
10116,4590,1995,3885,3685,2655,3070
10117,4625,1995,3885,3685,2655,3070
10118,4625,1995,3885,3685,2655,3070
10119,4625,1995,3885,3685,2655,3070
10120,4625,1995,3885,3685,2655,3070
10121,4625,1995,3885,3685,2655,3070
10122,4625,1995,3885,3685,2655,3070
10123,4625,1995,3885,3685,2655,3070
10124,4625,1995,3885,3685,2655,3070
10125,4625,1995,3885,3685,2655,3070
10126,4625,1995,3885,3685,2655,3070
10127,4625,1995,3885,3685,2655,3070
10128,4625,1995,3885,3685,2655,3070
10129,4625,1995,3885,3685,2655,3070
10130,4625,1995,3885,3685,2655,3070
10131,4625,1995,3885,3685,2655,3070
10132,4625,1995,3885,3685,2655,3070
10133,4625,1995,3885,3685,2655,3070
10134,4625,1995,3885,3685,2655,3070
10135,4625,1995,3885,3685,2655,3070
10136,4625,1995,3885,3685,2655,3070
10137,4625,1995,3885,3685,2655,3070
10138,4625,1995,3885,3685,2655,3070
10139,4625,1995,3885,3685,2655,3070
10140,4625,1995,3885,3685,2655,3070
10141,4625,1995,3890,3690,2655,3070
10142,4625,1995,3890,3690,2655,3070
10143,4625,1995,3890,3690,2655,3070
10144,4625,1995,3890,3690,2655,3070
10145,4625,1995,3890,3690,2655,3070
10146,4625,1995,3890,3690,2655,3070
10147,4625,1995,3890,3690,2655,3070
10148,4625,1995,3890,3690,2655,3070
10149,4625,1995,3890,3690,2655,3070
10150,4625,1995,3890,3690,2655,3070
10151,4625,1995,3890,3690,2655,3070
10152,4625,1995,3890,3690,2655,3070
10153,4625,1995,3895,3690,2655,3070
10154,4625,1995,3895,3690,2655,3070
10155,4625,1995,3895,3690,2655,3070
10156,4625,1995,3895,3690,2655,3070
10157,4625,1995,3895,3690,2655,3070
10158,4625,1995,3895,3690,2655,3070
10159,4625,1995,3895,3690,2655,3070
10160,4625,1995,3895,3690,2655,3070
10161,4625,1995,3900,3690,2655,3070
10162,4625,1995,3900,3690,2655,3070
10163,4625,1995,3900,3690,2655,3070
10164,4625,1995,3900,3690,2655,3070
10165,4625,1995,3900,3690,2655,3070
10166,4625,1995,3900,3690,2655,3070
10167,4625,1995,3900,3690,2655,3070
10168,4625,1995,3900,3690,2655,3070
10169,4625,1995,3900,3690,2655,3070
10170,4625,1995,3900,3690,2655,3070
10171,4625,1995,3905,3690,2655,3070
10172,4625,1995,3905,3690,2655,3070
10173,4625,1995,3905,3690,2655,3070
10174,4625,1995,3905,3690,2655,3070
10175,4625,1995,3905,3690,2655,3070
10176,4625,1995,3905,3690,2655,3070
10177,4625,1995,3905,3690,2655,3070
10178,4625,1995,3905,3690,2655,3070
10179,4625,1995,3905,3690,2655,3070
10180,4625,1995,3905,3690,2655,3070
10181,4625,1995,3905,3690,2655,3070
10182,4625,1995,3905,3690,2655,3070
10183,4625,1995,3905,3690,2655,3070
10184,4625,1995,3905,3690,2655,3070
10185,4625,1995,3905,3690,2655,3070
10186,4625,1995,3905,3690,2655,3070
10187,4625,1995,3905,3690,2655,3070
10188,4625,1995,3905,3690,2655,3070
10189,4625,1995,3905,3690,2655,3070
10190,4625,1995,3905,3690,2655,3070
10191,4625,1995,3905,3690,2655,3070
10192,4625,1995,3905,3690,2655,3070
10193,4625,1995,3905,3690,2655,3070
10194,4625,1995,3905,3690,2655,3070
10195,4625,1995,3905,3690,2655,3070
10196,4625,1995,3910,3690,2655,3070
10197,4625,1995,3910,3690,2655,3070
10198,4625,1995,3910,3690,2655,3070
10199,4625,1995,3910,3690,2655,3070
10200,4625,1995,3910,3690,2655,3070
10201,4625,1995,3910,3690,2655,3070
10202,4625,1995,3910,3690,2655,3070
10203,4625,1995,3910,3690,2655,3070
10204,4625,1995,3910,3690,2655,3070
10205,4625,1995,3910,3690,2655,3070
10206,4625,1995,3910,3690,2655,3070
10207,4625,1995,3910,3690,2655,3070
10208,4625,1995,3910,3690,2655,3070
10209,4625,1995,3910,3690,2655,3070
10210,4625,1995,3910,3690,2655,3070
10211,4625,1995,3910,3690,2655,3070
10212,4625,1995,3910,3690,2655,3070
10213,4625,1995,3910,3690,2655,3070
10214,4625,1995,3910,3690,2655,3070
10215,4625,1995,3910,3690,2655,3070
10216,4625,1995,3910,3690,2655,3070
10217,4625,1995,3910,3690,2655,3070
10218,4625,1995,3910,3690,2655,3070
10219,4625,1995,3910,3690,2655,3070
10220,4625,1995,3910,3690,2655,3070
10221,4625,1995,3910,3690,2650,3070
10222,4625,1995,3910,3690,2650,3070
10223,4625,1995,3910,3690,2650,3070
10224,4625,1995,3910,3690,2650,3070
10225,4625,1995,3910,3690,2650,3070
10226,4625,1995,3910,3690,2650,3070
10227,4625,1995,3910,3690,2650,3070
10228,4625,1995,3910,3690,2650,3070
10229,4625,1995,3910,3690,2650,3070
10230,4625,1995,3910,3690,2650,3070
10231,4625,1995,3910,3690,2650,3070
10232,4625,1995,3915,3690,2650,3070
10233,4625,1995,3915,3690,2650,3070
10234,4625,1995,3915,3690,2650,3070
10235,4625,1995,3915,3690,2650,3070
10236,4625,1995,3915,3690,2650,3070
10237,4625,1995,3915,3690,2650,3075
10238,4625,1995,3915,3690,2650,3075
10239,4625,1995,3915,3690,2650,3075
10240,4625,1995,3915,3690,2650,3075
10241,4625,1995,3915,3690,2650,3075
10242,4625,1995,3915,3690,2650,3075
10243,4625,1995,3915,3690,2650,3075
10244,4625,1995,3915,3690,2650,3075
10245,4625,1995,3915,3690,2650,3075
10246,4625,1995,3915,3690,2650,3075
10247,4625,1995,3915,3690,2650,3075
10248,4625,1995,3915,3690,2650,3075
10249,4625,1995,3915,3690,2650,3075
10250,4625,1995,3915,3690,2650,3075
10251,4625,1995,3915,3690,2650,3075
10252,4625,1995,3915,3690,2650,3075
10253,4625,1995,3915,3690,2650,3075
10254,4625,1995,3915,3690,2650,3110
10255,4625,1995,3915,3690,2650,3110
10256,4625,1995,3915,3690,2650,3110
10257,4625,1995,3915,3690,2650,3110
10258,4625,1995,3915,3690,2650,3110
10259,4625,1995,3915,3690,2650,3110
10260,4625,1995,3915,3690,2650,3110
10261,4625,1995,3915,3690,2650,3110
10262,4625,1995,3915,3690,2650,3110
10263,4625,1995,3915,3690,2650,3110
10264,4625,1995,3915,3690,2650,3110
10265,4625,1995,3915,3690,2650,3110
10266,4625,1995,3915,3690,2650,3110
10267,4625,1995,3915,3690,2650,3110
10268,4625,1995,3915,3690,2650,3110
10269,4625,1995,3915,3690,2650,3110
10270,4625,1995,3915,3690,2650,3110
10271,4625,1995,3915,3690,2650,3110
10272,4625,1995,3915,3690,2650,3110
10273,4625,1990,3915,3690,2650,3110
10274,4625,1990,3915,3690,2650,3110
10275,4625,1990,3915,3690,2650,3110
10276,4625,1990,3915,3690,2650,3110
10277,4625,1990,3915,3690,2650,3110
10278,4625,1990,3915,3690,2650,3110
10279,4625,1990,3915,3690,2650,3110
10280,4625,1990,3915,3690,2650,3110
10281,4625,1990,3915,3690,2650,3110
10282,4625,1990,3915,3690,2650,3110
10283,4625,1990,3915,3690,2650,3110
10284,4625,1990,3915,3690,2650,3110
10285,4625,1990,3915,3690,2650,3110
10286,4625,1990,3915,3690,2650,3110
10287,4625,1990,3915,3690,2650,3110
10288,4625,1990,3915,3690,2650,3110
10289,4625,1990,3915,3690,2650,3110
10290,4625,1990,3915,3690,2650,3110
10291,4625,1990,3915,3690,2650,3110
10292,4625,1990,3915,3690,2650,3110
10293,4625,1990,3915,3690,2650,3110
10294,4625,1990,3915,3690,2650,3110
10295,4625,1990,3915,3690,2650,3110
10296,4625,1990,3915,3690,2650,3110
10297,4625,1990,3920,3695,2650,3110
10298,4625,1990,3920,3695,2650,3110
10299,4625,1990,3920,3695,2650,3110
10300,4625,1990,3920,3695,2650,3110
10301,4625,1990,3920,3695,2650,3110
10302,4625,1990,3920,3695,2650,3110
10303,4625,1990,3920,3695,2650,3110
10304,4625,1990,3920,3695,2650,3110
10305,4625,1990,3920,3695,2650,3110
10306,4625,1990,3920,3695,2650,3110
10307,4625,1990,3920,3695,2650,3110
10308,4625,1990,3920,3695,2650,3110
10309,4625,1990,3925,3695,2650,3110
10310,4625,1990,3925,3695,2650,3110
10311,4625,1990,3925,3695,2650,3110
10312,4625,1990,3925,3695,2650,3110
10313,4625,1990,3925,3695,2650,3110
10314,4625,1990,3925,3695,2650,3110
10315,4625,1990,3925,3695,2650,3110
10316,4625,1990,3925,3695,2650,3110
10317,4625,1990,3925,3695,2650,3110
10318,4625,1990,3925,3695,2650,3110
10319,4625,1990,3925,3695,2650,3110
10320,4625,1990,3925,3695,2650,3110
10321,4625,1990,3930,3695,2650,3110
10322,4625,1990,3930,3695,2650,3110
10323,4625,1990,3930,3695,2650,3110
10324,4625,1990,3930,3695,2650,3110
10325,4625,1990,3930,3695,2650,3110
10326,4625,1990,3930,3695,2650,3110
10327,4625,1990,3930,3695,2650,3110
10328,4625,1990,3930,3695,2650,3110
10329,4625,1990,3930,3695,2650,3110
10330,4625,1990,3935,3700,2650,3110
10331,4625,1990,3935,3700,2650,3110
10332,4625,1990,3935,3700,2650,3110
10333,4625,1990,3935,3700,2650,3110
10334,4625,1990,3935,3700,2650,3110
10335,4620,1990,3935,3700,2650,3110
10336,4620,1990,3935,3700,2650,3110
10337,4620,1990,3940,3700,2650,3110
10338,4620,1990,3940,3700,2650,3110
10339,4620,1990,3940,3700,2650,3110
10340,4620,1990,3940,3700,2645,3110
10341,4620,1990,3940,3700,2645,3110
10342,4620,1990,3940,3700,2645,3110
10343,4620,1990,3940,3700,2645,3110
10344,4620,1990,3940,3700,2645,3110
10345,4620,1990,3940,3700,2645,3110
10346,4620,1990,3940,3700,2645,3110
10347,4620,1990,3940,3700,2645,3110
10348,4620,1990,3940,3700,2645,3110
10349,4620,1990,3940,3700,2645,3110
10350,4620,1990,3940,3700,2645,3110
10351,4620,1990,3940,3700,2645,3110
10352,4620,1990,3940,3700,2645,3110
10353,4620,1990,3940,3700,2645,3110
10354,4620,1990,3940,3700,2645,3110
10355,4620,1990,3940,3700,2645,3110
10356,4620,1990,3940,3700,2645,3110
10357,4620,1995,3940,3700,2645,3115
10358,4620,1995,3940,3700,2645,3115
10359,4620,1995,3940,3700,2645,3115
10360,4620,1995,3940,3700,2645,3115
10361,4620,1995,3940,3700,2645,3115
10362,4620,1995,3940,3700,2645,3115
10363,4620,1995,3940,3700,2645,3115
10364,4620,1995,3940,3700,2645,3115
10365,4620,1995,3940,3700,2645,3115
10366,4620,1995,3945,3700,2645,3115
10367,4620,1995,3945,3700,2645,3115
10368,4620,1995,3945,3700,2645,3120
10369,4620,1995,3945,3700,2645,3120
10370,4620,1995,3945,3700,2645,3120
10371,4620,1995,3945,3700,2645,3120
10372,4620,1995,3945,3700,2645,3120
10373,4620,1995,3945,3700,2645,3120
10374,4620,1995,3945,3700,2645,3120
10375,4620,1995,3945,3700,2645,3120
10376,4620,1995,3945,3700,2645,3120
10377,4620,1995,3945,3700,2645,3120
10378,4620,1995,3945,3700,2645,3120
10379,4620,1995,3945,3700,2645,3120
10380,4620,1995,3945,3700,2645,3120
10381,4620,1995,3945,3700,2645,3120
10382,4620,1995,3945,3700,2645,3120
10383,4620,1995,3945,3700,2645,3120
10384,4620,1995,3945,3700,2645,3120
10385,4620,1995,3945,3700,2645,3120
10386,4620,1995,3945,3700,2645,3120
10387,4620,1995,3950,3700,2645,3120
10388,4620,1995,3950,3700,2645,3120
10389,4620,1995,3950,3700,2645,3120
10390,4620,1995,3950,3700,2645,3120
10391,4620,1995,3950,3700,2645,3120
10392,4620,1995,3950,3700,2645,3120
10393,4620,1995,3950,3700,2645,3120
10394,4620,1995,3950,3700,2645,3120
10395,4620,1995,3950,3700,2645,3120
10396,4620,1995,3950,3700,2645,3120
10397,4620,1995,3950,3700,2645,3120
10398,4620,1995,3950,3700,2645,3120
10399,4620,1995,3950,3700,2645,3120
10400,4620,1995,3950,3700,2645,3120
10401,4620,1995,3950,3700,2645,3120
10402,4620,1995,3950,3700,2645,3120
10403,4620,1995,3955,3700,2645,3120
10404,4620,1995,3955,3700,2645,3120
10405,4620,1995,3955,3700,2645,3120
10406,4620,1995,3955,3700,2645,3120
10407,4620,1995,3955,3700,2645,3120
10408,4620,1995,3955,3700,2645,3120
10409,4620,1995,3955,3700,2645,3120
10410,4620,1995,3955,3700,2645,3120
10411,4620,1995,3960,3700,2645,3120
10412,4620,1995,3960,3700,2645,3120
10413,4620,1995,3960,3700,2645,3120
10414,4620,1995,3960,3700,2645,3120
10415,4620,1995,3960,3700,2645,3120
10416,4620,1995,3960,3700,2645,3120
10417,4620,1995,3960,3700,2645,3120
10418,4620,1995,3960,3700,2645,3120
10419,4620,1995,3960,3700,2645,3120
10420,4620,1995,3960,3700,2645,3120
10421,4620,1995,3960,3700,2645,3120
10422,4620,1995,3965,3700,2645,3120
10423,4620,1995,3965,3700,2645,3120
10424,4620,1995,3970,3705,2645,3120
10425,4620,1995,3970,3705,2645,3120
10426,4620,1995,3970,3705,2645,3120
10427,4620,1995,3970,3705,2645,3120
10428,4620,1995,3970,3705,2645,3120
10429,4620,1995,3970,3705,2645,3120
10430,4620,1995,3970,3705,2645,3120
10431,4620,1995,3970,3705,2645,3120
10432,4620,1995,3970,3705,2645,3120
10433,4620,1995,3970,3705,2645,3120
10434,4620,1995,3970,3705,2645,3120
10435,4620,1995,3970,3705,2645,3120
10436,4620,1995,3970,3705,2645,3120
10437,4620,1995,3970,3705,2645,3120
10438,4620,1995,3970,3705,2645,3120
10439,4620,1995,3970,3705,2645,3120
10440,4620,1995,3970,3705,2645,3120
10441,4620,1995,3975,3705,2645,3120
10442,4620,1995,3975,3705,2645,3120
10443,4620,1995,3975,3705,2645,3120
10444,4620,1995,3975,3705,2645,3120
10445,4620,1995,3980,3710,2645,3120
10446,4620,1995,3980,3710,2645,3120
10447,4620,1995,3980,3710,2645,3120
10448,4620,1995,3980,3710,2645,3120
10449,4620,1995,3980,3710,2645,3120
10450,4620,1995,3980,3710,2645,3120
10451,4620,1995,3980,3710,2645,3120
10452,4620,1995,3975,3710,2640,3120
10453,4620,1995,3975,3710,2640,3120
10454,4620,1995,3975,3710,2640,3120
10455,4620,1995,3975,3710,2640,3120
10456,4620,1995,3975,3710,2640,3120
10457,4620,1995,3975,3710,2640,3120
10458,4620,1995,3975,3710,2640,3120
10459,4620,1995,3975,3710,2640,3120
10460,4620,1995,3975,3710,2640,3120
10461,4620,1995,3975,3710,2640,3120
10462,4620,1995,3975,3710,2640,3120
10463,4620,1995,3975,3710,2640,3120
10464,4620,1995,3975,3710,2640,3120
10465,4620,1995,3975,3710,2640,3120
10466,4620,1995,3975,3710,2640,3120
10467,4620,1995,3975,3710,2640,3120
10468,4620,1995,3975,3710,2640,3120
10469,4620,1995,3975,3710,2640,3120
10470,4620,1995,3975,3710,2640,3120
10471,4620,1995,3975,3710,2640,3120
10472,4620,1995,3975,3710,2640,3120
10473,4620,1995,3975,3710,2640,3120
10474,4620,1995,3975,3710,2640,3120
10475,4620,1995,3975,3710,2640,3120
10476,4620,1995,3975,3710,2640,3120
10477,4620,1995,3980,3710,2640,3120
10478,4620,1995,3980,3710,2640,3120
10479,4620,1995,3980,3710,2640,3120
10480,4620,1995,3980,3710,2640,3120
10481,4620,1995,3980,3710,2640,3120
10482,4620,1995,4015,3710,2640,3120
10483,4620,1995,4015,3710,2640,3120
10484,4620,1995,4015,3710,2640,3120
10485,4620,1995,4015,3710,2640,3120
10486,4620,1995,4015,3710,2640,3120
10487,4620,1995,4015,3710,2640,3120
10488,4620,1995,4015,3710,2640,3120
10489,4620,1995,4015,3710,2640,3120
10490,4620,1995,4015,3710,2640,3120
10491,4620,1995,4015,3710,2640,3120
10492,4620,1995,4015,3710,2640,3120
10493,4620,1995,4015,3710,2640,3120
10494,4620,1995,4015,3710,2640,3120
10495,4620,1995,4015,3710,2640,3120
10496,4620,1995,4015,3710,2640,3120
10497,4620,1995,4015,3710,2640,3120
10498,4620,1995,4015,3710,2640,3120
10499,4620,1995,4015,3710,2635,3120
10500,4620,1995,4015,3710,2635,3120
10501,4620,1995,4015,3710,2635,3120
10502,4620,1995,4015,3710,2635,3120
10503,4620,1995,4015,3710,2635,3120
10504,4620,1995,4015,3710,2635,3120
10505,4620,1995,4015,3710,2635,3120
10506,4620,1995,4015,3710,2635,3120
10507,4620,1995,4015,3710,2635,3120
10508,4620,1995,4015,3710,2635,3120
10509,4620,1995,4015,3710,2635,3120
10510,4620,1995,4015,3710,2635,3120
10511,4620,1995,4015,3710,2635,3120
10512,4620,1995,4015,3710,2635,3120
10513,4620,1995,4015,3710,2635,3120
10514,4620,1995,4015,3710,2635,3120
10515,4620,1995,4015,3710,2635,3120
10516,4620,1995,4015,3710,2635,3120
10517,4620,1995,4015,3710,2635,3120
10518,4620,1995,4020,3710,2635,3120
10519,4620,1995,4020,3710,2635,3120
10520,4620,1995,4020,3710,2635,3120
