,BBB,Greedy
770,1400,1430
771,1400,1435
772,1395,1435
773,1395,1435
774,1390,1435
775,1390,1435
776,1425,1435
777,1460,1435
778,1460,1440
779,1495,1440
780,1490,1440
781,1490,1440
782,1485,1440
783,1485,1440
784,1485,1440
785,1485,1440
786,1485,1445
787,1485,1445
788,1485,1445
789,1480,1445
790,1480,1445
791,1480,1445
792,1480,1445
793,1480,1445
794,1480,1450
795,1480,1450
796,1480,1450
797,1480,1450
798,1480,1450
799,1480,1450
800,1480,1450
801,1480,1450
802,1480,1450
803,1480,1450
804,1480,1450
805,1480,1455
806,1480,1455
807,1480,1455
808,1480,1455
809,1480,1455
810,1480,1455
811,1515,1455
812,1515,1455
813,1515,1460
814,1515,1460
815,1515,1460
816,1515,1460
817,1515,1460
818,1515,1460
819,1515,1460
820,1515,1465
821,1515,1465
822,1515,1465
823,1515,1470
824,1515,1470
825,1515,1470
826,1515,1470
827,1515,1470
828,1515,1470
829,1515,1470
830,1510,1470
831,1510,1470
832,1510,1470
833,1510,1470
834,1510,1470
835,1510,1475
836,1510,1475
837,1510,1475
838,1510,1475
839,1510,1475
840,1510,1475
841,1510,1475
842,1510,1475
843,1545,1475
844,1545,1475
845,1545,1480
846,1545,1480
847,1545,1485
848,1545,1485
849,1545,1485
850,1540,1485
851,1535,1485
852,1535,1490
853,1535,1490
854,1530,1490
855,1530,1490
856,1530,1490
857,1530,1495
858,1530,1495
859,1525,1495
860,1525,1500
861,1525,1500
862,1520,1500
863,1520,1500
864,1520,1500
865,1515,1500
866,1515,1500
867,1515,1500
868,1515,1500
869,1515,1500
870,1515,1500
871,1510,1500
872,1505,1500
873,1505,1500
874,1505,1505
875,1505,1505
876,1505,1505
877,1505,1505
878,1505,1505
879,1505,1505
880,1505,1505
881,1505,1505
882,1540,1505
883,1575,1505
884,1575,1505
885,1575,1510
886,1575,1510
887,1575,1510
888,1575,1510
889,1575,1510
890,1570,1510
891,1570,1510
892,1570,1510
893,1570,1510
894,1570,1510
895,1570,1510
896,1570,1510
897,1565,1510
898,1565,1510
899,1565,1510
900,1565,1510
901,1565,1510
902,1565,1515
903,1565,1515
904,1600,1515
905,1600,1515
906,1600,1515
907,1600,1515
908,1600,1515
909,1600,1515
910,1600,1515
911,1600,1515
912,1600,1515
913,1600,1515
914,1600,1515
915,1600,1515
916,1595,1515
917,1595,1520
918,1595,1520
919,1595,1520
920,1595,1525
921,1595,1525
922,1595,1525
923,1595,1525
924,1595,1525
925,1595,1525
926,1595,1525
927,1630,1525
928,1630,1525
929,1630,1525
930,1630,1525
931,1630,1525
932,1630,1525
933,1630,1525
934,1630,1525
935,1630,1525
936,1665,1525
937,1665,1525
938,1660,1525
939,1660,1525
940,1660,1525
941,1660,1525
942,1660,1525
943,1660,1530
944,1655,1530
945,1655,1530
946,1655,1535
947,1655,1535
948,1655,1535
949,1655,1535
950,1655,1535
951,1655,1535
952,1655,1535
953,1655,1535
954,1650,1535
955,1650,1535
956,1650,1535
957,1650,1540
958,1650,1540
959,1650,1540
960,1650,1540
961,1650,1540
962,1650,1540
963,1650,1540
964,1650,1540
965,1650,1540
966,1650,1545
967,1650,1545
968,1685,1545
969,1685,1545
970,1685,1545
971,1685,1545
972,1680,1545
973,1680,1545
974,1680,1545
975,1675,1545
976,1675,1550
977,1675,1550
978,1710,1550
979,1705,1550
980,1705,1550
981,1705,1550
982,1705,1550
983,1700,1550
984,1700,1550
985,1735,1550
986,1735,1550
987,1735,1550
988,1735,1550
989,1730,1550
990,1730,1550
991,1725,1550
992,1725,1550
993,1725,1550
994,1725,1555
995,1725,1555
996,1760,1555
997,1760,1555
998,1760,1555
999,1755,1555
1000,1790,1555
1001,1790,1560
1002,1790,1560
1003,1790,1560
1004,1790,1560
1005,1790,1560
1006,1790,1560
1007,1785,1560
1008,1785,1560
1009,1785,1560
1010,1820,1560
1011,1820,1560
1012,1820,1560
1013,1820,1560
1014,1815,1560
1015,1815,1560
1016,1850,1560
1017,1850,1560
1018,1850,1560
1019,1850,1560
1020,1850,1560
1021,1885,1560
1022,1885,1560
1023,1885,1560
1024,1880,1560
1025,1915,1560
1026,1950,1560
1027,1950,1560
1028,1950,1560
1029,1950,1560
1030,1985,1560
1031,1985,1560
1032,1985,1560
1033,1985,1560
1034,1985,1565
1035,1985,1565
1036,1985,1565
1037,1985,1565
1038,1985,1565
1039,2020,1565
1040,2020,1565
1041,2020,1565
1042,2020,1570
1043,2020,1570
1044,2020,1570
1045,2020,1570
1046,2020,1570
1047,2020,1575
1048,2020,1575
1049,2020,1575
1050,2020,1575
1051,2020,1580
1052,2020,1580
1053,2020,1580
1054,2020,1580
1055,2020,1585
1056,2020,1585
1057,2020,1585
1058,2020,1585
1059,2015,1585
1060,2015,1585
1061,2015,1585
1062,2015,1585
1063,2050,1585
1064,2050,1585
1065,2050,1585
1066,2050,1585
1067,2050,1585
1068,2050,1585
1069,2085,1585
1070,2085,1585
1071,2085,1585
1072,2085,1585
1073,2085,1585
1074,2085,1585
1075,2085,1590
1076,2085,1590
1077,2085,1595
1078,2085,1595
1079,2085,1595
1080,2120,1595
1081,2120,1595
1082,2120,1595
1083,2120,1595
1084,2120,1595
1085,2120,1595
1086,2155,1595
1087,2155,1595
1088,2155,1600
1089,2155,1600
1090,2155,1600
1091,2155,1600
1092,2155,1600
1093,2155,1600
1094,2155,1605
1095,2155,1605
1096,2155,1605
1097,2155,1605
1098,2155,1605
1099,2155,1605
1100,2155,1605
1101,2155,1605
1102,2150,1605
1103,2150,1605
1104,2150,1605
1105,2150,1605
1106,2150,1605
1107,2150,1605
1108,2150,1605
1109,2150,1605
1110,2185,1605
1111,2185,1605
1112,2220,1605
1113,2220,1605
1114,2220,1610
1115,2215,1610
1116,2210,1610
1117,2210,1610
1118,2210,1610
1119,2210,1610
1120,2210,1615
1121,2210,1615
1122,2210,1615
1123,2245,1615
1124,2245,1615
1125,2245,1615
1126,2245,1615
1127,2280,1615
1128,2315,1615
1129,2315,1615
1130,2310,1615
1131,2310,1615
1132,2310,1615
1133,2310,1615
1134,2310,1615
1135,2310,1615
1136,2310,1615
1137,2310,1615
1138,2310,1615
1139,2310,1615
1140,2310,1615
1141,2310,1615
1142,2310,1615
1143,2305,1615
1144,2305,1615
1145,2305,1615
1146,2300,1615
1147,2300,1615
1148,2300,1615
1149,2300,1615
1150,2300,1615
1151,2300,1615
1152,2300,1615
1153,2300,1620
1154,2300,1620
1155,2300,1620
1156,2295,1620
1157,2295,1625
1158,2295,1625
1159,2330,1625
1160,2330,1630
1161,2330,1630
1162,2330,1630
1163,2330,1630
1164,2330,1630
1165,2365,1630
1166,2365,1630
1167,2365,1630
1168,2365,1635
1169,2365,1635
1170,2365,1635
1171,2365,1635
1172,2365,1635
1173,2360,1635
1174,2360,1640
1175,2360,1640
1176,2360,1640
1177,2355,1640
1178,2355,1640
1179,2355,1645
1180,2355,1645
1181,2355,1645
1182,2390,1645
1183,2390,1645
1184,2390,1645
1185,2385,1645
1186,2385,1645
1187,2385,1645
1188,2385,1645
1189,2385,1645
1190,2385,1645
1191,2385,1645
1192,2385,1645
1193,2385,1645
1194,2385,1645
1195,2385,1645
1196,2385,1645
1197,2385,1650
1198,2385,1650
1199,2385,1650
1200,2380,1650
1201,2380,1650
1202,2380,1650
1203,2380,1650
1204,2380,1650
1205,2380,1650
1206,2380,1650
1207,2380,1650
1208,2380,1650
1209,2380,1650
1210,2380,1650
1211,2380,1650
1212,2380,1650
1213,2380,1650
1214,2380,1655
1215,2380,1655
1216,2380,1655
1217,2380,1655
1218,2380,1655
1219,2380,1655
1220,2375,1655
1221,2410,1655
1222,2410,1655
1223,2410,1655
1224,2410,1655
1225,2410,1655
1226,2410,1655
1227,2410,1655
1228,2445,1655
1229,2445,1655
1230,2445,1655
1231,2480,1655
1232,2480,1660
1233,2475,1660
1234,2475,1660
1235,2475,1660
1236,2475,1660
1237,2475,1660
1238,2475,1660
1239,2470,1660
1240,2470,1665
1241,2470,1665
1242,2470,1665
1243,2470,1665
1244,2470,1665
1245,2470,1665
1246,2470,1665
1247,2470,1670
1248,2470,1670
1249,2470,1670
1250,2470,1670
1251,2470,1670
1252,2470,1670
1253,2470,1670
1254,2470,1670
1255,2470,1670
1256,2470,1670
1257,2470,1670
1258,2505,1670
1259,2505,1670
1260,2505,1670
1261,2505,1670
1262,2505,1670
1263,2505,1670
1264,2505,1670
1265,2505,1670
1266,2505,1670
1267,2505,1670
1268,2505,1670
1269,2505,1670
1270,2505,1670
1271,2505,1670
1272,2505,1670
1273,2505,1670
1274,2540,1670
1275,2540,1670
1276,2540,1670
1277,2540,1670
1278,2575,1670
1279,2575,1670
1280,2575,1670
1281,2610,1670
1282,2610,1670
1283,2610,1675
1284,2610,1675
1285,2610,1675
1286,2645,1675
1287,2645,1675
1288,2645,1680
1289,2645,1680
1290,2645,1680
1291,2645,1685
1292,2645,1685
1293,2645,1685
1294,2645,1685
1295,2645,1690
1296,2645,1690
1297,2640,1690
1298,2640,1690
1299,2640,1690
1300,2640,1690
1301,2640,1695
1302,2640,1695
1303,2640,1695
1304,2640,1695
1305,2635,1695
1306,2635,1695
1307,2635,1695
1308,2635,1695
1309,2635,1695
1310,2635,1695
1311,2635,1700
1312,2635,1700
1313,2670,1700
1314,2670,1700
1315,2670,1705
1316,2670,1710
1317,2670,1710
1318,2670,1710
1319,2670,1710
1320,2670,1710
1321,2670,1710
1322,2670,1710
1323,2670,1715
1324,2670,1715
1325,2670,1715
1326,2670,1715
1327,2670,1715
1328,2670,1715
1329,2705,1715
1330,2705,1715
1331,2705,1715
1332,2705,1715
1333,2705,1715
1334,2705,1715
1335,2705,1715
1336,2740,1715
1337,2735,1715
1338,2735,1715
1339,2770,1715
1340,2770,1715
1341,2770,1715
1342,2770,1720
1343,2770,1725
1344,2770,1725
1345,2770,1725
1346,2770,1725
1347,2770,1725
1348,2770,1725
1349,2770,1725
1350,2770,1725
1351,2770,1725
1352,2770,1725
1353,2770,1725
1354,2770,1725
1355,2770,1725
1356,2770,1725
1357,2770,1725
1358,2770,1725
1359,2770,1725
1360,2770,1725
1361,2770,1725
1362,2770,1725
1363,2770,1730
1364,2770,1730
1365,2770,1730
1366,2770,1730
1367,2770,1730
1368,2770,1730
1369,2805,1730
1370,2805,1735
1371,2805,1740
1372,2805,1740
1373,2805,1740
1374,2805,1740
1375,2800,1740
1376,2800,1740
1377,2800,1740
1378,2835,1740
1379,2835,1740
1380,2835,1740
1381,2835,1740
1382,2835,1740
1383,2835,1740
1384,2835,1740
1385,2830,1740
1386,2830,1745
1387,2830,1750
1388,2835,1755
1389,2835,1755
1390,2835,1755
1391,2835,1755
1392,2835,1755
1393,2835,1755
1394,2835,1755
1395,2835,1760
1396,2835,1760
1397,2835,1760
1398,2835,1760
1399,2835,1760
1400,2870,1760
1401,2870,1760
1402,2870,1765
1403,2870,1765
1404,2870,1765
1405,2870,1765
1406,2905,1765
1407,2905,1765
1408,2905,1770
1409,2905,1770
1410,2905,1770
1411,2910,1775
1412,2910,1775
1413,2910,1775
1414,2910,1775
1415,2910,1775
1416,2905,1775
1417,2905,1775
1418,2940,1775
1419,2935,1775
1420,2970,1775
1421,2965,1775
1422,2965,1775
1423,2965,1775
1424,2965,1775
1425,2965,1780
1426,2960,1780
1427,2960,1780
1428,2960,1780
1429,2960,1780
1430,2960,1785
1431,2960,1785
1432,2960,1785
1433,2960,1785
1434,2960,1785
1435,2955,1785
1436,2955,1785
1437,2955,1785
1438,2955,1790
1439,2955,1790
1440,2955,1790
1441,2955,1790
1442,2955,1790
1443,2955,1790
1444,2950,1790
1445,2985,1790
1446,2985,1790
1447,2980,1790
1448,2980,1790
1449,2980,1790
1450,2980,1790
1451,2980,1790
1452,2980,1790
1453,2975,1790
1454,2975,1790
1455,2975,1790
1456,2975,1795
1457,3010,1795
1458,3010,1795
1459,3010,1800
1460,3010,1800
1461,3010,1800
1462,3010,1800
1463,3010,1800
1464,3010,1800
1465,3010,1800
1466,3010,1805
1467,3045,1805
1468,3045,1810
1469,3045,1810
1470,3045,1810
1471,3045,1810
1472,3045,1810
1473,3045,1810
1474,3045,1810
1475,3045,1810
1476,3045,1810
1477,3045,1810
1478,3045,1810
1479,3045,1815
1480,3045,1815
1481,3040,1815
1482,3040,1815
1483,3075,1815
1484,3075,1815
1485,3075,1815
1486,3075,1815
1487,3075,1815
1488,3075,1815
1489,3075,1815
1490,3075,1815
1491,3075,1815
1492,3075,1815
1493,3075,1815
1494,3075,1815
1495,3075,1815
1496,3075,1815
1497,3075,1815
1498,3075,1815
1499,3075,1815
1500,3110,1815
1501,3110,1815
1502,3110,1815
1503,3110,1815
1504,3110,1815
1505,3110,1815
1506,3110,1815
1507,3105,1815
1508,3105,1815
1509,3105,1815
1510,3105,1815
1511,3100,1815
1512,3100,1815
1513,3100,1815
1514,3100,1815
1515,3100,1815
1516,3100,1815
1517,3100,1815
1518,3100,1820
1519,3100,1820
1520,3100,1820
1521,3135,1820
1522,3135,1825
1523,3135,1830
1524,3135,1830
1525,3135,1830
1526,3135,1830
1527,3135,1830
1528,3135,1830
1529,3135,1830
1530,3135,1830
1531,3135,1830
1532,3135,1830
1533,3135,1830
1534,3130,1830
1535,3130,1835
1536,3130,1835
1537,3125,1835
1538,3125,1835
1539,3125,1835
1540,3125,1835
1541,3125,1835
1542,3125,1835
1543,3125,1835
1544,3125,1835
1545,3125,1835
1546,3125,1835
1547,3125,1835
1548,3125,1835
1549,3125,1835
1550,3160,1835
1551,3160,1835
1552,3160,1835
1553,3195,1835
1554,3190,1835
1555,3190,1835
1556,3190,1835
1557,3190,1835
1558,3190,1835
1559,3190,1835
1560,3190,1835
1561,3190,1835
1562,3190,1840
1563,3190,1840
1564,3190,1840
1565,3190,1840
1566,3190,1840
1567,3225,1840
1568,3260,1840
1569,3260,1840
1570,3260,1840
1571,3260,1840
1572,3260,1840
1573,3260,1840
1574,3260,1840
1575,3260,1840
1576,3260,1840
1577,3295,1840
1578,3295,1840
1579,3295,1840
1580,3295,1840
1581,3330,1840
1582,3330,1840
1583,3330,1840
1584,3330,1840
1585,3330,1840
1586,3330,1840
1587,3330,1840
1588,3330,1840
1589,3330,1845
1590,3325,1845
1591,3325,1845
1592,3325,1845
1593,3325,1845
1594,3325,1845
1595,3320,1845
1596,3315,1845
1597,3315,1845
1598,3315,1845
1599,3315,1845
1600,3315,1845
1601,3315,1845
1602,3315,1845
1603,3315,1845
1604,3350,1845
1605,3350,1845
1606,3350,1845
1607,3350,1850
1608,3350,1850
1609,3385,1850
1610,3385,1850
1611,3385,1850
1612,3385,1850
1613,3385,1850
1614,3385,1850
1615,3385,1850
1616,3385,1850
1617,3385,1850
1618,3385,1850
1619,3385,1850
1620,3420,1850
1621,3420,1850
1622,3420,1850
1623,3420,1850
1624,3420,1850
1625,3415,1850
1626,3415,1850
1627,3450,1850
1628,3450,1850
1629,3445,1850
1630,3445,1850
1631,3445,1850
1632,3440,1850
1633,3440,1850
1634,3440,1850
1635,3440,1850
1636,3435,1850
1637,3435,1850
1638,3435,1850
1639,3435,1850
1640,3435,1850
1641,3430,1850
1642,3430,1850
1643,3465,1850
1644,3465,1855
1645,3465,1855
1646,3465,1855
1647,3465,1855
1648,3465,1855
1649,3465,1855
1650,3500,1855
1651,3500,1860
1652,3500,1860
1653,3500,1860
1654,3500,1860
1655,3500,1860
1656,3535,1860
1657,3535,1860
1658,3535,1860
1659,3535,1860
1660,3535,1860
1661,3535,1860
1662,3530,1860
1663,3530,1860
1664,3565,1860
1665,3565,1865
1666,3565,1865
1667,3565,1865
1668,3565,1865
1669,3565,1865
1670,3560,1865
1671,3560,1865
1672,3560,1865
1673,3560,1865
1674,3560,1865
1675,3560,1865
1676,3560,1865
1677,3560,1865
1678,3560,1865
1679,3560,1865
1680,3560,1865
1681,3560,1870
1682,3595,1870
1683,3595,1870
1684,3595,1875
1685,3595,1875
1686,3590,1875
1687,3590,1875
1688,3590,1875
1689,3590,1875
1690,3590,1875
1691,3590,1875
1692,3590,1875
1693,3590,1875
1694,3590,1880
1695,3590,1880
1696,3590,1880
1697,3590,1880
1698,3585,1880
1699,3585,1885
1700,3585,1885
1701,3580,1885
1702,3615,1885
1703,3615,1885
1704,3615,1885
1705,3650,1885
1706,3650,1885
1707,3650,1885
1708,3650,1890
1709,3650,1890
1710,3650,1890
1711,3650,1890
1712,3685,1890
1713,3685,1890
1714,3685,1890
1715,3685,1895
1716,3685,1895
1717,3685,1895
1718,3685,1895
1719,3685,1895
1720,3685,1895
1721,3685,1895
1722,3720,1895
1723,3720,1895
1724,3720,1895
1725,3720,1895
1726,3720,1895
1727,3720,1895
1728,3715,1895
1729,3715,1895
1730,3715,1895
1731,3750,1895
1732,3750,1895
1733,3750,1895
1734,3750,1895
1735,3750,1900
1736,3750,1900
1737,3785,1900
1738,3785,1900
1739,3785,1900
1740,3785,1900
1741,3780,1900
1742,3780,1900
1743,3815,1900
1744,3815,1900
1745,3815,1900
1746,3850,1900
1747,3850,1900
1748,3850,1900
1749,3850,1900
1750,3845,1900
1751,3845,1900
1752,3845,1905
1753,3845,1905
1754,3880,1905
1755,3880,1910
1756,3880,1915
1757,3880,1915
1758,3880,1920
1759,3915,1920
1760,3915,1920
1761,3915,1920
1762,3915,1920
1763,3915,1920
1764,3915,1920
1765,3915,1920
1766,3915,1920
1767,3950,1920
1768,3950,1920
1769,3950,1920
1770,3950,1920
1771,3950,1920
1772,3950,1920
1773,3950,1920
1774,3950,1925
1775,3950,1925
1776,3950,1925
1777,3950,1925
1778,3950,1925
1779,3950,1925
