,1% Greedy,5% Greedy,BBB,Greedy
8736,3080,5370,21320,3255
8737,3080,5370,21320,3255
8738,3080,5370,21325,3255
8739,3080,5370,21325,3255
8740,3080,5370,21330,3255
8741,3080,5370,21335,3255
8742,3080,5370,21340,3255
8743,3080,5370,21340,3255
8744,3080,5370,21340,3255
8745,3080,5370,21340,3255
8746,3080,5370,21340,3255
8747,3080,5370,21340,3255
8748,3085,5375,21345,3255
8749,3085,5375,21345,3255
8750,3085,5375,21345,3255
8751,3085,5375,21345,3255
8752,3085,5375,21345,3255
8753,3085,5375,21350,3255
8754,3085,5375,21350,3255
8755,3085,5375,21355,3255
8756,3085,5375,21355,3255
8757,3085,5375,21355,3255
8758,3085,5375,21360,3255
8759,3085,5375,21360,3255
8760,3085,5375,21360,3255
8761,3085,5375,21360,3255
8762,3090,5375,21365,3260
8763,3090,5375,21365,3260
8764,3090,5375,21365,3260
8765,3090,5375,21370,3260
8766,3090,5375,21375,3260
8767,3090,5375,21375,3260
8768,3090,5375,21380,3260
8769,3090,5375,21380,3260
8770,3090,5380,21385,3260
8771,3090,5380,21390,3260
8772,3090,5380,21395,3260
8773,3090,5380,21400,3260
8774,3090,5380,21400,3260
8775,3090,5380,21400,3260
8776,3090,5380,21400,3260
8777,3090,5380,21405,3260
8778,3090,5380,21405,3260
8779,3090,5380,21410,3260
8780,3090,5380,21410,3260
8781,3090,5375,21410,3260
8782,3090,5375,21410,3260
8783,3090,5375,21410,3260
8784,3090,5375,21410,3260
8785,3090,5375,21415,3260
8786,3090,5375,21420,3260
8787,3090,5375,21420,3260
8788,3090,5375,21420,3260
8789,3090,5375,21420,3260
8790,3090,5380,21425,3260
8791,3090,5380,21430,3260
8792,3090,5380,21430,3260
8793,3090,5380,21435,3260
8794,3090,5380,21435,3260
8795,3090,5380,21435,3260
8796,3090,5415,21435,3260
8797,3090,5415,21435,3260
8798,3090,5415,21440,3260
8799,3090,5415,21440,3260
8800,3090,5415,21440,3260
8801,3090,5415,21440,3260
8802,3090,5415,21445,3260
8803,3090,5415,21445,3260
8804,3090,5415,21450,3260
8805,3090,5415,21455,3260
8806,3090,5415,21460,3260
8807,3090,5415,21460,3260
8808,3090,5415,21460,3260
8809,3090,5420,21465,3260
8810,3090,5420,21470,3260
8811,3090,5420,21470,3260
8812,3090,5420,21470,3260
8813,3090,5420,21470,3260
8814,3090,5420,21470,3260
8815,3090,5420,21475,3260
8816,3090,5420,21475,3260
8817,3090,5420,21475,3260
8818,3090,5420,21480,3260
8819,3090,5420,21485,3260
8820,3090,5420,21490,3260
8821,3090,5420,21495,3260
8822,3090,5420,21495,3260
8823,3090,5420,21495,3260
8824,3090,5420,21495,3260
8825,3090,5420,21500,3260
8826,3090,5420,21505,3260
8827,3090,5420,21510,3260
8828,3090,5420,21510,3260
8829,3090,5420,21510,3260
8830,3090,5420,21515,3260
8831,3090,5420,21520,3260
8832,3090,5420,21525,3260
8833,3090,5420,21530,3260
8834,3090,5420,21535,3260
8835,3090,5420,21540,3260
8836,3090,5420,21540,3260
8837,3090,5420,21545,3260
8838,3090,5420,21550,3260
8839,3090,5420,21555,3260
8840,3090,5420,21555,3260
8841,3090,5420,21555,3260
8842,3090,5420,21555,3260
8843,3090,5420,21560,3260
8844,3090,5420,21560,3260
8845,3090,5420,21565,3260
8846,3090,5420,21565,3260
8847,3090,5420,21565,3260
8848,3090,5420,21565,3260
8849,3090,5420,21565,3260
8850,3090,5420,21570,3260
8851,3090,5420,21575,3260
8852,3090,5420,21575,3260
8853,3090,5420,21580,3260
8854,3090,5420,21585,3260
8855,3090,5420,21590,3260
8856,3090,5420,21590,3260
8857,3090,5420,21590,3260
8858,3090,5420,21590,3260
8859,3090,5420,21590,3260
8860,3090,5420,21590,3260
8861,3090,5420,21590,3260
8862,3090,5420,21590,3260
8863,3090,5420,21595,3260
8864,3090,5420,21600,3260
8865,3090,5420,21605,3260
8866,3090,5420,21610,3260
8867,3090,5420,21610,3260
8868,3090,5420,21610,3260
8869,3090,5420,21610,3260
8870,3090,5420,21610,3260
8871,3090,5420,21610,3260
8872,3090,5420,21615,3260
8873,3090,5420,21620,3260
8874,3090,5420,21625,3260
8875,3090,5420,21625,3260
8876,3090,5420,21625,3255
8877,3090,5415,21625,3255
8878,3090,5415,21625,3255
8879,3090,5415,21625,3255
8880,3090,5415,21625,3255
8881,3090,5450,21625,3255
8882,3090,5450,21630,3255
8883,3090,5450,21630,3255
8884,3090,5450,21635,3255
8885,3125,5450,21635,3255
8886,3125,5450,21640,3255
8887,3125,5450,21640,3255
8888,3125,5450,21640,3255
8889,3125,5450,21640,3255
8890,3125,5450,21645,3255
8891,3125,5450,21650,3255
8892,3125,5450,21655,3255
8893,3125,5450,21655,3255
8894,3125,5450,21655,3255
8895,3125,5450,21660,3255
8896,3125,5450,21660,3255
8897,3125,5450,21660,3255
8898,3125,5450,21660,3255
8899,3125,5450,21665,3255
8900,3125,5450,21670,3255
8901,3125,5450,21675,3255
8902,3125,5450,21675,3255
8903,3125,5450,21675,3255
8904,3125,5450,21675,3255
8905,3125,5450,21680,3255
8906,3125,5450,21685,3255
8907,3125,5450,21690,3255
8908,3125,5450,21690,3255
8909,3125,5450,21690,3255
8910,3125,5450,21695,3255
8911,3125,5450,21700,3255
8912,3125,5450,21700,3255
8913,3125,5450,21700,3255
8914,3125,5450,21700,3255
8915,3125,5450,21705,3255
8916,3125,5450,21705,3255
8917,3125,5455,21710,3255
8918,3125,5455,21710,3255
8919,3125,5455,21710,3255
8920,3125,5455,21710,3255
8921,3125,5455,21715,3255
8922,3125,5455,21720,3255
8923,3125,5455,21725,3255
8924,3125,5455,21725,3255
8925,3125,5455,21725,3255
8926,3125,5455,21725,3255
8927,3125,5455,21725,3255
8928,3125,5455,21725,3255
8929,3125,5455,21725,3255
8930,3125,5455,21730,3255
8931,3125,5455,21735,3255
8932,3130,5455,21740,3255
8933,3130,5455,21745,3255
8934,3130,5455,21745,3255
8935,3130,5455,21750,3255
8936,3130,5455,21755,3255
8937,3130,5455,21760,3255
8938,3130,5455,21760,3255
8939,3130,5455,21765,3255
8940,3130,5455,21770,3255
8941,3130,5455,21775,3255
8942,3130,5455,21780,3255
8943,3130,5455,21780,3255
8944,3130,5455,21780,3255
8945,3130,5455,21780,3255
8946,3130,5455,21780,3255
8947,3130,5455,21780,3255
8948,3130,5455,21780,3255
8949,3130,5455,21785,3255
8950,3130,5455,21790,3255
8951,3130,5455,21790,3255
8952,3130,5455,21795,3255
8953,3130,5455,21795,3255
8954,3130,5450,21795,3255
8955,3130,5450,21795,3255
8956,3130,5450,21800,3255
8957,3130,5450,21800,3255
8958,3130,5450,21800,3255
8959,3130,5455,21805,3255
8960,3130,5455,21805,3255
8961,3130,5455,21810,3255
8962,3130,5455,21815,3255
8963,3130,5455,21815,3255
8964,3130,5455,21815,3255
8965,3130,5455,21815,3255
8966,3130,5455,21820,3255
8967,3130,5455,21820,3255
8968,3130,5455,21825,3255
8969,3130,5455,21830,3255
8970,3130,5455,21835,3255
8971,3130,5455,21835,3255
8972,3130,5455,21840,3255
8973,3130,5455,21845,3255
8974,3130,5490,21845,3255
8975,3135,5490,21850,3255
8976,3135,5490,21855,3255
8977,3135,5490,21855,3255
8978,3135,5490,21860,3255
8979,3135,5490,21860,3255
8980,3135,5490,21865,3255
8981,3135,5490,21870,3255
8982,3135,5490,21870,3255
8983,3135,5490,21875,3255
8984,3135,5490,21880,3255
8985,3135,5490,21885,3255
8986,3135,5490,21885,3255
8987,3135,5490,21890,3255
8988,3135,5490,21895,3255
8989,3135,5490,21895,3255
8990,3135,5490,21895,3255
8991,3135,5490,21895,3255
8992,3135,5490,21895,3255
8993,3135,5490,21895,3255
8994,3140,5495,21900,3255
8995,3145,5495,21905,3255
8996,3145,5495,21905,3255
8997,3180,5495,21905,3255
8998,3180,5495,21905,3255
8999,3180,5495,21905,3255
9000,3180,5495,21910,3255
9001,3180,5495,21915,3255
9002,3180,5495,21920,3255
9003,3180,5495,21925,3255
9004,3180,5495,21925,3255
9005,3180,5495,21925,3255
9006,3180,5495,21925,3255
9007,3180,5495,21930,3255
9008,3180,5495,21930,3255
9009,3180,5495,21935,3255
9010,3180,5495,21940,3255
9011,3180,5500,21945,3255
9012,3180,5500,21950,3255
9013,3180,5500,21950,3255
9014,3180,5500,21950,3255
9015,3180,5500,21955,3255
9016,3180,5505,21960,3255
9017,3180,5505,21960,3255
9018,3180,5505,21965,3255
9019,3180,5510,21970,3255
9020,3180,5510,21970,3255
9021,3180,5510,21975,3255
9022,3180,5510,21980,3255
9023,3180,5510,21985,3255
9024,3180,5510,21985,3255
9025,3180,5510,21990,3255
9026,3180,5510,21990,3255
9027,3180,5510,21995,3255
9028,3185,5510,22000,3255
9029,3185,5510,22000,3255
9030,3185,5510,22000,3255
9031,3185,5510,22000,3255
9032,3185,5510,22005,3255
9033,3185,5510,22010,3255
9034,3185,5510,22010,3255
9035,3185,5510,22015,3255
9036,3185,5545,22015,3255
9037,3185,5545,22015,3255
9038,3185,5545,22020,3255
9039,3185,5545,22020,3255
9040,3185,5545,22025,3255
9041,3185,5545,22030,3255
9042,3185,5545,22035,3255
9043,3185,5545,22035,3255
9044,3185,5545,22035,3255
9045,3185,5545,22040,3255
9046,3185,5545,22045,3255
9047,3185,5545,22045,3255
9048,3185,5545,22045,3255
9049,3185,5545,22050,3255
9050,3185,5545,22050,3255
9051,3185,5545,22050,3255
9052,3185,5545,22050,3255
9053,3185,5545,22050,3255
9054,3185,5545,22050,3255
9055,3185,5545,22055,3255
9056,3185,5545,22060,3255
9057,3185,5545,22060,3255
9058,3185,5545,22060,3255
9059,3185,5545,22065,3255
9060,3185,5545,22070,3255
9061,3185,5545,22070,3255
9062,3185,5545,22070,3255
9063,3185,5545,22070,3255
9064,3185,5545,22075,3255
9065,3185,5545,22075,3255
9066,3185,5545,22080,3255
9067,3185,5545,22080,3255
9068,3185,5545,22085,3255
9069,3185,5545,22090,3255
9070,3185,5545,22095,3255
9071,3185,5545,22095,3255
9072,3185,5545,22095,3255
9073,3185,5545,22095,3255
9074,3185,5545,22100,3255
9075,3185,5545,22100,3255
9076,3185,5545,22100,3255
9077,3185,5545,22105,3255
9078,3185,5545,22110,3255
9079,3185,5545,22110,3255
9080,3185,5545,22115,3255
9081,3185,5545,22115,3255
9082,3185,5545,22115,3255
9083,3185,5545,22120,3255
9084,3185,5545,22125,3255
9085,3185,5545,22125,3255
9086,3185,5545,22130,3255
9087,3185,5545,22130,3255
9088,3185,5545,22135,3255
9089,3185,5545,22135,3255
9090,3185,5545,22140,3255
9091,3185,5545,22140,3255
9092,3185,5545,22145,3255
9093,3185,5545,22150,3255
9094,3185,5545,22150,3255
9095,3185,5545,22150,3255
9096,3185,5580,22150,3255
9097,3185,5580,22155,3255
9098,3185,5580,22160,3255
9099,3185,5580,22165,3255
9100,3185,5580,22165,3255
9101,3185,5580,22165,3255
9102,3185,5580,22165,3255
9103,3185,5580,22170,3255
9104,3185,5580,22170,3255
9105,3185,5580,22175,3255
9106,3185,5580,22180,3255
9107,3185,5580,22185,3255
9108,3185,5580,22190,3255
9109,3185,5580,22195,3255
9110,3185,5580,22195,3255
9111,3185,5580,22195,3255
9112,3185,5580,22200,3255
9113,3185,5585,22205,3255
9114,3185,5585,22210,3255
9115,3185,5585,22210,3255
9116,3185,5585,22215,3255
9117,3185,5585,22220,3255
9118,3185,5585,22220,3255
9119,3185,5585,22225,3255
9120,3185,5585,22225,3255
9121,3185,5585,22225,3255
9122,3185,5585,22225,3255
9123,3185,5585,22225,3255
9124,3185,5585,22230,3255
9125,3185,5585,22230,3255
9126,3185,5585,22235,3255
9127,3185,5585,22240,3255
9128,3185,5585,22245,3255
9129,3185,5585,22250,3255
9130,3185,5585,22250,3255
9131,3185,5585,22250,3255
9132,3185,5585,22255,3255
9133,3185,5590,22260,3255
9134,3185,5590,22265,3255
9135,3185,5590,22270,3255
9136,3185,5590,22275,3255
9137,3185,5590,22280,3255
9138,3185,5590,22285,3255
9139,3185,5590,22285,3255
9140,3185,5590,22290,3255
9141,3185,5590,22295,3255
9142,3185,5590,22300,3255
9143,3185,5590,22305,3255
9144,3185,5590,22305,3255
9145,3185,5590,22310,3255
9146,3185,5590,22315,3255
9147,3185,5590,22315,3255
9148,3185,5590,22315,3255
9149,3185,5590,22315,3255
9150,3185,5590,22315,3255
9151,3185,5590,22320,3255
9152,3185,5590,22320,3255
9153,3185,5590,22320,3255
9154,3185,5590,22320,3255
9155,3185,5590,22320,3255
9156,3185,5590,22325,3255
9157,3185,5590,22330,3255
9158,3185,5590,22335,3255
9159,3185,5590,22335,3255
9160,3185,5590,22340,3255
9161,3185,5590,22340,3255
9162,3185,5595,22345,3255
9163,3185,5595,22345,3255
9164,3185,5595,22345,3255
9165,3185,5595,22345,3255
9166,3185,5595,22350,3255
9167,3185,5595,22350,3255
9168,3185,5595,22355,3255
9169,3185,5595,22355,3255
9170,3185,5595,22355,3255
9171,3185,5595,22360,3255
9172,3185,5595,22365,3255
9173,3185,5595,22365,3255
9174,3185,5595,22370,3255
9175,3185,5595,22370,3255
9176,3185,5595,22375,3255
9177,3185,5595,22380,3255
9178,3185,5595,22380,3255
9179,3185,5595,22380,3255
9180,3185,5595,22380,3255
9181,3185,5595,22385,3255
9182,3185,5595,22385,3255
9183,3185,5595,22385,3255
9184,3185,5595,22385,3255
9185,3185,5595,22385,3255
9186,3185,5595,22385,3255
9187,3185,5595,22390,3255
9188,3185,5595,22390,3255
9189,3185,5595,22390,3255
9190,3185,5595,22390,3255
9191,3185,5595,22395,3255
9192,3185,5595,22395,3255
9193,3185,5595,22395,3255
9194,3185,5595,22395,3255
9195,3185,5595,22395,3255
9196,3185,5595,22395,3255
9197,3185,5595,22400,3255
9198,3185,5595,22405,3255
9199,3185,5595,22410,3255
9200,3185,5595,22415,3255
9201,3185,5595,22420,3255
9202,3185,5630,22420,3255
9203,3185,5630,22425,3255
9204,3185,5630,22425,3255
9205,3185,5630,22430,3255
9206,3185,5630,22435,3255
9207,3185,5630,22435,3255
9208,3185,5630,22440,3255
9209,3185,5630,22445,3255
9210,3185,5630,22445,3255
9211,3185,5630,22445,3255
9212,3185,5630,22445,3255
9213,3185,5630,22450,3255
9214,3185,5630,22455,3255
9215,3185,5630,22460,3255
9216,3185,5630,22460,3255
9217,3185,5630,22460,3255
9218,3185,5630,22460,3255
9219,3185,5630,22465,3255
9220,3185,5630,22470,3255
9221,3185,5630,22475,3255
9222,3185,5630,22480,3255
9223,3185,5630,22480,3255
9224,3190,5635,22485,3255
9225,3190,5630,22485,3255
9226,3190,5630,22485,3255
9227,3190,5630,22490,3255
9228,3190,5630,22495,3255
9229,3190,5630,22500,3255
9230,3190,5630,22500,3255
9231,3190,5630,22500,3255
9232,3190,5630,22500,3255
9233,3190,5630,22500,3255
9234,3190,5630,22500,3255
9235,3190,5630,22505,3255
9236,3190,5630,22505,3255
9237,3190,5630,22505,3255
9238,3190,5630,22505,3255
9239,3190,5630,22505,3255
9240,3190,5630,22510,3255
9241,3190,5630,22515,3255
9242,3190,5630,22515,3255
9243,3190,5630,22520,3255
9244,3190,5630,22525,3255
9245,3190,5630,22530,3255
9246,3190,5630,22535,3255
9247,3190,5630,22540,3255
9248,3190,5630,22545,3255
9249,3190,5630,22545,3255
9250,3190,5630,22550,3255
9251,3190,5630,22555,3255
9252,3190,5630,22555,3255
9253,3190,5630,22555,3255
9254,3190,5630,22555,3255
9255,3190,5630,22560,3255
9256,3190,5630,22565,3255
9257,3190,5630,22570,3255
9258,3190,5630,22570,3255
9259,3190,5630,22575,3255
9260,3190,5630,22580,3255
9261,3190,5630,22580,3255
9262,3190,5630,22580,3255
9263,3190,5630,22585,3255
9264,3190,5630,22585,3255
9265,3190,5630,22585,3255
9266,3190,5630,22585,3255
9267,3190,5630,22585,3255
9268,3190,5630,22585,3255
9269,3190,5630,22585,3255
9270,3190,5630,22590,3255
9271,3190,5630,22595,3255
9272,3190,5630,22600,3255
9273,3190,5630,22605,3255
9274,3190,5630,22610,3255
9275,3190,5630,22610,3255
9276,3190,5630,22615,3255
9277,3190,5630,22615,3255
9278,3190,5630,22620,3255
9279,3190,5630,22625,3255
9280,3190,5630,22630,3255
9281,3190,5630,22630,3255
9282,3190,5630,22630,3255
9283,3190,5625,22630,3255
9284,3190,5625,22630,3255
9285,3190,5625,22635,3255
9286,3190,5625,22640,3255
9287,3190,5625,22645,3255
9288,3190,5625,22650,3255
9289,3190,5625,22650,3255
9290,3190,5625,22655,3255
9291,3190,5625,22660,3255
9292,3190,5625,22660,3255
9293,3190,5625,22660,3255
9294,3190,5625,22660,3255
9295,3190,5625,22660,3255
9296,3190,5625,22660,3255
9297,3190,5625,22660,3255
9298,3190,5625,22660,3255
9299,3190,5625,22660,3255
9300,3190,5625,22665,3255
9301,3190,5625,22665,3255
9302,3190,5625,22670,3255
9303,3190,5625,22675,3255
9304,3190,5625,22680,3255
9305,3190,5625,22685,3255
9306,3190,5625,22685,3255
9307,3190,5625,22685,3255
9308,3190,5625,22685,3255
9309,3190,5625,22690,3255
9310,3190,5625,22690,3255
9311,3190,5625,22690,3255
9312,3190,5625,22695,3255
9313,3190,5630,22700,3255
9314,3190,5630,22705,3255
9315,3190,5630,22705,3255
9316,3190,5630,22705,3255
9317,3190,5630,22705,3255
9318,3190,5630,22705,3255
9319,3190,5630,22705,3255
9320,3190,5630,22705,3255
9321,3190,5630,22705,3255
9322,3190,5630,22705,3255
9323,3190,5630,22705,3255
9324,3190,5630,22705,3255
9325,3190,5630,22705,3255
9326,3190,5630,22705,3255
9327,3190,5630,22705,3255
9328,3190,5630,22710,3255
9329,3190,5630,22710,3255
9330,3190,5635,22715,3255
9331,3190,5635,22720,3255
9332,3190,5635,22720,3255
9333,3190,5635,22725,3255
9334,3190,5635,22730,3255
9335,3190,5635,22735,3255
9336,3190,5635,22740,3255
9337,3190,5635,22740,3255
9338,3190,5635,22740,3255
9339,3190,5635,22745,3255
9340,3190,5635,22745,3255
9341,3190,5635,22750,3255
9342,3190,5635,22755,3255
9343,3190,5635,22755,3255
9344,3190,5635,22755,3255
9345,3190,5635,22755,3255
9346,3190,5635,22760,3255
9347,3190,5635,22760,3255
9348,3190,5635,22760,3255
9349,3190,5635,22765,3255
9350,3190,5635,22765,3255
9351,3190,5635,22765,3255
9352,3190,5640,22770,3255
9353,3190,5640,22775,3255
9354,3190,5640,22780,3255
9355,3190,5640,22780,3255
9356,3190,5640,22780,3255
9357,3190,5640,22785,3255
9358,3190,5640,22785,3255
9359,3190,5640,22790,3255
9360,3190,5640,22790,3255
9361,3190,5640,22795,3255
9362,3190,5640,22800,3255
9363,3190,5640,22800,3255
9364,3190,5640,22805,3255
9365,3190,5640,22810,3255
9366,3190,5640,22815,3255
9367,3190,5640,22815,3255
9368,3190,5640,22815,3255
9369,3190,5640,22815,3255
9370,3190,5640,22815,3255
9371,3190,5640,22820,3255
9372,3190,5640,22820,3255
9373,3190,5640,22825,3255
9374,3190,5640,22825,3255
9375,3190,5645,22830,3255
9376,3190,5645,22830,3255
9377,3190,5645,22830,3255
9378,3190,5645,22830,3255
9379,3190,5645,22830,3255
9380,3190,5645,22830,3255
9381,3190,5645,22835,3255
9382,3190,5645,22840,3255
9383,3190,5645,22840,3255
9384,3190,5645,22840,3255
9385,3190,5645,22840,3255
9386,3190,5645,22840,3255
9387,3190,5645,22840,3255
9388,3190,5645,22845,3255
9389,3190,5645,22845,3255
9390,3190,5645,22850,3255
9391,3190,5645,22855,3255
9392,3190,5645,22855,3255
9393,3190,5645,22860,3255
9394,3190,5645,22865,3255
9395,3190,5645,22865,3255
9396,3190,5645,22865,3255
9397,3190,5645,22865,3255
9398,3190,5645,22870,3255
9399,3190,5645,22875,3255
9400,3190,5645,22880,3255
9401,3190,5645,22880,3255
9402,3190,5645,22880,3255
9403,3190,5645,22885,3255
9404,3190,5645,22885,3255
9405,3190,5645,22890,3255
9406,3190,5645,22890,3255
9407,3190,5645,22890,3255
9408,3190,5645,22890,3255
9409,3190,5645,22890,3255
9410,3190,5645,22895,3255
9411,3190,5645,22895,3255
9412,3190,5645,22895,3255
9413,3190,5645,22900,3255
9414,3190,5645,22900,3255
9415,3190,5645,22905,3255
9416,3190,5645,22910,3255
9417,3190,5645,22910,3255
9418,3190,5645,22910,3255
9419,3190,5645,22915,3255
9420,3190,5645,22915,3255
9421,3190,5645,22915,3255
9422,3190,5645,22920,3255
9423,3190,5645,22920,3255
9424,3190,5645,22920,3255
9425,3190,5645,22925,3255
9426,3190,5645,22930,3255
9427,3190,5645,22930,3255
9428,3190,5645,22930,3255
9429,3190,5645,22935,3255
9430,3190,5645,22935,3255
9431,3190,5645,22940,3255
9432,3190,5645,22940,3255
9433,3190,5645,22940,3255
9434,3190,5645,22945,3255
9435,3190,5645,22945,3255
9436,3190,5645,22945,3255
9437,3190,5645,22950,3255
9438,3190,5645,22950,3255
9439,3190,5645,22955,3255
9440,3190,5645,22960,3255
9441,3190,5645,22965,3255
9442,3190,5645,22970,3255
9443,3190,5645,22970,3255
9444,3190,5645,22975,3255
9445,3190,5645,22980,3255
9446,3190,5645,22980,3255
9447,3190,5645,22980,3255
9448,3225,5645,22980,3255
9449,3225,5645,22985,3255
9450,3225,5645,22990,3255
9451,3225,5645,22995,3255
9452,3225,5645,23000,3255
9453,3225,5645,23000,3255
9454,3225,5645,23005,3255
9455,3225,5645,23010,3255
9456,3225,5645,23015,3255
9457,3225,5645,23015,3255
9458,3225,5645,23020,3255
9459,3225,5645,23020,3255
9460,3225,5645,23020,3255
9461,3225,5645,23025,3255
9462,3225,5645,23030,3255
9463,3225,5645,23035,3255
9464,3225,5645,23035,3255
9465,3225,5645,23040,3255
9466,3225,5645,23045,3255
9467,3225,5645,23050,3255
9468,3225,5645,23055,3255
9469,3225,5645,23060,3255
9470,3225,5645,23060,3255
9471,3225,5645,23065,3255
9472,3225,5645,23065,3255
9473,3225,5645,23065,3255
9474,3225,5645,23065,3255
9475,3225,5650,23070,3255
9476,3225,5650,23070,3255
9477,3225,5650,23075,3255
9478,3225,5650,23075,3255
9479,3225,5655,23080,3260
9480,3225,5655,23085,3260
9481,3225,5655,23090,3260
9482,3225,5655,23095,3260
9483,3225,5650,23095,3260
9484,3225,5650,23100,3260
9485,3225,5650,23100,3260
9486,3225,5650,23105,3260
9487,3225,5650,23105,3260
9488,3225,5650,23110,3260
9489,3225,5650,23115,3260
9490,3225,5650,23120,3260
9491,3225,5650,23120,3260
9492,3225,5650,23125,3260
9493,3225,5650,23125,3260
9494,3225,5645,23125,3260
9495,3225,5645,23130,3260
9496,3225,5645,23135,3260
9497,3225,5645,23140,3260
9498,3230,5645,23145,3260
9499,3230,5645,23150,3260
9500,3230,5645,23150,3260
9501,3230,5645,23150,3260
9502,3230,5645,23150,3260
9503,3230,5645,23150,3260
9504,3230,5645,23155,3260
9505,3230,5645,23155,3260
9506,3230,5645,23160,3260
9507,3230,5645,23160,3260
9508,3230,5645,23165,3260
9509,3230,5645,23165,3260
9510,3230,5645,23165,3260
9511,3230,5645,23170,3260
9512,3230,5650,23175,3260
9513,3230,5650,23175,3260
9514,3230,5650,23180,3260
9515,3230,5650,23185,3260
9516,3230,5650,23185,3260
9517,3230,5650,23185,3255
9518,3230,5650,23190,3255
9519,3230,5650,23195,3255
9520,3230,5650,23200,3255
9521,3230,5650,23205,3255
9522,3230,5650,23210,3255
9523,3230,5650,23215,3255
9524,3230,5650,23215,3255
9525,3230,5655,23220,3255
9526,3230,5655,23225,3255
9527,3230,5655,23225,3255
9528,3230,5660,23230,3255
9529,3230,5660,23230,3255
9530,3230,5660,23235,3255
9531,3230,5660,23235,3255
9532,3230,5660,23235,3255
9533,3230,5660,23235,3255
9534,3230,5660,23240,3255
9535,3230,5660,23240,3255
9536,3230,5660,23240,3255
9537,3230,5660,23240,3255
9538,3230,5660,23245,3255
9539,3230,5660,23245,3255
9540,3230,5660,23250,3255
9541,3230,5660,23255,3255
9542,3230,5660,23260,3255
9543,3230,5660,23260,3255
9544,3230,5660,23265,3255
9545,3230,5660,23265,3255
9546,3230,5660,23265,3255
9547,3230,5660,23270,3255
9548,3230,5660,23270,3255
9549,3230,5660,23275,3255
9550,3230,5660,23280,3255
9551,3230,5660,23285,3255
9552,3230,5660,23290,3255
9553,3230,5665,23295,3255
9554,3230,5665,23300,3255
9555,3230,5665,23300,3255
9556,3230,5665,23300,3255
9557,3230,5665,23305,3255
9558,3230,5665,23310,3255
9559,3230,5665,23315,3255
9560,3230,5665,23315,3255
9561,3230,5665,23320,3255
9562,3230,5665,23325,3255
9563,3230,5665,23330,3255
9564,3230,5665,23335,3255
9565,3230,5665,23335,3255
9566,3230,5665,23340,3255
9567,3230,5665,23345,3255
9568,3230,5665,23345,3255
9569,3230,5665,23350,3255
9570,3230,5665,23350,3255
9571,3230,5665,23350,3255
9572,3230,5665,23355,3255
9573,3230,5665,23360,3255
9574,3230,5665,23365,3255
9575,3230,5665,23370,3255
9576,3230,5665,23375,3255
9577,3230,5665,23380,3255
9578,3230,5665,23385,3255
9579,3230,5665,23390,3255
9580,3230,5665,23390,3255
9581,3230,5665,23390,3255
9582,3230,5665,23390,3255
9583,3230,5665,23390,3255
9584,3230,5665,23390,3255
9585,3230,5665,23395,3255
9586,3230,5665,23395,3255
9587,3230,5665,23400,3255
9588,3230,5665,23405,3255
9589,3230,5665,23410,3255
9590,3230,5665,23415,3255
9591,3230,5665,23420,3255
9592,3230,5665,23420,3255
9593,3230,5665,23420,3255
9594,3230,5665,23420,3255
9595,3230,5665,23420,3255
9596,3230,5665,23420,3255
9597,3230,5665,23425,3255
9598,3230,5665,23425,3255
9599,3230,5665,23430,3255
9600,3230,5665,23435,3255
9601,3230,5665,23440,3255
9602,3230,5665,23445,3255
9603,3230,5665,23450,3255
9604,3230,5665,23455,3255
9605,3230,5665,23460,3255
9606,3230,5665,23465,3255
9607,3230,5665,23470,3255
9608,3230,5665,23475,3255
9609,3230,5665,23480,3255
9610,3230,5665,23485,3255
9611,3230,5665,23490,3255
9612,3230,5665,23495,3255
9613,3230,5665,23495,3255
9614,3230,5665,23495,3255
9615,3230,5665,23500,3255
9616,3230,5665,23500,3255
9617,3230,5665,23500,3255
9618,3230,5665,23505,3255
9619,3230,5665,23510,3255
9620,3230,5665,23515,3255
9621,3230,5665,23520,3255
9622,3230,5665,23520,3255
9623,3230,5665,23520,3255
9624,3230,5665,23525,3255
9625,3230,5665,23525,3255
9626,3230,5665,23525,3255
9627,3230,5665,23530,3255
9628,3230,5665,23535,3255
9629,3230,5665,23535,3255
9630,3230,5665,23535,3255
9631,3230,5665,23540,3255
9632,3230,5665,23540,3255
9633,3230,5665,23545,3255
9634,3230,5665,23550,3255
9635,3230,5665,23550,3255
9636,3230,5665,23555,3255
9637,3230,5665,23555,3255
9638,3230,5665,23560,3255
9639,3230,5665,23560,3255
9640,3230,5665,23560,3255
9641,3230,5670,23565,3255
9642,3230,5670,23570,3255
9643,3230,5670,23570,3255
9644,3230,5670,23575,3255
9645,3230,5670,23580,3255
9646,3230,5670,23585,3255
9647,3230,5670,23590,3255
9648,3230,5670,23590,3255
9649,3230,5670,23590,3255
9650,3230,5665,23590,3255
9651,3230,5665,23595,3255
9652,3230,5665,23600,3255
9653,3230,5665,23600,3255
9654,3230,5665,23605,3255
9655,3230,5665,23605,3255
9656,3230,5665,23605,3255
9657,3230,5665,23605,3255
9658,3230,5665,23605,3255
9659,3230,5665,23605,3255
9660,3230,5665,23605,3255
9661,3230,5700,23605,3255
9662,3230,5700,23605,3255
9663,3230,5700,23610,3255
9664,3230,5700,23610,3255
9665,3230,5700,23615,3255
9666,3230,5700,23620,3255
