,1% Greedy,5% Greedy,BBB,Greedy
19059,4895,9245,46355,4395
19060,4895,9245,46360,4395
19061,4895,9245,46360,4395
19062,4895,9245,46360,4395
19063,4895,9245,46365,4395
19064,4895,9245,46365,4390
19065,4895,9245,46370,4390
19066,4895,9245,46370,4390
19067,4895,9245,46370,4390
19068,4895,9245,46370,4390
19069,4895,9245,46370,4390
19070,4895,9245,46370,4390
19071,4895,9245,46375,4390
19072,4895,9245,46380,4390
19073,4895,9245,46380,4390
19074,4895,9245,46380,4425
19075,4895,9245,46385,4425
19076,4895,9245,46390,4425
19077,4895,9245,46390,4425
19078,4895,9245,46390,4425
19079,4895,9245,46395,4425
19080,4895,9245,46395,4425
19081,4895,9245,46395,4425
19082,4895,9245,46395,4425
19083,4895,9245,46395,4425
19084,4895,9245,46395,4425
19085,4895,9245,46395,4425
19086,4895,9245,46400,4425
19087,4895,9245,46400,4425
19088,4895,9245,46405,4425
19089,4895,9245,46405,4425
19090,4895,9245,46410,4425
19091,4895,9280,46410,4425
19092,4895,9280,46410,4425
19093,4895,9280,46410,4425
19094,4895,9280,46410,4425
19095,4895,9280,46415,4425
19096,4895,9280,46415,4425
19097,4895,9280,46420,4425
19098,4895,9280,46420,4425
19099,4895,9280,46425,4425
19100,4895,9280,46425,4425
19101,4930,9280,46425,4425
19102,4930,9280,46425,4425
19103,4930,9280,46425,4420
19104,4930,9280,46425,4420
19105,4930,9280,46425,4420
19106,4930,9280,46430,4420
19107,4930,9280,46430,4420
19108,4930,9280,46430,4420
19109,4930,9280,46435,4420
19110,4930,9280,46435,4420
19111,4930,9280,46440,4420
19112,4930,9280,46445,4420
19113,4930,9280,46445,4420
19114,4930,9280,46450,4420
19115,4930,9280,46450,4420
19116,4925,9280,46450,4415
19117,4925,9280,46450,4415
19118,4960,9280,46450,4415
19119,4960,9280,46455,4415
19120,4960,9280,46460,4415
19121,4960,9285,46465,4415
19122,4960,9285,46470,4415
19123,4960,9285,46475,4415
19124,4960,9285,46480,4415
19125,4960,9285,46480,4415
19126,4960,9285,46480,4415
19127,4960,9285,46480,4415
19128,4995,9285,46480,4415
19129,4995,9285,46480,4415
19130,4995,9285,46485,4415
19131,4995,9285,46490,4415
19132,4995,9290,46495,4415
19133,4995,9290,46495,4415
19134,4995,9290,46500,4415
19135,4995,9295,46505,4415
19136,4995,9295,46505,4415
19137,4995,9295,46505,4415
19138,4995,9295,46510,4415
19139,4995,9295,46515,4415
19140,4995,9295,46515,4415
19141,4995,9290,46515,4415
19142,4995,9290,46515,4415
19143,4995,9290,46520,4415
19144,4995,9290,46520,4415
19145,4995,9290,46525,4415
19146,4995,9290,46530,4415
19147,4995,9290,46530,4415
19148,4995,9290,46535,4415
19149,4995,9290,46535,4415
19150,4995,9290,46535,4415
19151,4995,9290,46535,4415
19152,4995,9290,46535,4415
19153,4995,9290,46535,4415
19154,4995,9290,46535,4415
19155,4995,9290,46535,4415
19156,4995,9290,46535,4415
19157,4995,9295,46540,4415
19158,4995,9295,46540,4415
19159,4995,9295,46545,4415
19160,4995,9295,46550,4415
19161,4995,9295,46555,4415
19162,4995,9295,46560,4415
19163,4995,9295,46565,4415
19164,4995,9295,46570,4415
19165,4995,9295,46575,4415
19166,4995,9295,46575,4415
19167,4995,9295,46575,4415
19168,4995,9295,46575,4415
19169,4995,9295,46580,4415
19170,4995,9295,46580,4415
19171,4995,9295,46580,4415
19172,4995,9295,46585,4415
19173,4995,9295,46590,4415
19174,4995,9295,46595,4415
19175,4995,9295,46600,4415
19176,4995,9295,46605,4415
19177,4995,9295,46610,4415
19178,4995,9295,46610,4415
19179,4995,9295,46615,4415
19180,4995,9295,46615,4450
19181,4995,9295,46615,4450
19182,4995,9295,46615,4450
19183,4995,9295,46615,4450
19184,4995,9295,46620,4450
19185,4995,9295,46620,4450
19186,4995,9295,46620,4450
19187,4995,9295,46625,4450
19188,4995,9295,46630,4450
19189,4995,9295,46635,4450
19190,5030,9295,46635,4450
19191,5030,9295,46635,4450
19192,5030,9295,46640,4450
19193,5030,9295,46640,4450
19194,5030,9295,46645,4450
19195,5030,9295,46645,4450
19196,5030,9295,46645,4450
19197,5025,9295,46645,4450
19198,5025,9295,46650,4450
19199,5025,9295,46655,4450
19200,5025,9295,46655,4450
19201,5025,9295,46655,4450
19202,5025,9295,46655,4450
19203,5025,9295,46655,4450
19204,5025,9295,46655,4450
19205,5025,9295,46660,4450
19206,5025,9295,46665,4450
19207,5025,9295,46670,4450
19208,5025,9295,46675,4450
19209,5025,9330,46675,4450
19210,5025,9330,46675,4450
19211,5025,9330,46675,4450
19212,5025,9330,46680,4450
19213,5025,9330,46685,4450
19214,5025,9330,46685,4450
19215,5025,9330,46690,4450
19216,5025,9330,46695,4450
19217,5025,9330,46700,4450
19218,5025,9330,46705,4450
19219,5025,9330,46710,4450
19220,5025,9330,46715,4450
19221,5025,9330,46715,4445
19222,5025,9330,46715,4445
19223,5025,9330,46715,4445
19224,5025,9330,46715,4445
19225,5025,9330,46720,4445
19226,5025,9330,46725,4445
19227,5025,9330,46730,4445
19228,5020,9330,46730,4445
19229,5020,9330,46730,4445
19230,5015,9330,46730,4445
19231,5015,9330,46735,4445
19232,5015,9330,46735,4445
19233,5015,9330,46735,4445
19234,5015,9330,46735,4445
19235,5015,9330,46740,4445
19236,5015,9330,46745,4445
19237,5010,9330,46745,4445
19238,5010,9330,46750,4445
19239,5010,9330,46750,4445
19240,5010,9330,46750,4445
19241,5010,9330,46750,4445
19242,5010,9330,46755,4445
19243,5010,9330,46755,4445
19244,5010,9330,46755,4445
19245,5010,9330,46760,4445
19246,5010,9330,46760,4445
19247,5010,9330,46765,4445
19248,5010,9330,46765,4445
19249,5010,9330,46765,4445
19250,5010,9330,46770,4445
19251,5010,9330,46770,4445
19252,5010,9330,46775,4445
19253,5010,9330,46780,4445
19254,5010,9330,46780,4445
19255,5010,9330,46785,4445
19256,5010,9330,46790,4445
19257,5010,9330,46795,4445
19258,5010,9330,46800,4445
19259,5010,9330,46800,4445
19260,5010,9330,46805,4445
19261,5010,9330,46810,4445
19262,5010,9330,46815,4445
19263,5010,9330,46820,4445
19264,5010,9330,46825,4445
19265,5010,9330,46825,4445
19266,5010,9330,46825,4445
19267,5010,9330,46825,4445
19268,5010,9330,46830,4445
19269,5010,9330,46835,4445
19270,5010,9330,46840,4445
19271,5010,9330,46840,4445
19272,5010,9330,46840,4445
19273,5010,9330,46840,4445
19274,5010,9330,46845,4445
19275,5010,9325,46845,4445
19276,5010,9325,46845,4445
19277,5010,9325,46845,4445
19278,5010,9325,46850,4445
19279,5010,9325,46850,4445
19280,5010,9325,46850,4445
19281,5045,9325,46850,4480
19282,5045,9325,46850,4480
19283,5045,9325,46855,4480
19284,5045,9325,46860,4480
19285,5045,9325,46865,4480
19286,5045,9325,46865,4480
19287,5050,9330,46870,4485
19288,5050,9330,46870,4480
19289,5050,9330,46870,4480
19290,5050,9330,46870,4480
19291,5050,9330,46875,4480
19292,5050,9330,46875,4480
19293,5050,9330,46875,4480
19294,5050,9330,46875,4480
19295,5050,9330,46875,4480
19296,5050,9330,46880,4480
19297,5050,9330,46885,4480
19298,5050,9330,46890,4480
19299,5050,9330,46890,4480
19300,5050,9330,46895,4480
19301,5050,9330,46900,4480
19302,5050,9330,46905,4480
19303,5050,9330,46905,4480
19304,5050,9330,46905,4480
19305,5050,9330,46905,4480
19306,5050,9330,46905,4480
19307,5050,9330,46910,4480
19308,5050,9330,46910,4480
19309,5050,9365,46910,4480
19310,5050,9365,46910,4480
19311,5050,9365,46915,4480
19312,5050,9365,46915,4480
19313,5050,9365,46915,4480
19314,5050,9365,46915,4480
19315,5050,9365,46920,4480
19316,5050,9365,46920,4480
19317,5050,9365,46925,4480
19318,5050,9365,46925,4480
19319,5050,9365,46930,4480
19320,5050,9365,46935,4480
19321,5050,9365,46935,4480
19322,5050,9365,46935,4480
19323,5050,9365,46940,4480
19324,5050,9365,46945,4480
19325,5050,9365,46950,4480
19326,5050,9365,46955,4480
19327,5050,9370,46960,4480
19328,5050,9370,46965,4480
19329,5050,9370,46970,4480
19330,5050,9370,46970,4480
19331,5050,9370,46970,4480
19332,5050,9370,46970,4480
19333,5050,9370,46970,4480
19334,5050,9370,46975,4480
19335,5050,9370,46980,4480
19336,5050,9370,46985,4480
19337,5050,9370,46990,4480
19338,5050,9370,46995,4480
19339,5050,9370,46995,4480
19340,5050,9370,47000,4480
19341,5050,9370,47005,4480
19342,5050,9370,47010,4480
19343,5050,9370,47010,4480
19344,5050,9370,47010,4475
19345,5050,9370,47010,4475
19346,5050,9370,47015,4475
19347,5050,9370,47015,4475
19348,5050,9370,47020,4475
19349,5050,9370,47020,4475
19350,5050,9370,47025,4475
19351,5050,9370,47030,4475
19352,5050,9370,47035,4475
19353,5050,9370,47035,4475
19354,5050,9370,47040,4475
19355,5050,9370,47040,4470
19356,5045,9370,47040,4505
19357,5045,9370,47045,4505
19358,5040,9370,47045,4505
19359,5040,9405,47045,4505
19360,5040,9440,47045,4505
19361,5040,9440,47050,4505
19362,5040,9440,47055,4505
19363,5040,9440,47055,4505
19364,5040,9440,47060,4505
19365,5040,9440,47060,4505
19366,5040,9440,47065,4505
19367,5040,9440,47065,4505
19368,5040,9440,47070,4505
19369,5040,9440,47075,4505
19370,5075,9475,47075,4505
19371,5075,9475,47075,4505
19372,5075,9475,47075,4505
19373,5075,9475,47075,4505
19374,5075,9475,47075,4505
19375,5075,9475,47080,4505
19376,5075,9475,47085,4505
19377,5075,9475,47085,4505
19378,5075,9475,47090,4505
19379,5075,9475,47090,4505
19380,5075,9475,47095,4505
19381,5075,9475,47100,4505
19382,5075,9475,47105,4505
19383,5075,9475,47105,4505
19384,5075,9475,47105,4505
19385,5075,9475,47105,4505
19386,5075,9475,47105,4505
19387,5075,9475,47105,4540
19388,5075,9475,47110,4540
19389,5075,9475,47110,4540
19390,5075,9475,47110,4540
19391,5075,9475,47115,4540
19392,5075,9475,47115,4540
19393,5075,9475,47115,4540
19394,5075,9475,47115,4540
19395,5075,9475,47115,4540
19396,5075,9475,47120,4540
19397,5075,9475,47120,4540
19398,5075,9475,47125,4540
19399,5075,9475,47130,4540
19400,5075,9475,47135,4540
19401,5075,9475,47140,4540
19402,5075,9510,47140,4540
19403,5075,9510,47145,4540
19404,5075,9510,47150,4540
19405,5075,9510,47155,4540
19406,5075,9505,47155,4540
19407,5075,9505,47155,4540
19408,5075,9505,47160,4540
19409,5110,9505,47160,4540
19410,5110,9505,47165,4540
19411,5110,9505,47165,4540
19412,5110,9505,47165,4540
19413,5110,9505,47165,4540
19414,5110,9505,47170,4540
19415,5110,9505,47170,4540
19416,5110,9505,47170,4540
19417,5110,9505,47170,4540
19418,5110,9505,47170,4540
19419,5110,9505,47170,4540
19420,5110,9505,47175,4540
19421,5110,9500,47175,4540
19422,5110,9500,47175,4540
19423,5110,9500,47175,4540
19424,5110,9500,47175,4540
19425,5110,9500,47175,4540
19426,5110,9500,47175,4540
19427,5110,9500,47175,4540
19428,5110,9500,47180,4540
19429,5110,9500,47185,4540
19430,5110,9500,47190,4540
19431,5110,9500,47190,4540
19432,5110,9500,47190,4540
19433,5110,9500,47195,4540
19434,5110,9500,47200,4540
19435,5110,9500,47200,4540
19436,5110,9500,47205,4540
19437,5110,9500,47210,4540
19438,5110,9500,47215,4540
19439,5110,9500,47220,4540
19440,5110,9500,47225,4540
19441,5110,9500,47225,4540
19442,5110,9500,47225,4540
19443,5110,9500,47225,4540
19444,5110,9500,47225,4540
19445,5110,9500,47225,4540
19446,5110,9500,47230,4540
19447,5110,9500,47230,4540
19448,5110,9500,47235,4540
19449,5110,9500,47240,4540
19450,5110,9500,47245,4540
19451,5110,9500,47250,4540
19452,5110,9500,47250,4540
19453,5110,9500,47250,4540
19454,5110,9500,47250,4540
19455,5110,9500,47255,4540
19456,5110,9500,47255,4540
19457,5110,9500,47260,4540
19458,5110,9500,47265,4540
19459,5110,9500,47270,4540
19460,5110,9500,47270,4535
19461,5110,9500,47270,4535
19462,5145,9500,47270,4535
19463,5145,9500,47275,4535
19464,5145,9500,47275,4535
19465,5145,9500,47280,4535
19466,5145,9495,47280,4535
19467,5145,9495,47285,4535
19468,5145,9490,47285,4535
19469,5145,9490,47290,4535
19470,5145,9490,47290,4535
19471,5145,9525,47290,4535
19472,5145,9525,47295,4535
19473,5145,9525,47300,4535
19474,5145,9525,47305,4535
19475,5140,9525,47305,4535
19476,5140,9525,47305,4535
19477,5140,9525,47310,4535
19478,5140,9525,47310,4535
19479,5140,9525,47310,4535
19480,5140,9525,47310,4535
19481,5140,9525,47310,4570
19482,5140,9525,47315,4570
19483,5140,9525,47315,4570
19484,5140,9525,47315,4570
19485,5140,9525,47320,4570
19486,5140,9525,47320,4570
19487,5140,9525,47325,4570
19488,5140,9525,47325,4570
19489,5140,9525,47330,4570
19490,5140,9525,47335,4570
19491,5140,9525,47335,4570
19492,5140,9525,47335,4570
19493,5140,9525,47340,4570
19494,5140,9525,47340,4570
19495,5140,9525,47340,4570
19496,5140,9525,47340,4570
19497,5140,9525,47345,4570
19498,5140,9525,47345,4570
19499,5140,9525,47350,4570
19500,5140,9525,47350,4570
19501,5135,9525,47350,4570
19502,5135,9525,47350,4570
19503,5135,9525,47355,4570
19504,5135,9525,47355,4570
19505,5135,9525,47360,4570
19506,5135,9525,47365,4570
19507,5130,9525,47365,4570
19508,5130,9525,47370,4570
19509,5130,9560,47370,4570
19510,5130,9560,47375,4570
19511,5130,9560,47375,4570
19512,5130,9560,47375,4570
19513,5130,9560,47375,4570
19514,5130,9560,47375,4570
19515,5130,9560,47380,4570
19516,5130,9560,47385,4570
19517,5130,9560,47390,4570
19518,5130,9560,47390,4570
19519,5165,9560,47390,4570
19520,5165,9560,47390,4570
19521,5165,9560,47390,4570
19522,5165,9560,47390,4570
19523,5165,9560,47395,4570
19524,5165,9560,47395,4570
19525,5165,9560,47400,4570
19526,5165,9560,47405,4570
19527,5165,9560,47405,4570
19528,5165,9560,47410,4570
19529,5165,9560,47410,4570
19530,5160,9560,47410,4570
19531,5160,9560,47415,4570
19532,5160,9560,47415,4570
19533,5195,9560,47415,4570
19534,5195,9560,47420,4570
19535,5195,9560,47425,4570
19536,5195,9565,47430,4570
19537,5195,9565,47435,4570
19538,5195,9565,47435,4570
19539,5195,9565,47435,4570
19540,5195,9565,47440,4570
19541,5195,9565,47445,4570
19542,5195,9565,47445,4570
19543,5195,9565,47445,4570
19544,5230,9565,47445,4605
19545,5230,9565,47445,4605
19546,5230,9565,47450,4605
19547,5230,9565,47455,4605
19548,5230,9565,47455,4605
19549,5230,9565,47455,4605
19550,5230,9565,47455,4605
19551,5230,9565,47460,4605
19552,5230,9565,47460,4605
19553,5230,9565,47465,4605
19554,5230,9565,47465,4605
19555,5230,9565,47465,4605
19556,5230,9565,47465,4605
19557,5230,9565,47465,4605
19558,5230,9565,47465,4605
19559,5230,9565,47470,4605
19560,5230,9565,47475,4605
19561,5230,9565,47475,4600
19562,5230,9600,47475,4600
19563,5230,9600,47480,4600
19564,5230,9600,47480,4600
19565,5230,9600,47485,4600
19566,5230,9600,47490,4600
19567,5230,9600,47490,4600
19568,5230,9600,47490,4600
19569,5230,9600,47490,4600
19570,5230,9600,47495,4600
19571,5265,9600,47495,4600
19572,5265,9600,47500,4600
19573,5265,9600,47500,4600
19574,5265,9600,47505,4600
19575,5265,9600,47505,4600
19576,5265,9600,47505,4600
19577,5265,9600,47505,4600
19578,5300,9600,47505,4600
19579,5335,9600,47505,4600
19580,5335,9605,47510,4605
19581,5335,9605,47510,4605
19582,5335,9605,47515,4605
19583,5335,9605,47520,4605
19584,5335,9605,47525,4605
19585,5335,9605,47530,4605
19586,5335,9605,47535,4605
19587,5335,9605,47540,4605
19588,5335,9605,47540,4605
19589,5335,9605,47540,4605
19590,5330,9605,47540,4605
19591,5330,9605,47545,4605
19592,5330,9605,47550,4605
19593,5325,9605,47550,4605
19594,5325,9605,47555,4605
19595,5325,9605,47555,4605
19596,5325,9605,47560,4605
19597,5325,9605,47565,4605
19598,5325,9605,47570,4605
19599,5325,9605,47570,4605
19600,5325,9605,47575,4605
19601,5325,9605,47575,4605
19602,5325,9605,47575,4605
19603,5325,9605,47575,4605
19604,5325,9605,47580,4605
19605,5325,9605,47580,4605
19606,5320,9605,47580,4605
19607,5320,9605,47585,4605
19608,5320,9605,47590,4605
19609,5320,9605,47590,4605
19610,5320,9605,47595,4605
19611,5320,9605,47595,4605
19612,5320,9605,47595,4605
19613,5320,9605,47595,4605
19614,5320,9605,47595,4605
19615,5320,9605,47595,4605
19616,5320,9605,47600,4605
19617,5320,9605,47600,4605
19618,5320,9605,47605,4605
19619,5320,9640,47605,4605
19620,5320,9640,47610,4605
19621,5320,9640,47615,4605
19622,5320,9640,47615,4605
19623,5325,9640,47620,4605
19624,5325,9640,47620,4605
19625,5325,9640,47625,4605
19626,5325,9640,47625,4605
19627,5325,9635,47625,4605
19628,5325,9635,47630,4605
19629,5325,9635,47635,4605
19630,5325,9670,47635,4605
19631,5325,9670,47640,4605
19632,5325,9670,47640,4605
19633,5325,9670,47645,4605
19634,5325,9670,47650,4605
19635,5325,9670,47650,4605
19636,5325,9670,47655,4605
19637,5325,9670,47660,4605
19638,5325,9670,47665,4605
19639,5325,9670,47665,4605
19640,5325,9670,47670,4605
19641,5325,9670,47670,4605
19642,5325,9670,47670,4605
19643,5320,9670,47670,4605
19644,5320,9670,47675,4605
19645,5320,9670,47680,4605
19646,5320,9670,47680,4605
19647,5320,9670,47680,4605
19648,5320,9670,47685,4605
19649,5320,9670,47685,4605
19650,5320,9670,47690,4605
19651,5320,9670,47695,4605
19652,5320,9670,47695,4605
19653,5320,9670,47700,4605
19654,5320,9670,47705,4605
19655,5355,9670,47705,4605
19656,5355,9670,47710,4605
19657,5355,9670,47715,4605
19658,5355,9670,47720,4605
19659,5355,9670,47720,4605
19660,5355,9670,47725,4605
19661,5355,9670,47730,4605
19662,5355,9670,47735,4605
19663,5355,9670,47740,4605
19664,5355,9670,47745,4605
19665,5355,9670,47750,4605
19666,5355,9670,47755,4605
19667,5355,9670,47755,4605
19668,5355,9670,47755,4605
19669,5355,9670,47760,4605
19670,5355,9670,47760,4605
19671,5355,9670,47760,4605
19672,5355,9670,47765,4605
19673,5355,9670,47770,4605
19674,5355,9670,47770,4605
19675,5355,9670,47775,4605
19676,5355,9705,47775,4605
19677,5355,9705,47775,4605
19678,5355,9705,47775,4605
19679,5355,9705,47775,4605
19680,5355,9705,47780,4605
19681,5355,9705,47785,4605
19682,5350,9705,47785,4605
19683,5350,9705,47785,4605
19684,5350,9705,47790,4605
19685,5350,9705,47790,4605
19686,5350,9705,47795,4605
19687,5350,9705,47800,4605
19688,5350,9705,47805,4605
19689,5350,9705,47810,4605
19690,5350,9705,47815,4605
19691,5350,9705,47820,4605
19692,5385,9705,47820,4605
19693,5385,9740,47820,4605
19694,5385,9740,47820,4605
19695,5380,9740,47820,4605
19696,5380,9740,47825,4605
19697,5380,9740,47825,4605
19698,5380,9745,47830,4605
19699,5380,9745,47835,4605
19700,5380,9745,47835,4605
19701,5380,9745,47840,4605
19702,5380,9745,47845,4605
19703,5380,9745,47850,4605
19704,5380,9745,47855,4605
19705,5380,9745,47860,4605
19706,5380,9745,47860,4605
19707,5380,9745,47860,4605
19708,5380,9745,47865,4605
19709,5380,9745,47865,4605
19710,5380,9745,47865,4605
19711,5380,9745,47870,4605
19712,5380,9745,47875,4605
19713,5380,9745,47875,4605
19714,5380,9745,47880,4605
19715,5415,9745,47880,4605
19716,5415,9745,47880,4605
19717,5415,9745,47885,4605
19718,5415,9750,47890,4605
19719,5415,9750,47895,4605
19720,5415,9750,47895,4605
19721,5415,9750,47895,4605
19722,5415,9750,47900,4605
19723,5415,9750,47905,4605
19724,5415,9750,47910,4605
19725,5415,9750,47910,4605
19726,5415,9750,47910,4605
19727,5415,9750,47910,4605
19728,5415,9750,47910,4605
19729,5415,9750,47910,4605
19730,5415,9750,47915,4605
19731,5415,9755,47920,4605
19732,5415,9755,47925,4605
19733,5415,9755,47925,4600
19734,5415,9755,47930,4600
19735,5415,9755,47930,4595
19736,5415,9755,47930,4595
19737,5415,9755,47930,4595
19738,5415,9755,47930,4595
19739,5415,9755,47935,4595
19740,5415,9755,47935,4595
19741,5415,9755,47935,4595
19742,5415,9755,47935,4595
19743,5415,9755,47940,4595
19744,5415,9755,47940,4595
19745,5415,9755,47945,4595
19746,5415,9755,47945,4595
19747,5415,9755,47945,4595
19748,5415,9755,47950,4595
19749,5415,9755,47950,4595
19750,5415,9755,47955,4595
19751,5415,9755,47955,4595
19752,5415,9755,47955,4595
19753,5415,9755,47960,4595
19754,5415,9755,47960,4630
19755,5415,9760,47965,4630
19756,5415,9760,47965,4630
19757,5415,9760,47970,4630
19758,5415,9760,47975,4630
19759,5415,9760,47980,4630
19760,5415,9760,47980,4630
19761,5415,9795,47980,4630
19762,5415,9795,47985,4630
19763,5415,9795,47990,4630
19764,5415,9795,47990,4630
19765,5415,9795,47995,4630
19766,5415,9790,47995,4630
19767,5415,9790,48000,4630
19768,5415,9790,48000,4630
19769,5415,9790,48005,4630
19770,5415,9790,48005,4630
19771,5415,9790,48005,4630
19772,5415,9790,48010,4630
19773,5415,9790,48010,4630
19774,5415,9790,48010,4630
19775,5415,9790,48015,4630
19776,5415,9790,48020,4630
19777,5415,9790,48020,4630
19778,5415,9790,48025,4630
19779,5415,9790,48025,4630
19780,5415,9790,48030,4630
19781,5415,9790,48030,4630
19782,5415,9790,48035,4630
19783,5415,9790,48040,4630
19784,5415,9790,48040,4630
19785,5415,9785,48040,4630
19786,5415,9820,48040,4630
19787,5415,9820,48040,4630
19788,5415,9820,48040,4630
19789,5415,9820,48040,4630
19790,5415,9820,48045,4630
19791,5415,9820,48050,4630
19792,5415,9820,48055,4630
19793,5415,9820,48055,4630
19794,5415,9820,48055,4630
19795,5415,9855,48055,4630
19796,5415,9855,48055,4630
19797,5415,9860,48060,4630
19798,5415,9860,48060,4630
19799,5415,9860,48060,4630
19800,5415,9860,48065,4630
19801,5415,9860,48070,4630
19802,5415,9860,48070,4630
19803,5415,9860,48070,4630
19804,5415,9860,48070,4630
19805,5415,9860,48070,4630
19806,5415,9860,48070,4630
19807,5415,9860,48075,4630
19808,5415,9860,48080,4630
19809,5415,9860,48080,4630
19810,5415,9860,48085,4630
19811,5415,9860,48085,4630
19812,5415,9860,48085,4630
19813,5415,9860,48085,4630
19814,5415,9860,48085,4630
19815,5415,9860,48090,4630
19816,5415,9860,48095,4630
19817,5415,9860,48100,4630
19818,5415,9860,48105,4630
19819,5415,9860,48105,4630
19820,5415,9860,48110,4630
19821,5415,9860,48115,4630
19822,5415,9860,48120,4630
19823,5415,9860,48125,4630
19824,5415,9860,48130,4630
19825,5415,9860,48135,4630
19826,5415,9860,48140,4630
19827,5415,9860,48140,4630
19828,5415,9860,48140,4630
19829,5415,9860,48140,4665
19830,5415,9860,48145,4665
19831,5415,9860,48150,4665
19832,5415,9860,48150,4665
19833,5415,9860,48155,4665
19834,5415,9860,48155,4665
19835,5415,9860,48155,4665
19836,5415,9860,48155,4665
19837,5415,9860,48160,4665
19838,5420,9860,48165,4665
19839,5420,9860,48170,4665
19840,5420,9860,48175,4665
19841,5420,9860,48175,4665
19842,5420,9860,48175,4665
19843,5420,9860,48180,4665
19844,5420,9860,48180,4665
19845,5420,9860,48185,4665
19846,5420,9860,48185,4700
19847,5420,9860,48185,4700
19848,5420,9860,48190,4700
19849,5420,9860,48190,4700
19850,5420,9860,48195,4700
19851,5420,9860,48200,4700
19852,5420,9860,48200,4700
19853,5420,9860,48205,4700
19854,5420,9860,48210,4700
19855,5420,9860,48215,4700
19856,5420,9860,48220,4700
19857,5420,9860,48225,4700
19858,5420,9860,48230,4700
19859,5420,9860,48230,4700
19860,5455,9860,48230,4700
19861,5455,9860,48235,4700
19862,5455,9860,48240,4700
19863,5455,9860,48245,4700
19864,5455,9860,48245,4700
19865,5455,9860,48245,4700
19866,5455,9860,48250,4700
19867,5455,9860,48255,4700
19868,5455,9860,48255,4700
19869,5455,9860,48255,4700
19870,5455,9860,48255,4700
19871,5455,9860,48255,4700
19872,5455,9860,48255,4700
19873,5455,9860,48255,4700
19874,5455,9860,48255,4700
19875,5455,9860,48255,4700
19876,5455,9860,48255,4700
19877,5455,9860,48260,4700
19878,5455,9860,48265,4700
19879,5455,9860,48270,4700
19880,5455,9860,48275,4700
19881,5455,9860,48280,4700
19882,5490,9860,48280,4700
19883,5490,9860,48285,4700
19884,5490,9855,48285,4700
19885,5490,9855,48290,4700
19886,5490,9855,48295,4700
19887,5490,9855,48295,4700
19888,5490,9855,48300,4700
19889,5490,9855,48300,4700
19890,5490,9855,48300,4700
19891,5490,9855,48305,4700
19892,5490,9855,48310,4700
19893,5490,9855,48315,4700
19894,5490,9855,48315,4735
19895,5490,9855,48315,4735
19896,5490,9855,48320,4735
19897,5490,9855,48325,4735
19898,5490,9855,48330,4735
19899,5490,9855,48335,4735
19900,5490,9855,48335,4735
19901,5490,9855,48335,4770
19902,5490,9855,48340,4770
19903,5490,9855,48340,4770
19904,5490,9855,48340,4770
19905,5490,9850,48340,4770
19906,5490,9850,48345,4770
19907,5490,9850,48345,4770
19908,5490,9850,48345,4770
19909,5525,9850,48345,4770
19910,5525,9855,48350,4770
19911,5525,9855,48355,4770
19912,5525,9855,48355,4770
19913,5525,9855,48360,4770
19914,5525,9855,48365,4770
19915,5525,9855,48370,4770
19916,5525,9855,48370,4770
19917,5525,9855,48370,4770
19918,5525,9855,48375,4770
19919,5525,9855,48380,4770
19920,5525,9855,48385,4770
19921,5525,9855,48390,4770
19922,5525,9890,48390,4770
19923,5525,9890,48395,4770
19924,5525,9890,48400,4770
19925,5525,9890,48405,4770
19926,5525,9890,48410,4770
19927,5525,9885,48410,4770
19928,5525,9885,48410,4770
19929,5525,9885,48415,4770
19930,5525,9890,48420,4770
19931,5525,9890,48420,4770
19932,5525,9890,48425,4770
19933,5525,9890,48425,4770
19934,5525,9890,48425,4770
19935,5525,9890,48425,4770
19936,5525,9890,48430,4770
19937,5525,9890,48430,4770
19938,5525,9890,48435,4770
19939,5525,9890,48435,4770
19940,5525,9895,48440,4770
19941,5525,9895,48440,4770
19942,5525,9895,48440,4770
19943,5525,9895,48445,4770
19944,5525,9895,48450,4770
19945,5525,9895,48450,4770
19946,5525,9895,48450,4770
19947,5525,9895,48455,4770
19948,5525,9895,48460,4770
19949,5525,9895,48465,4770
19950,5525,9895,48465,4770
19951,5525,9895,48470,4770
19952,5525,9895,48470,4770
19953,5525,9895,48470,4770
19954,5525,9895,48475,4770
19955,5525,9895,48480,4770
19956,5525,9895,48480,4770
19957,5525,9930,48480,4770
19958,5525,9930,48485,4770
19959,5525,9930,48485,4770
19960,5525,9930,48490,4770
19961,5525,9930,48495,4770
19962,5525,9930,48495,4770
19963,5525,9930,48495,4805
19964,5525,9935,48500,4805
19965,5525,9935,48500,4805
19966,5525,9935,48500,4805
19967,5525,9935,48500,4805
19968,5525,9935,48505,4805
19969,5525,9935,48510,4805
19970,5525,9935,48515,4805
19971,5525,9935,48520,4805
19972,5525,9935,48520,4805
19973,5525,9935,48520,4805
19974,5525,9935,48525,4805
19975,5525,9970,48525,4805
19976,5525,9970,48530,4805
19977,5525,9970,48530,4805
19978,5525,9970,48530,4805
19979,5525,9970,48530,4805
19980,5525,9970,48530,4805
19981,5525,9970,48530,4805
19982,5525,9970,48530,4805
19983,5525,9970,48535,4805
19984,5525,9970,48535,4805
19985,5525,9970,48540,4805
19986,5525,9970,48545,4805
19987,5525,9970,48550,4805
19988,5525,9970,48550,4805
19989,5525,9970,48555,4805
