	Steps	Greedy	1% Greedy	5% Greedy	BBB		 BBB (All Steps)
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4810
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4845
							4880
							4880
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4915
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4950
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							4985
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5020
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5015
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5050
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5085
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5120
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5125
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5160
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5195
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
							5190
