,5%Greedy_1 0.00001,5%Greedy_2 0.00001,5%Greedy_3 0.00001,5%Greedy_4 0.00001
17338,13015,12715,13020,11365
17339,13015,12715,13020,11365
17340,13015,12715,13020,11365
17341,13050,12715,13020,11365
17342,13050,12715,13020,11365
17343,13050,12715,13020,11365
17344,13050,12715,13020,11365
17345,13050,12715,13020,11365
17346,13050,12715,13020,11365
17347,13050,12715,13020,11365
17348,13050,12715,13020,11365
17349,13050,12715,13055,11365
17350,13050,12710,13055,11365
17351,13050,12710,13055,11365
17352,13050,12710,13055,11365
17353,13050,12710,13055,11365
17354,13050,12745,13055,11365
17355,13050,12745,13055,11365
17356,13050,12745,13050,11365
17357,13050,12745,13050,11365
17358,13050,12745,13050,11365
17359,13050,12745,13050,11365
17360,13050,12745,13050,11365
17361,13050,12745,13050,11365
17362,13050,12745,13050,11365
17363,13050,12750,13050,11365
17364,13050,12750,13050,11365
17365,13055,12750,13050,11365
17366,13055,12750,13050,11365
17367,13055,12750,13050,11365
17368,13055,12750,13050,11365
17369,13055,12745,13050,11365
17370,13055,12745,13050,11365
17371,13055,12745,13050,11365
17372,13055,12745,13050,11365
17373,13055,12745,13050,11365
17374,13055,12745,13050,11365
17375,13055,12745,13050,11365
17376,13055,12745,13050,11365
17377,13055,12745,13050,11365
17378,13055,12745,13050,11365
17379,13055,12745,13050,11365
17380,13055,12745,13050,11365
17381,13055,12745,13050,11360
17382,13055,12745,13050,11360
17383,13055,12745,13050,11360
17384,13055,12745,13050,11360
17385,13055,12745,13050,11360
17386,13055,12745,13050,11360
17387,13055,12745,13050,11360
17388,13050,12745,13050,11360
17389,13085,12745,13050,11360
17390,13085,12745,13050,11360
17391,13085,12740,13050,11360
17392,13085,12740,13050,11360
17393,13085,12740,13050,11360
17394,13085,12740,13050,11355
17395,13085,12740,13050,11355
17396,13120,12740,13050,11355
17397,13120,12740,13050,11355
17398,13120,12740,13050,11355
17399,13120,12775,13050,11355
17400,13120,12770,13050,11355
17401,13120,12770,13050,11355
17402,13120,12770,13050,11355
17403,13120,12770,13050,11355
17404,13125,12770,13050,11355
17405,13125,12770,13050,11355
17406,13125,12770,13050,11355
17407,13125,12770,13050,11355
17408,13125,12770,13050,11355
17409,13125,12770,13050,11360
17410,13125,12770,13050,11360
17411,13125,12770,13050,11360
17412,13125,12770,13050,11360
17413,13125,12770,13050,11360
17414,13125,12770,13050,11355
17415,13125,12770,13050,11390
17416,13125,12765,13050,11390
17417,13125,12765,13050,11390
17418,13125,12765,13050,11390
17419,13125,12765,13050,11390
17420,13125,12765,13050,11390
17421,13125,12765,13050,11390
17422,13125,12765,13050,11390
17423,13125,12765,13050,11390
17424,13125,12765,13050,11390
17425,13125,12765,13050,11390
17426,13125,12765,13050,11395
17427,13125,12765,13050,11395
17428,13125,12765,13050,11395
17429,13125,12765,13050,11395
17430,13125,12765,13050,11395
17431,13125,12765,13050,11395
17432,13125,12765,13050,11395
17433,13125,12770,13050,11395
17434,13125,12770,13050,11395
17435,13125,12770,13050,11395
17436,13125,12770,13050,11395
17437,13120,12770,13045,11395
17438,13120,12770,13045,11395
17439,13120,12770,13045,11395
17440,13120,12770,13045,11395
17441,13120,12770,13045,11395
17442,13120,12770,13045,11395
17443,13120,12770,13045,11395
17444,13120,12770,13045,11395
17445,13120,12770,13045,11395
17446,13120,12765,13045,11395
17447,13120,12765,13045,11395
17448,13120,12765,13045,11395
17449,13120,12765,13045,11395
17450,13120,12765,13045,11395
17451,13120,12765,13045,11395
17452,13120,12765,13045,11430
17453,13120,12765,13040,11430
17454,13120,12765,13040,11430
17455,13120,12765,13040,11430
17456,13120,12765,13040,11430
17457,13120,12760,13040,11430
17458,13120,12760,13040,11430
17459,13120,12760,13040,11430
17460,13120,12760,13040,11430
17461,13120,12795,13040,11430
17462,13120,12830,13040,11430
17463,13120,12830,13040,11430
17464,13120,12830,13040,11430
17465,13120,12830,13040,11430
17466,13120,12830,13040,11430
17467,13120,12830,13035,11430
17468,13120,12830,13035,11430
17469,13120,12830,13035,11430
17470,13120,12830,13035,11430
17471,13120,12835,13035,11430
17472,13120,12835,13035,11430
17473,13120,12835,13035,11430
17474,13120,12835,13035,11430
17475,13120,12835,13035,11430
17476,13120,12835,13035,11430
17477,13120,12835,13030,11430
17478,13120,12835,13030,11430
17479,13120,12835,13030,11430
17480,13120,12835,13065,11430
17481,13120,12835,13065,11430
17482,13120,12835,13065,11430
17483,13120,12835,13065,11430
17484,13120,12835,13065,11430
17485,13120,12835,13065,11430
17486,13120,12835,13065,11430
17487,13120,12835,13065,11430
17488,13120,12835,13065,11430
17489,13120,12835,13065,11430
17490,13120,12835,13065,11435
17491,13120,12835,13100,11435
17492,13120,12835,13100,11435
17493,13120,12835,13100,11435
17494,13120,12835,13100,11435
17495,13120,12835,13100,11435
17496,13120,12835,13100,11435
17497,13120,12835,13100,11435
17498,13120,12835,13100,11435
17499,13125,12835,13100,11435
17500,13125,12835,13100,11435
17501,13125,12835,13100,11435
17502,13125,12835,13100,11435
17503,13125,12835,13105,11435
17504,13125,12835,13105,11435
17505,13125,12830,13105,11435
17506,13125,12830,13105,11435
17507,13125,12830,13105,11435
17508,13125,12865,13105,11435
17509,13125,12865,13105,11470
17510,13125,12865,13105,11470
17511,13125,12865,13105,11470
17512,13125,12865,13105,11470
17513,13125,12865,13105,11470
17514,13125,12865,13105,11470
17515,13125,12865,13105,11470
17516,13125,12865,13105,11470
17517,13125,12865,13105,11470
17518,13125,12865,13105,11470
17519,13125,12865,13105,11470
17520,13125,12865,13105,11470
17521,13120,12900,13105,11470
17522,13120,12900,13105,11470
17523,13120,12900,13105,11470
17524,13120,12900,13140,11470
17525,13120,12900,13140,11470
17526,13120,12900,13140,11470
17527,13120,12900,13145,11475
17528,13120,12900,13145,11475
17529,13120,12900,13145,11475
17530,13120,12900,13145,11475
17531,13120,12900,13145,11475
17532,13115,12900,13145,11475
17533,13115,12900,13145,11475
17534,13115,12900,13145,11475
17535,13115,12895,13145,11475
17536,13115,12930,13145,11470
17537,13115,12930,13145,11470
17538,13115,12930,13145,11470
17539,13115,12925,13145,11470
17540,13115,12925,13145,11470
17541,13115,12925,13145,11470
17542,13115,12925,13145,11470
17543,13115,12925,13145,11470
17544,13115,12925,13145,11470
17545,13115,12925,13145,11470
17546,13115,12925,13145,11470
17547,13115,12925,13145,11470
17548,13115,12925,13145,11470
17549,13115,12920,13145,11470
17550,13115,12920,13145,11470
17551,13115,12920,13145,11470
17552,13115,12920,13145,11470
17553,13115,12920,13145,11470
17554,13115,12920,13150,11470
17555,13115,12920,13150,11470
17556,13115,12920,13150,11470
17557,13115,12920,13150,11470
17558,13115,12920,13150,11470
17559,13115,12920,13150,11470
17560,13115,12920,13150,11470
17561,13115,12920,13150,11465
17562,13115,12920,13150,11465
17563,13115,12920,13150,11465
17564,13115,12920,13150,11465
17565,13115,12920,13150,11465
17566,13115,12920,13150,11465
17567,13115,12920,13150,11465
17568,13115,12920,13150,11465
17569,13115,12920,13150,11465
17570,13115,12920,13150,11460
17571,13115,12920,13150,11460
17572,13115,12920,13150,11460
17573,13115,12920,13150,11460
17574,13115,12920,13150,11460
17575,13115,12920,13150,11460
17576,13110,12915,13150,11460
17577,13110,12915,13150,11460
17578,13110,12915,13150,11460
17579,13110,12915,13150,11460
17580,13110,12915,13150,11460
17581,13110,12915,13150,11460
17582,13110,12915,13150,11460
17583,13105,12915,13150,11460
17584,13105,12915,13150,11460
17585,13105,12915,13150,11460
17586,13105,12915,13150,11460
17587,13105,12915,13150,11460
17588,13105,12915,13150,11460
17589,13105,12915,13150,11460
17590,13140,12915,13150,11460
17591,13140,12915,13150,11460
17592,13145,12915,13150,11460
17593,13145,12915,13150,11460
17594,13140,12915,13150,11460
17595,13140,12915,13150,11460
17596,13140,12915,13150,11460
17597,13140,12915,13150,11460
17598,13140,12915,13150,11460
17599,13140,12915,13150,11460
17600,13135,12915,13150,11460
17601,13135,12950,13150,11460
17602,13135,12950,13150,11460
17603,13135,12950,13150,11460
17604,13135,12950,13150,11460
17605,13135,12950,13150,11460
17606,13170,12950,13150,11460
17607,13170,12950,13150,11460
17608,13170,12955,13150,11460
17609,13170,12955,13150,11460
17610,13170,12955,13150,11460
17611,13170,12955,13150,11460
17612,13170,12955,13150,11460
17613,13170,12955,13150,11460
17614,13170,12955,13150,11460
17615,13170,12955,13150,11460
17616,13170,12955,13150,11460
17617,13170,12955,13150,11460
17618,13170,12955,13150,11460
17619,13170,12955,13150,11495
17620,13170,12955,13150,11495
17621,13170,12955,13185,11495
17622,13170,12955,13185,11495
17623,13170,12955,13185,11495
17624,13170,12955,13185,11495
17625,13170,12955,13185,11495
17626,13170,12955,13185,11490
17627,13165,12955,13185,11490
17628,13165,12955,13185,11490
17629,13165,12955,13185,11490
17630,13165,12955,13185,11490
17631,13160,12955,13185,11490
17632,13160,12955,13185,11490
17633,13160,12955,13185,11490
17634,13160,12955,13185,11490
17635,13160,12955,13185,11490
17636,13160,12955,13185,11490
17637,13160,12955,13185,11490
17638,13160,12955,13185,11490
17639,13160,12955,13190,11490
17640,13160,12955,13190,11490
17641,13160,12955,13190,11490
17642,13160,12955,13190,11490
17643,13160,12955,13190,11490
17644,13160,12955,13190,11490
17645,13160,12955,13190,11490
17646,13160,12955,13190,11490
17647,13160,12955,13190,11490
17648,13160,12955,13190,11490
17649,13160,12955,13190,11490
17650,13160,12955,13190,11490
17651,13160,12955,13190,11490
17652,13160,12955,13190,11490
17653,13160,12955,13190,11490
17654,13160,12955,13190,11490
17655,13160,12955,13190,11490
17656,13160,12955,13190,11490
17657,13160,12955,13190,11490
17658,13160,12955,13190,11485
17659,13160,12955,13190,11485
17660,13160,12955,13190,11485
17661,13160,12990,13190,11485
17662,13160,12990,13190,11485
17663,13160,12990,13190,11485
17664,13160,12990,13190,11485
17665,13160,12990,13190,11485
17666,13160,12990,13190,11485
17667,13160,12990,13190,11485
17668,13160,12990,13190,11485
17669,13160,12990,13190,11485
17670,13160,12990,13190,11485
17671,13160,12990,13190,11485
17672,13160,12990,13190,11485
17673,13160,12990,13190,11485
17674,13160,12990,13190,11485
17675,13160,12990,13190,11485
17676,13160,12990,13190,11485
17677,13160,12990,13190,11485
17678,13160,12990,13190,11480
17679,13160,12990,13190,11480
17680,13160,12990,13190,11480
17681,13160,12990,13190,11480
17682,13160,12990,13190,11480
17683,13160,12990,13190,11480
17684,13160,12990,13190,11480
17685,13160,12990,13190,11480
17686,13160,12990,13190,11480
17687,13160,12990,13190,11480
17688,13160,12990,13190,11480
17689,13160,12990,13190,11480
17690,13155,12990,13190,11480
17691,13155,12990,13190,11480
17692,13155,12990,13190,11480
17693,13155,12990,13190,11480
17694,13155,12990,13190,11480
17695,13150,12990,13190,11480
17696,13145,12990,13190,11480
17697,13145,12990,13190,11480
17698,13145,12990,13190,11480
17699,13145,12990,13190,11480
17700,13145,12990,13190,11480
17701,13145,12990,13190,11480
17702,13145,12990,13190,11480
17703,13150,12990,13190,11480
17704,13150,12990,13195,11480
17705,13150,12990,13195,11480
17706,13150,12990,13195,11480
17707,13150,13025,13195,11480
17708,13150,13025,13195,11480
17709,13150,13025,13195,11480
17710,13150,13025,13195,11480
17711,13150,13025,13195,11480
17712,13150,13025,13195,11480
17713,13150,13025,13195,11480
17714,13150,13025,13195,11480
17715,13150,13060,13195,11480
17716,13150,13060,13195,11515
17717,13150,13055,13230,11515
17718,13150,13055,13230,11515
17719,13150,13055,13230,11515
17720,13150,13055,13230,11510
17721,13150,13055,13230,11510
17722,13150,13055,13230,11505
17723,13185,13055,13230,11505
17724,13185,13055,13230,11505
17725,13185,13055,13230,11505
17726,13185,13055,13230,11505
17727,13185,13055,13230,11505
17728,13185,13055,13230,11505
17729,13185,13055,13230,11505
17730,13185,13055,13230,11510
17731,13185,13055,13230,11510
17732,13185,13055,13230,11510
17733,13185,13050,13230,11510
17734,13180,13085,13230,11510
17735,13180,13085,13230,11510
17736,13180,13085,13230,11510
17737,13180,13085,13230,11510
17738,13180,13085,13230,11510
17739,13180,13085,13230,11510
17740,13180,13085,13230,11510
17741,13180,13085,13230,11510
17742,13180,13085,13235,11510
17743,13180,13085,13235,11510
17744,13180,13085,13235,11510
17745,13180,13085,13235,11510
17746,13180,13085,13235,11510
17747,13180,13085,13235,11510
17748,13180,13085,13235,11510
17749,13180,13085,13235,11510
17750,13180,13085,13235,11510
17751,13180,13085,13270,11545
17752,13180,13085,13270,11545
17753,13180,13085,13270,11540
17754,13180,13085,13270,11540
17755,13180,13085,13265,11575
17756,13180,13085,13265,11575
17757,13180,13085,13265,11570
17758,13180,13085,13265,11570
17759,13180,13085,13265,11570
17760,13175,13085,13300,11570
17761,13175,13085,13300,11570
17762,13175,13085,13300,11570
17763,13175,13085,13300,11570
17764,13175,13085,13300,11570
17765,13175,13085,13300,11570
17766,13180,13085,13300,11570
17767,13180,13085,13300,11570
17768,13180,13085,13300,11570
17769,13180,13085,13300,11570
17770,13180,13085,13300,11570
17771,13180,13085,13300,11605
17772,13180,13085,13300,11605
17773,13180,13085,13300,11605
17774,13180,13085,13300,11605
17775,13180,13085,13300,11605
17776,13180,13085,13300,11605
17777,13180,13085,13300,11605
17778,13180,13085,13300,11605
17779,13180,13085,13300,11605
17780,13180,13085,13300,11605
17781,13180,13085,13300,11640
17782,13180,13085,13300,11640
17783,13180,13085,13300,11640
17784,13180,13085,13300,11645
17785,13180,13085,13300,11645
17786,13180,13085,13300,11645
17787,13215,13085,13300,11645
17788,13215,13085,13300,11645
17789,13215,13085,13300,11645
17790,13215,13085,13300,11645
17791,13215,13085,13300,11645
17792,13215,13085,13300,11645
17793,13215,13085,13300,11645
17794,13215,13085,13300,11645
17795,13215,13120,13300,11645
17796,13215,13120,13300,11645
17797,13215,13120,13300,11645
17798,13215,13120,13300,11645
17799,13215,13120,13300,11645
17800,13215,13120,13300,11645
17801,13215,13120,13300,11645
17802,13215,13120,13300,11645
17803,13215,13120,13300,11645
17804,13215,13120,13300,11645
17805,13215,13120,13300,11645
17806,13215,13120,13300,11645
17807,13215,13120,13300,11645
17808,13215,13120,13300,11645
17809,13215,13120,13300,11645
17810,13215,13120,13300,11645
17811,13215,13120,13300,11645
17812,13210,13120,13300,11645
17813,13210,13120,13300,11645
17814,13210,13120,13300,11645
17815,13210,13120,13300,11645
17816,13210,13120,13300,11645
17817,13210,13120,13300,11645
17818,13210,13120,13300,11645
17819,13210,13120,13300,11645
17820,13210,13120,13300,11645
17821,13210,13120,13335,11645
17822,13210,13120,13335,11645
17823,13210,13155,13335,11645
17824,13210,13155,13335,11645
17825,13210,13155,13335,11645
17826,13210,13155,13370,11645
17827,13210,13155,13370,11645
17828,13210,13155,13370,11645
17829,13210,13155,13370,11680
17830,13210,13155,13370,11680
17831,13210,13155,13370,11680
17832,13210,13155,13370,11680
17833,13210,13155,13370,11680
17834,13210,13155,13370,11680
17835,13210,13155,13370,11680
17836,13210,13155,13370,11680
17837,13210,13155,13370,11680
17838,13210,13190,13370,11680
17839,13210,13190,13370,11680
17840,13210,13190,13370,11675
17841,13210,13190,13370,11670
17842,13210,13190,13370,11705
17843,13210,13190,13370,11705
17844,13210,13190,13370,11705
17845,13210,13190,13370,11705
17846,13210,13190,13370,11705
17847,13210,13190,13370,11705
17848,13210,13190,13370,11705
17849,13210,13190,13370,11705
17850,13210,13225,13370,11705
17851,13210,13225,13370,11705
17852,13210,13225,13370,11705
17853,13210,13225,13370,11705
17854,13210,13225,13370,11705
17855,13210,13225,13370,11705
17856,13210,13225,13370,11705
17857,13210,13225,13370,11705
17858,13210,13225,13370,11705
17859,13210,13225,13375,11705
17860,13210,13225,13375,11705
17861,13210,13225,13375,11705
17862,13210,13225,13375,11705
17863,13210,13220,13375,11705
17864,13210,13220,13375,11705
17865,13210,13220,13375,11705
17866,13210,13220,13375,11705
17867,13210,13255,13375,11705
17868,13210,13255,13375,11705
17869,13210,13255,13375,11705
17870,13210,13255,13375,11705
17871,13210,13255,13375,11705
17872,13210,13255,13375,11705
17873,13210,13255,13375,11705
17874,13210,13255,13375,11705
17875,13210,13255,13375,11705
17876,13210,13255,13375,11705
17877,13210,13260,13375,11705
17878,13210,13260,13375,11705
17879,13210,13260,13375,11705
17880,13210,13260,13375,11705
17881,13210,13260,13375,11710
17882,13210,13260,13375,11710
17883,13210,13260,13375,11710
17884,13210,13260,13375,11710
17885,13210,13260,13375,11710
17886,13205,13295,13375,11710
17887,13205,13295,13375,11710
17888,13240,13295,13375,11710
17889,13240,13295,13375,11710
17890,13240,13290,13375,11710
17891,13240,13290,13375,11710
17892,13240,13290,13375,11710
17893,13235,13290,13375,11710
17894,13235,13290,13375,11710
17895,13235,13290,13375,11710
17896,13235,13290,13375,11710
17897,13235,13290,13375,11710
17898,13235,13290,13375,11710
17899,13235,13290,13375,11710
17900,13235,13290,13375,11710
17901,13235,13290,13375,11710
17902,13235,13290,13375,11710
17903,13235,13290,13375,11710
17904,13235,13285,13375,11710
17905,13235,13285,13375,11710
17906,13235,13285,13375,11710
17907,13235,13285,13375,11710
17908,13235,13285,13375,11710
