,5%Greedy_1 0.0001,5%Greedy_2 0.0001,5%Greedy_3 0.0001,5%Greedy_4 0.0001,5%Greedy_5 0.0001,5%Greedy_6 0.0001,5%Greedy_7 0.0001
13803,23310,13305,17105,19180,12865,19695,16010
13804,23310,13305,17105,19180,12865,19695,16010
13805,23310,13305,17105,19180,12870,19700,16015
13806,23310,13305,17105,19180,12865,19700,16015
13807,23310,13310,17105,19185,12865,19705,16015
13808,23310,13310,17105,19185,12865,19700,16015
13809,23310,13310,17105,19185,12900,19700,16015
13810,23310,13310,17140,19180,12900,19700,16015
13811,23310,13345,17140,19180,12900,19700,16015
13812,23310,13345,17140,19180,12900,19700,16015
13813,23310,13345,17140,19180,12905,19705,16020
13814,23310,13345,17145,19180,12905,19705,16025
13815,23310,13345,17145,19180,12905,19705,16025
13816,23310,13345,17145,19180,12905,19705,16025
13817,23310,13345,17145,19180,12910,19705,16025
13818,23345,13345,17145,19180,12910,19705,16025
13819,23345,13345,17145,19185,12910,19705,16030
13820,23345,13345,17145,19185,12910,19705,16030
13821,23345,13345,17145,19185,12910,19705,16030
13822,23345,13345,17145,19185,12910,19740,16030
13823,23345,13345,17145,19185,12910,19740,16030
13824,23345,13345,17145,19185,12910,19740,16035
13825,23345,13345,17145,19185,12945,19740,16035
13826,23345,13345,17145,19185,12945,19740,16035
13827,23345,13345,17145,19185,12945,19745,16040
13828,23340,13345,17145,19185,12945,19745,16040
13829,23340,13345,17145,19185,12945,19745,16040
13830,23340,13345,17145,19185,12945,19745,16075
13831,23340,13345,17145,19185,12945,19745,16075
13832,23340,13345,17145,19185,12945,19745,16080
13833,23340,13345,17145,19185,12945,19745,16080
13834,23340,13345,17180,19185,12945,19745,16080
13835,23340,13345,17180,19185,12945,19745,16080
13836,23340,13345,17180,19185,12945,19745,16080
13837,23335,13345,17180,19185,12980,19745,16080
13838,23335,13345,17180,19185,12980,19745,16080
13839,23335,13345,17180,19185,12980,19780,16080
13840,23335,13345,17180,19185,12980,19780,16075
13841,23335,13350,17180,19185,12980,19780,16075
13842,23335,13350,17180,19185,12985,19780,16075
13843,23335,13350,17180,19185,12985,19780,16075
13844,23335,13350,17180,19185,12985,19780,16080
13845,23335,13350,17180,19185,12990,19780,16085
13846,23335,13350,17180,19185,12990,19780,16085
13847,23335,13350,17180,19185,12990,19775,16085
13848,23335,13350,17180,19185,12990,19775,16080
13849,23335,13350,17180,19185,12990,19780,16085
13850,23335,13350,17180,19185,12990,19785,16085
13851,23335,13350,17180,19190,12990,19785,16085
13852,23335,13350,17180,19190,12990,19785,16085
13853,23335,13345,17180,19190,12990,19785,16085
13854,23335,13345,17180,19190,12990,19785,16085
13855,23335,13345,17180,19190,12990,19785,16085
13856,23335,13340,17180,19190,12990,19785,16085
13857,23330,13340,17180,19190,12985,19785,16085
13858,23330,13340,17180,19190,12985,19785,16085
13859,23330,13340,17180,19190,12985,19785,16085
13860,23330,13340,17180,19195,12985,19785,16085
13861,23330,13340,17180,19195,12985,19790,16085
13862,23330,13340,17180,19195,12985,19790,16085
13863,23330,13340,17180,19195,12985,19790,16085
13864,23330,13340,17180,19195,12985,19790,16085
13865,23330,13340,17180,19200,12990,19790,16090
13866,23330,13340,17180,19200,12990,19790,16090
13867,23365,13335,17180,19235,12990,19790,16090
13868,23365,13335,17180,19235,12990,19785,16090
13869,23365,13335,17180,19235,12990,19785,16090
13870,23365,13335,17180,19235,12990,19785,16090
13871,23365,13335,17180,19235,12990,19785,16125
13872,23365,13335,17180,19235,12990,19785,16125
13873,23365,13335,17180,19235,12990,19785,16125
13874,23365,13335,17180,19235,12990,19785,16125
13875,23365,13335,17180,19230,12990,19785,16125
13876,23365,13335,17180,19230,12990,19785,16125
13877,23365,13335,17180,19230,12990,19785,16125
13878,23365,13335,17180,19230,12990,19785,16125
13879,23365,13335,17180,19230,12990,19785,16125
13880,23365,13335,17180,19235,12990,19785,16125
13881,23365,13335,17180,19235,12990,19785,16125
13882,23365,13335,17180,19235,12990,19785,16160
13883,23365,13335,17180,19235,12990,19785,16165
13884,23400,13335,17180,19235,12990,19785,16165
13885,23400,13335,17180,19240,12990,19785,16170
13886,23400,13335,17180,19240,12990,19785,16170
13887,23400,13335,17180,19240,12990,19785,16170
13888,23400,13335,17180,19245,12990,19785,16175
13889,23400,13335,17180,19250,12990,19790,16180
13890,23400,13335,17180,19250,12990,19790,16215
13891,23400,13335,17180,19255,12990,19790,16220
13892,23435,13335,17180,19255,12990,19790,16220
13893,23435,13335,17180,19260,12990,19790,16225
13894,23435,13335,17180,19265,12995,19795,16230
13895,23430,13335,17180,19265,12995,19795,16230
13896,23430,13335,17180,19265,12995,19795,16230
13897,23430,13335,17180,19265,12995,19795,16230
13898,23430,13370,17215,19265,12995,19795,16230
13899,23430,13370,17215,19265,12995,19830,16230
13900,23430,13370,17215,19265,12995,19830,16230
13901,23430,13370,17215,19265,12995,19835,16230
13902,23465,13370,17215,19265,12995,19835,16230
13903,23465,13370,17215,19265,12995,19835,16230
13904,23465,13370,17215,19270,12995,19835,16235
13905,23465,13370,17215,19270,12990,19870,16235
13906,23465,13370,17215,19270,13025,19870,16235
13907,23465,13370,17215,19275,13025,19870,16235
13908,23465,13370,17215,19280,13025,19870,16240
13909,23465,13370,17215,19285,13025,19870,16245
13910,23465,13370,17215,19285,13025,19870,16245
13911,23465,13370,17215,19285,13025,19870,16245
13912,23465,13370,17215,19285,13025,19870,16245
13913,23465,13370,17215,19285,13030,19870,16250
13914,23465,13370,17215,19285,13030,19870,16250
13915,23465,13370,17215,19290,13035,19870,16255
13916,23465,13370,17215,19290,13040,19870,16260
13917,23465,13370,17215,19290,13040,19870,16260
13918,23465,13370,17215,19290,13040,19870,16260
13919,23465,13370,17215,19290,13040,19865,16260
13920,23465,13370,17215,19295,13040,19865,16265
13921,23465,13370,17215,19295,13040,19865,16265
13922,23465,13370,17215,19295,13040,19865,16265
13923,23465,13370,17215,19295,13040,19865,16265
13924,23465,13370,17215,19295,13040,19865,16265
13925,23465,13370,17215,19295,13040,19865,16265
13926,23465,13370,17215,19295,13040,19865,16265
13927,23465,13370,17215,19300,13040,19865,16270
13928,23465,13370,17215,19305,13040,19870,16275
13929,23465,13370,17215,19310,13045,19870,16280
13930,23465,13370,17215,19310,13045,19870,16280
13931,23465,13370,17215,19310,13045,19870,16280
13932,23465,13370,17215,19310,13045,19870,16280
13933,23460,13370,17215,19310,13045,19870,16280
13934,23460,13370,17215,19310,13045,19870,16315
13935,23460,13370,17215,19315,13050,19870,16320
13936,23460,13370,17215,19320,13050,19870,16320
13937,23460,13370,17215,19320,13050,19870,16320
13938,23495,13405,17215,19320,13050,19870,16320
13939,23495,13405,17215,19320,13050,19870,16320
13940,23495,13405,17215,19320,13050,19870,16320
13941,23495,13405,17215,19320,13050,19870,16320
13942,23495,13410,17215,19325,13050,19870,16320
13943,23495,13410,17215,19325,13050,19870,16320
13944,23495,13410,17215,19325,13050,19875,16325
13945,23495,13410,17215,19325,13050,19880,16325
13946,23495,13410,17215,19325,13050,19880,16325
13947,23495,13410,17215,19325,13050,19880,16325
13948,23495,13410,17215,19325,13050,19880,16330
13949,23495,13410,17215,19325,13050,19880,16330
13950,23495,13410,17215,19325,13050,19885,16335
13951,23495,13410,17215,19330,13055,19885,16340
13952,23495,13410,17215,19330,13055,19885,16340
13953,23495,13410,17215,19330,13055,19885,16340
13954,23495,13410,17215,19335,13055,19885,16340
13955,23530,13405,17215,19335,13055,19885,16340
13956,23530,13405,17215,19370,13050,19885,16340
13957,23530,13405,17215,19370,13050,19885,16345
13958,23530,13405,17215,19370,13050,19885,16345
13959,23530,13405,17215,19370,13050,19885,16380
13960,23530,13405,17215,19370,13050,19920,16380
13961,23530,13405,17215,19375,13050,19925,16385
13962,23530,13405,17215,19375,13050,19920,16385
13963,23530,13405,17215,19380,13050,19920,16390
13964,23530,13405,17215,19380,13050,19920,16390
13965,23530,13405,17215,19380,13050,19920,16390
13966,23530,13405,17215,19385,13050,19920,16395
13967,23530,13405,17215,19385,13050,19920,16395
13968,23530,13440,17215,19385,13050,19920,16395
13969,23530,13440,17215,19385,13050,19920,16395
13970,23530,13435,17215,19385,13050,19920,16395
13971,23530,13440,17215,19385,13050,19920,16395
13972,23530,13440,17215,19385,13050,19920,16400
13973,23565,13475,17250,19385,13050,19920,16400
13974,23570,13475,17250,19385,13050,19920,16400
13975,23570,13475,17250,19385,13050,19925,16400
13976,23570,13475,17250,19385,13050,19925,16400
13977,23570,13475,17250,19385,13050,19925,16400
13978,23570,13475,17250,19385,13050,19925,16400
13979,23570,13475,17250,19385,13050,19925,16400
13980,23575,13475,17250,19385,13050,19925,16400
13981,23575,13475,17250,19385,13050,19925,16400
13982,23575,13475,17285,19385,13085,19925,16400
13983,23575,13475,17285,19385,13090,19930,16400
13984,23575,13475,17285,19385,13090,19930,16400
13985,23575,13475,17320,19385,13085,19930,16400
13986,23575,13475,17320,19390,13085,19930,16405
13987,23575,13475,17320,19390,13085,19930,16410
13988,23575,13475,17320,19395,13085,19930,16415
13989,23575,13475,17320,19400,13090,19935,16420
13990,23575,13475,17320,19405,13090,19935,16425
13991,23575,13475,17320,19410,13090,19935,16430
13992,23575,13475,17320,19410,13125,19935,16430
13993,23575,13475,17320,19410,13125,19935,16430
13994,23575,13475,17320,19415,13125,19935,16435
13995,23575,13475,17320,19420,13125,19935,16440
13996,23575,13475,17320,19420,13125,19935,16440
13997,23575,13475,17320,19420,13130,19935,16445
13998,23575,13475,17320,19420,13130,19935,16440
13999,23575,13475,17320,19420,13130,19935,16445
14000,23575,13475,17320,19425,13130,19935,16445
14001,23575,13475,17320,19425,13130,19935,16445
14002,23575,13470,17320,19425,13130,19935,16445
14003,23575,13470,17320,19430,13130,19935,16450
14004,23575,13470,17315,19430,13130,19935,16450
14005,23575,13470,17315,19430,13130,19935,16450
14006,23575,13470,17315,19430,13130,19930,16450
14007,23575,13470,17315,19435,13130,19930,16455
14008,23575,13470,17315,19435,13130,19930,16455
14009,23575,13470,17315,19430,13130,19930,16455
14010,23575,13470,17315,19435,13130,19930,16460
14011,23575,13470,17310,19435,13130,19930,16460
14012,23575,13470,17310,19435,13130,19930,16460
14013,23575,13470,17310,19435,13130,19930,16460
14014,23575,13470,17310,19440,13130,19930,16460
14015,23570,13470,17310,19440,13130,19930,16460
14016,23570,13475,17310,19440,13130,19935,16465
14017,23570,13475,17310,19440,13130,19935,16465
14018,23570,13475,17310,19440,13135,19940,16470
14019,23570,13480,17315,19440,13135,19940,16475
14020,23570,13480,17315,19440,13135,19940,16475
14021,23570,13515,17315,19475,13135,19940,16475
14022,23570,13515,17315,19475,13135,19940,16475
14023,23570,13515,17315,19475,13135,19940,16475
14024,23570,13515,17315,19480,13135,19945,16475
14025,23570,13515,17315,19480,13135,19940,16475
14026,23570,13520,17315,19480,13135,19940,16475
14027,23605,13520,17315,19480,13135,19940,16475
14028,23605,13520,17315,19480,13135,19940,16475
14029,23605,13520,17315,19480,13135,19940,16475
14030,23605,13520,17315,19480,13135,19940,16475
14031,23605,13520,17315,19480,13135,19940,16475
14032,23605,13520,17315,19485,13140,19945,16480
14033,23605,13520,17315,19490,13140,19950,16485
14034,23605,13515,17315,19490,13140,19950,16485
14035,23605,13515,17315,19495,13140,19955,16485
14036,23605,13515,17315,19500,13140,19955,16490
14037,23605,13515,17315,19500,13140,19955,16490
14038,23605,13515,17315,19495,13140,19955,16490
14039,23605,13515,17315,19495,13140,19955,16495
14040,23605,13515,17315,19495,13140,19955,16495
14041,23605,13515,17315,19500,13140,19955,16500
14042,23605,13515,17315,19500,13140,19955,16505
14043,23605,13515,17315,19505,13140,19955,16505
14044,23605,13515,17315,19505,13175,19950,16505
14045,23605,13515,17315,19510,13175,19955,16505
14046,23605,13515,17315,19510,13175,19955,16505
14047,23605,13515,17315,19510,13175,19955,16505
14048,23605,13515,17315,19510,13175,19955,16505
14049,23605,13515,17315,19510,13175,19955,16505
14050,23605,13515,17315,19545,13170,19955,16505
14051,23605,13515,17315,19545,13170,19955,16505
14052,23605,13515,17315,19545,13170,19955,16505
14053,23605,13550,17315,19580,13170,19955,16505
14054,23605,13550,17315,19580,13170,19955,16505
14055,23640,13550,17315,19580,13170,19955,16505
14056,23640,13550,17320,19580,13170,19960,16505
14057,23640,13550,17320,19580,13170,19960,16505
14058,23640,13550,17320,19580,13165,19960,16505
14059,23640,13550,17320,19580,13165,19960,16505
14060,23640,13550,17320,19580,13165,19960,16505
14061,23640,13550,17320,19580,13160,19995,16505
14062,23640,13550,17355,19580,13160,19995,16505
14063,23640,13550,17355,19580,13160,19995,16510
14064,23640,13550,17355,19580,13160,19995,16510
14065,23640,13550,17355,19580,13160,19990,16510
14066,23640,13550,17355,19580,13160,19990,16510
14067,23645,13550,17355,19585,13160,19990,16510
14068,23645,13550,17355,19585,13160,19990,16510
14069,23645,13550,17355,19585,13160,19990,16510
14070,23645,13550,17355,19590,13165,19995,16515
14071,23645,13550,17355,19590,13170,19995,16520
14072,23645,13550,17355,19590,13170,19995,16515
14073,23645,13550,17355,19595,13175,19995,16520
14074,23645,13550,17355,19595,13175,19995,16520
14075,23645,13550,17355,19595,13175,20000,16520
14076,23645,13550,17355,19595,13175,20000,16520
14077,23645,13550,17355,19595,13175,20000,16520
14078,23645,13550,17355,19595,13175,20035,16520
14079,23645,13550,17355,19595,13175,20035,16520
14080,23645,13550,17350,19595,13175,20035,16515
14081,23645,13550,17350,19595,13175,20040,16515
14082,23645,13550,17350,19595,13175,20040,16515
14083,23645,13550,17350,19600,13180,20040,16520
14084,23645,13550,17350,19605,13185,20040,16525
14085,23680,13550,17350,19600,13220,20040,16525
14086,23680,13550,17350,19600,13220,20040,16525
14087,23680,13550,17350,19600,13220,20040,16525
14088,23680,13550,17350,19600,13220,20075,16525
14089,23680,13550,17350,19600,13220,20070,16525
14090,23680,13550,17350,19600,13220,20070,16525
14091,23680,13550,17350,19605,13225,20070,16530
14092,23680,13550,17350,19605,13225,20075,16530
14093,23680,13550,17350,19605,13225,20075,16530
14094,23680,13550,17350,19605,13225,20075,16530
14095,23680,13550,17350,19605,13230,20075,16535
14096,23680,13550,17350,19610,13235,20075,16540
14097,23680,13550,17350,19610,13235,20075,16540
14098,23680,13550,17350,19610,13235,20075,16540
14099,23680,13550,17355,19610,13235,20075,16545
14100,23680,13545,17355,19610,13235,20075,16545
14101,23680,13545,17355,19610,13235,20075,16545
14102,23680,13545,17355,19610,13235,20075,16545
14103,23680,13545,17355,19610,13235,20075,16550
14104,23680,13545,17355,19610,13235,20075,16550
14105,23680,13545,17355,19610,13235,20075,16585
14106,23680,13545,17355,19645,13235,20070,16585
14107,23680,13545,17355,19645,13235,20070,16590
14108,23685,13545,17355,19645,13235,20070,16590
14109,23685,13545,17355,19645,13235,20070,16590
14110,23720,13545,17355,19645,13235,20070,16590
14111,23720,13545,17355,19645,13240,20075,16595
14112,23720,13545,17355,19650,13240,20075,16600
14113,23720,13545,17355,19650,13240,20075,16600
14114,23720,13545,17355,19650,13240,20075,16600
14115,23720,13545,17355,19650,13240,20075,16600
14116,23720,13545,17355,19655,13240,20075,16605
14117,23720,13545,17355,19660,13240,20080,16610
14118,23720,13545,17355,19660,13240,20085,16610
14119,23720,13545,17355,19660,13240,20085,16610
14120,23720,13545,17355,19660,13240,20085,16610
14121,23720,13545,17355,19665,13245,20085,16615
14122,23720,13545,17355,19665,13245,20090,16615
14123,23720,13545,17355,19665,13245,20090,16615
14124,23720,13545,17355,19665,13245,20095,16615
14125,23720,13545,17355,19665,13245,20130,16650
14126,23720,13545,17355,19665,13245,20135,16655
14127,23720,13580,17350,19665,13245,20135,16655
14128,23720,13580,17350,19670,13250,20135,16660
14129,23720,13580,17350,19670,13250,20135,16695
14130,23720,13580,17350,19670,13250,20135,16690
14131,23720,13580,17350,19670,13250,20135,16725
14132,23720,13580,17350,19670,13250,20135,16725
14133,23720,13580,17350,19670,13250,20135,16725
14134,23720,13580,17350,19670,13250,20135,16725
14135,23720,13580,17350,19670,13285,20135,16725
14136,23720,13580,17345,19670,13285,20135,16725
14137,23720,13580,17345,19670,13285,20135,16725
14138,23720,13580,17380,19670,13285,20135,16725
14139,23720,13580,17380,19670,13285,20135,16725
14140,23720,13580,17380,19670,13285,20135,16725
14141,23720,13580,17380,19670,13285,20135,16725
14142,23720,13580,17380,19675,13285,20140,16730
14143,23720,13580,17380,19675,13285,20140,16730
14144,23720,13580,17380,19675,13285,20140,16730
14145,23720,13580,17415,19675,13285,20140,16765
14146,23720,13580,17420,19680,13290,20140,16770
14147,23720,13580,17420,19680,13290,20140,16770
14148,23720,13580,17420,19680,13290,20140,16770
14149,23720,13580,17420,19680,13290,20140,16770
14150,23720,13580,17420,19675,13290,20140,16770
14151,23720,13580,17420,19675,13290,20140,16770
14152,23720,13580,17420,19675,13290,20140,16770
14153,23720,13580,17420,19675,13290,20140,16770
14154,23720,13580,17420,19680,13290,20140,16775
14155,23720,13580,17425,19680,13290,20140,16780
14156,23720,13580,17425,19685,13290,20140,16785
14157,23720,13580,17425,19690,13290,20145,16790
14158,23720,13580,17425,19695,13295,20145,16795
14159,23720,13580,17425,19695,13295,20145,16795
14160,23720,13580,17425,19695,13295,20145,16795
14161,23720,13580,17425,19695,13295,20145,16795
14162,23725,13580,17425,19695,13295,20150,16795
14163,23725,13580,17425,19695,13295,20150,16795
14164,23725,13580,17425,19695,13295,20150,16795
14165,23725,13580,17425,19695,13295,20150,16795
14166,23725,13580,17425,19695,13295,20150,16795
14167,23725,13580,17425,19695,13295,20155,16800
14168,23725,13580,17425,19695,13290,20155,16800
14169,23725,13580,17425,19730,13290,20155,16800
14170,23725,13580,17425,19730,13295,20155,16805
14171,23725,13580,17425,19730,13295,20155,16810
14172,23725,13580,17425,19730,13300,20155,16815
14173,23725,13580,17425,19730,13300,20155,16810
14174,23725,13580,17430,19730,13300,20155,16815
14175,23725,13615,17430,19730,13300,20150,16815
14176,23725,13615,17430,19730,13335,20150,16815
14177,23725,13615,17430,19730,13335,20150,16815
14178,23725,13615,17430,19735,13340,20150,16820
14179,23725,13615,17435,19735,13340,20150,16825
14180,23725,13615,17435,19735,13340,20150,16825
14181,23725,13615,17435,19735,13340,20150,16825
14182,23725,13615,17435,19740,13340,20150,16830
14183,23725,13615,17435,19740,13340,20155,16835
14184,23725,13620,17435,19740,13340,20160,16835
14185,23725,13620,17435,19740,13340,20160,16835
14186,23725,13620,17435,19745,13340,20165,16840
14187,23725,13620,17435,19745,13340,20165,16840
14188,23725,13620,17435,19750,13340,20165,16845
14189,23725,13620,17435,19750,13340,20170,16850
14190,23725,13620,17435,19750,13340,20170,16850
14191,23725,13620,17435,19750,13340,20170,16850
14192,23725,13620,17435,19750,13340,20170,16850
14193,23725,13620,17435,19755,13345,20170,16855
14194,23725,13620,17435,19755,13345,20170,16855
14195,23725,13620,17435,19755,13345,20170,16855
14196,23725,13620,17435,19760,13345,20170,16855
14197,23760,13620,17435,19760,13345,20170,16855
14198,23760,13620,17435,19760,13380,20165,16855
14199,23760,13620,17435,19760,13380,20165,16855
14200,23760,13620,17435,19760,13380,20165,16855
14201,23760,13620,17435,19760,13380,20165,16855
14202,23760,13615,17435,19760,13380,20165,16855
14203,23760,13615,17435,19760,13415,20165,16855
14204,23760,13615,17435,19760,13415,20170,16855
14205,23760,13610,17435,19760,13415,20170,16855
14206,23755,13610,17435,19760,13450,20170,16855
14207,23755,13610,17435,19760,13450,20170,16855
14208,23755,13610,17435,19765,13450,20170,16860
14209,23755,13610,17435,19765,13450,20170,16865
14210,23755,13610,17435,19765,13450,20170,16870
14211,23755,13610,17435,19765,13450,20170,16870
14212,23755,13610,17435,19770,13455,20170,16875
14213,23755,13610,17435,19770,13455,20170,16875
14214,23755,13610,17435,19770,13455,20170,16875
14215,23755,13610,17435,19775,13460,20175,16875
14216,23755,13610,17435,19775,13460,20175,16875
14217,23760,13610,17435,19775,13465,20175,16880
14218,23760,13610,17470,19775,13465,20170,16880
14219,23760,13610,17470,19775,13465,20170,16880
14220,23760,13610,17470,19775,13465,20170,16885
14221,23760,13610,17470,19775,13465,20175,16890
14222,23760,13610,17470,19775,13465,20175,16890
14223,23760,13610,17470,19775,13465,20175,16890
14224,23760,13610,17470,19775,13465,20175,16890
14225,23760,13610,17470,19775,13460,20175,16890
14226,23760,13610,17470,19780,13460,20175,16895
14227,23760,13610,17470,19785,13460,20180,16900
14228,23760,13610,17470,19790,13460,20180,16900
14229,23760,13610,17470,19790,13460,20180,16905
14230,23760,13610,17470,19790,13460,20180,16910
14231,23760,13610,17465,19785,13460,20180,16910
14232,23760,13610,17465,19785,13460,20215,16910
14233,23760,13610,17465,19785,13460,20215,16945
14234,23760,13610,17465,19785,13460,20220,16950
14235,23760,13610,17465,19785,13460,20220,16945
14236,23760,13610,17465,19785,13460,20220,16945
14237,23760,13610,17465,19785,13460,20225,16950
14238,23760,13610,17465,19785,13460,20225,16950
14239,23760,13610,17465,19785,13460,20225,16950
14240,23760,13610,17465,19790,13460,20230,16955
14241,23760,13610,17465,19790,13460,20230,16955
14242,23760,13610,17465,19795,13460,20230,16960
14243,23760,13610,17465,19800,13460,20230,16965
14244,23760,13610,17465,19800,13465,20230,16970
14245,23760,13610,17465,19800,13465,20235,16970
14246,23760,13610,17465,19805,13465,20235,16975
14247,23760,13610,17465,19805,13465,20235,16970
14248,23760,13610,17465,19810,13465,20235,16975
14249,23760,13610,17465,19810,13465,20240,16975
14250,23760,13610,17465,19810,13465,20240,16975
14251,23760,13610,17465,19810,13465,20240,16975
14252,23760,13610,17465,19810,13465,20240,16975
14253,23760,13610,17465,19815,13465,20240,16980
14254,23760,13610,17465,19810,13465,20240,16980
14255,23760,13610,17465,19810,13465,20240,16980
14256,23760,13610,17465,19810,13465,20240,16985
14257,23765,13610,17465,19815,13465,20240,16985
14258,23765,13610,17465,19815,13465,20240,16985
14259,23765,13610,17465,19815,13470,20240,16990
14260,23765,13610,17500,19815,13470,20240,16985
14261,23765,13610,17500,19815,13470,20240,16985
14262,23765,13605,17500,19815,13470,20240,16985
14263,23765,13605,17500,19815,13465,20240,16985
14264,23765,13605,17500,19815,13460,20240,16985
14265,23765,13605,17500,19820,13460,20240,16985
14266,23765,13605,17500,19820,13465,20240,16990
14267,23765,13605,17500,19820,13465,20240,16990
14268,23765,13605,17500,19820,13465,20240,16990
14269,23765,13605,17500,19820,13465,20240,16990
14270,23765,13640,17500,19820,13465,20240,16990
14271,23765,13640,17500,19820,13465,20240,16990
14272,23765,13640,17500,19820,13465,20245,16995
14273,23765,13640,17500,19825,13465,20245,17000
14274,23765,13640,17500,19825,13460,20245,17000
14275,23765,13640,17500,19830,13460,20245,17005
14276,23765,13640,17500,19830,13460,20245,17005
14277,23765,13640,17500,19830,13460,20245,17005
14278,23765,13640,17500,19830,13460,20250,17005
14279,23765,13640,17500,19830,13460,20250,17005
14280,23765,13640,17500,19830,13465,20255,17005
14281,23765,13640,17535,19830,13465,20255,17005
14282,23765,13640,17535,19830,13465,20255,17010
14283,23765,13640,17535,19830,13460,20255,17010
14284,23765,13640,17535,19830,13460,20260,17010
14285,23765,13640,17535,19830,13460,20260,17010
14286,23770,13640,17535,19835,13460,20260,17010
14287,23770,13640,17535,19835,13460,20260,17010
14288,23770,13645,17535,19840,13460,20265,17010
14289,23770,13645,17535,19840,13460,20265,17010
14290,23770,13645,17535,19840,13460,20270,17010
14291,23770,13645,17535,19840,13460,20275,17010
14292,23770,13645,17535,19845,13465,20275,17015
14293,23770,13645,17535,19845,13465,20275,17015
14294,23770,13645,17535,19845,13465,20275,17015
14295,23805,13645,17535,19845,13465,20275,17015
14296,23805,13645,17535,19845,13465,20275,17015
14297,23805,13645,17535,19845,13465,20275,17050
14298,23805,13645,17535,19845,13465,20275,17050
14299,23805,13645,17535,19845,13465,20275,17050
14300,23805,13680,17535,19840,13465,20275,17050
14301,23805,13680,17535,19840,13465,20275,17050
14302,23805,13680,17535,19845,13465,20275,17055
14303,23840,13680,17535,19845,13460,20275,17055
14304,23840,13680,17530,19845,13460,20275,17055
14305,23840,13680,17530,19845,13495,20275,17055
14306,23840,13680,17525,19845,13495,20275,17055
14307,23840,13680,17525,19880,13495,20275,17050
14308,23840,13680,17525,19880,13495,20275,17050
14309,23840,13680,17525,19885,13495,20275,17055
14310,23840,13680,17525,19885,13495,20275,17055
14311,23840,13680,17525,19885,13495,20275,17055
14312,23840,13680,17525,19890,13495,20280,17060
14313,23840,13680,17525,19890,13495,20280,17060
14314,23840,13680,17525,19890,13495,20285,17060
14315,23835,13680,17525,19890,13530,20285,17060
14316,23835,13680,17525,19895,13530,20285,17065
14317,23835,13680,17525,19895,13530,20285,17065
14318,23840,13680,17525,19900,13530,20285,17065
14319,23840,13680,17525,19905,13530,20290,17070
14320,23840,13680,17525,19905,13530,20290,17070
14321,23840,13680,17525,19910,13535,20295,17075
14322,23840,13680,17525,19915,13535,20295,17080
14323,23840,13680,17525,19915,13535,20300,17085
14324,23840,13680,17525,19915,13535,20300,17085
14325,23840,13680,17525,19915,13535,20300,17085
14326,23840,13680,17525,19920,13535,20300,17090
14327,23840,13715,17525,19920,13535,20300,17090
14328,23840,13715,17525,19920,13535,20300,17090
14329,23840,13715,17525,19920,13535,20300,17090
14330,23840,13715,17525,19920,13535,20300,17090
14331,23840,13715,17525,19925,13535,20300,17095
14332,23840,13715,17525,19925,13535,20305,17095
14333,23840,13720,17530,19930,13540,20305,17100
14334,23840,13720,17530,19935,13540,20310,17105
14335,23840,13720,17530,19935,13540,20315,17110
14336,23840,13720,17530,19935,13540,20320,17115
14337,23875,13720,17530,19935,13575,20320,17115
14338,23875,13720,17530,19970,13575,20320,17115
14339,23875,13720,17530,19970,13575,20320,17115
14340,23875,13755,17530,19970,13575,20320,17115
14341,23875,13755,17530,19970,13575,20320,17115
14342,23875,13755,17530,19970,13575,20320,17115
14343,23875,13755,17530,19975,13580,20320,17120
14344,23880,13755,17530,19980,13580,20325,17120
14345,23880,13755,17530,19980,13580,20325,17125
14346,23880,13755,17530,19980,13580,20360,17125
14347,23880,13755,17530,19980,13580,20360,17125
14348,23880,13755,17530,19980,13580,20360,17125
14349,23875,13755,17530,19980,13580,20360,17125
14350,23875,13755,17530,19985,13585,20365,17130
14351,23875,13755,17530,19985,13585,20365,17130
14352,23875,13755,17530,19985,13585,20370,17135
14353,23875,13755,17530,19985,13585,20370,17135
14354,23875,13755,17530,19985,13590,20370,17140
14355,23875,13755,17530,19985,13590,20370,17140
14356,23875,13755,17535,19990,13590,20375,17145
14357,23875,13755,17535,19990,13590,20375,17140
14358,23875,13755,17535,19990,13590,20375,17140
14359,23875,13755,17535,19990,13590,20375,17140
14360,23875,13755,17535,19990,13590,20375,17145
14361,23875,13755,17535,19990,13590,20375,17140
14362,23875,13755,17535,19990,13590,20375,17140
14363,23875,13755,17535,19990,13590,20375,17140
14364,23875,13755,17570,19990,13590,20375,17140
14365,23875,13755,17570,19990,13590,20375,17140
14366,23875,13755,17570,19985,13590,20375,17140
14367,23870,13755,17570,19985,13590,20375,17140
14368,23870,13755,17570,19985,13595,20380,17140
14369,23870,13755,17575,19985,13595,20380,17145
14370,23870,13755,17575,19990,13595,20380,17145
14371,23870,13755,17575,19990,13595,20385,17145
14372,23870,13755,17575,19990,13590,20380,17145
14373,23870,13755,17575,19990,13590,20380,17145
14374,23870,13755,17575,19990,13590,20380,17145
14375,23870,13755,17575,19990,13590,20380,17145
14376,23870,13755,17575,19990,13590,20385,17150
14377,23870,13755,17575,19990,13590,20385,17150
14378,23870,13755,17575,19990,13590,20385,17150
14379,23870,13755,17575,19990,13590,20385,17150
14380,23870,13755,17610,19985,13590,20385,17150
14381,23905,13755,17610,19985,13590,20385,17150
