epoch valid_acc test_acc train_losses
491 0,09929999999999994 0,10389999999999999 0,0005819804469138034
492 0,09910000000000008 0,10399999999999998 0,0005784782326372806
493 0,09839999999999993 0,10350000000000004 0,0005780392247834243
494 0,09860000000000002 0,10439999999999994 0,0005776425837393617
495 0,09860000000000002 0,10429999999999995 0,0005744508656789548
496 0,09870000000000001 0,1038 0,0005735663400628255
497 0,09839999999999993 0,1038 0,0005730271529318997
498 0,09899999999999998 0,10409999999999997 0,0005706047346029663
499 0,09860000000000002 0,10439999999999994 0,0005696931088823476
500 0,09870000000000001 0,10399999999999998 0,0005666833396389848
501 0,0988 0,10370000000000001 0,0005671628280470031
502 0,09889999999999999 0,10370000000000001 0,0005621748464909614
503 0,09910000000000008 0,10420000000000007 0,0005609840025135782
504 0,09870000000000001 0,10460000000000003 0,0005594497305719414
505 0,09899999999999998 0,10450000000000004 0,0005590016563292011
506 0,09899999999999998 0,10439999999999994 0,0005556750774849207
507 0,09789999999999999 0,10470000000000002 0,000553575353769702
508 0,09899999999999998 0,10339999999999994 0,0005521424857943203
509 0,0988 0,10360000000000003 0,0005501592637665453
510 0,09870000000000001 0,10360000000000003 0,0005483491516497452
511 0,09850000000000003 0,10460000000000003 0,0005455043887195643
512 0,09860000000000002 0,1038 0,000546973619639175
513 0,09870000000000001 0,10370000000000001 0,0005453002161084442
514 0,09889999999999999 0,1038 0,0005441916085692356
515 0,09899999999999998 0,10399999999999998 0,0005414769932394847
516 0,09889999999999999 0,10370000000000001 0,0005399195391510148
517 0,09860000000000002 0,10339999999999994 0,0005376933958905284
518 0,09899999999999998 0,1038 0,0005351348406111355
519 0,09889999999999999 0,1038 0,0005354161365539767
520 0,09860000000000002 0,10429999999999995 0,0005382666587320273
521 0,09839999999999993 0,10370000000000001 0,0005315639876425849
522 0,09850000000000003 0,10450000000000004 0,0005307467550301225
523 0,0988 0,10360000000000003 0,0005290406513449853
524 0,09870000000000001 0,10399999999999998 0,0005272853471979033
525 0,09889999999999999 0,1038 0,0005288795773958554
526 0,09889999999999999 0,10360000000000003 0,0005250335122036631
527 0,09860000000000002 0,10409999999999997 0,0005250030896422686
528 0,09889999999999999 0,10370000000000001 0,0005241388792637736
529 0,09899999999999998 0,10470000000000002 0,000522205296510947
530 0,09889999999999999 0,10339999999999994 0,0005189071936911205
531 0,0988 0,10409999999999997 0,000517229234064871
532 0,09839999999999993 0,10360000000000003 0,0005186261468770681
533 0,09929999999999994 0,10450000000000004 0,0005135038959633675
534 0,09829999999999994 0,10389999999999999 0,0005162170505718677
535 0,09829999999999994 0,10360000000000003 0,0005130053797256551
536 0,09870000000000001 0,1049 0,0005111050322375377
537 0,09889999999999999 0,10360000000000003 0,0005095303635243908
538 0,09899999999999998 0,10329999999999995 0,0005090812311027549
539 0,0988 0,10409999999999997 0,0005077247338340384
540 0,09910000000000008 0,10389999999999999 0,0005063055501886993
541 0,09860000000000002 0,10450000000000004 0,0005058478544742684
542 0,09860000000000002 0,10429999999999995 0,0005022651592662442
543 0,0988 0,10360000000000003 0,0005049023934770957
544 0,09860000000000002 0,10420000000000007 0,0005011360351272743
545 0,09910000000000008 0,10399999999999998 0,0004982906921941322
546 0,09910000000000008 0,10360000000000003 0,0004971368032056489
547 0,09839999999999993 0,10420000000000007 0,0004945292285992764
548 0,09850000000000003 0,10470000000000002 0,0004944675635488238
549 0,0988 0,1038 0,0004941925437015015
550 0,09860000000000002 0,10399999999999998 0,0004920653443332413
551 0,09860000000000002 0,10429999999999995 0,0004921020700203371
552 0,09870000000000001 0,10470000000000002 0,0004883553987019695
553 0,09899999999999998 0,10450000000000004 0,0004884837823919952
554 0,09870000000000001 0,10399999999999998 0,00048685503999877254
555 0,09820000000000007 0,10420000000000007 0,0004838420210944605
556 0,09839999999999993 0,10420000000000007 0,00048455757179908686
557 0,09839999999999993 0,10389999999999999 0,00048263748172757917
558 0,09889999999999999 0,1038 0,0004814749720026157
559 0,09870000000000001 0,10399999999999998 0,0004802380282490049
560 0,09839999999999993 0,10409999999999997 0,00047901248894049786
561 0,09899999999999998 0,10399999999999998 0,0004781884864496533
562 0,0988 0,10470000000000002 0,0004754425048668054
563 0,09860000000000002 0,10389999999999999 0,0004757830710877897
564 0,09929999999999994 0,10420000000000007 0,00047529921608656877
565 0,09889999999999999 0,10399999999999998 0,00047411227162228895
566 0,0988 0,1038 0,0004706795407037134
567 0,0988 0,10420000000000007 0,00047084094996534986
568 0,09870000000000001 0,10470000000000002 0,00046912496516597456
569 0,09860000000000002 0,10370000000000001 0,0004667214018991217
570 0,09870000000000001 0,10429999999999995 0,000468024034089467
571 0,09910000000000008 0,1038 0,0004664400191541063
572 0,0988 0,1048 0,0004648269366225577
573 0,09850000000000003 0,10420000000000007 0,00046304027575388317
574 0,09850000000000003 0,10409999999999997 0,0004620497894211439
575 0,09889999999999999 0,10370000000000001 0,00046239273971877994
576 0,09850000000000003 0,10439999999999994 0,00046074564961600116
577 0,09910000000000008 0,10350000000000004 0,00045941289918118857
578 0,09870000000000001 0,10399999999999998 0,00045828748723579336
579 0,09889999999999999 0,10409999999999997 0,00045680330294999293
580 0,09899999999999998 0,10389999999999999 0,00045471802517567996
581 0,09899999999999998 0,10370000000000001 0,0004538705247978214
582 0,09889999999999999 0,10409999999999997 0,000452911596512422
583 0,0988 0,10450000000000004 0,0004524320983546204
584 0,09870000000000001 0,10409999999999997 0,0004517932506496436
585 0,09839999999999993 0,10389999999999999 0,0004503975305851782
586 0,09870000000000001 0,10399999999999998 0,0004474772836692864
587 0,09860000000000002 0,10439999999999994 0,0004472282414280926
588 0,09910000000000008 0,10360000000000003 0,0004479298102523899
589 0,09910000000000008 0,10360000000000003 0,00044473656722402664
590 0,09920000000000007 0,10339999999999994 0,00044490179021522636
591 0,09899999999999998 0,10399999999999998 0,0004437081521973596
592 0,09920000000000007 0,10370000000000001 0,00044252038958802586
593 0,09850000000000003 0,10350000000000004 0,00044211011841980506
594 0,09889999999999999 0,10389999999999999 0,0004396250625723042
595 0,09910000000000008 0,10329999999999995 0,00043854279389051956
596 0,09829999999999994 0,10460000000000003 0,0004375123311911011
597 0,09810000000000008 0,1049 0,0004377538869084674
598 0,09889999999999999 0,10450000000000004 0,0004392503831331851
599 0,09910000000000008 0,10429999999999995 0,0004360559745327919
600 0,09899999999999998 0,10470000000000002 0,00043359982490073887
