7.86 7.13 7066.67138671875
6.28 5.43 7083.9296875
5.74 4.88 7035.39453125
5.21 4.52 7024.365234375
4.9 4.12 7001.0126953125
4.64 3.98 7011.0263671875
4.47 3.79 6986.96337890625
4.26 3.68 7005.52099609375
4.1 3.53 6992.29443359375
3.99 3.37 7004.3994140625
3.87 3.25 7013.46923828125
3.75 3.16 6991.673828125
3.59 3.1 6975.224609375
3.62 3.09 6999.0634765625
3.5 2.94 6996.15966796875
3.45 2.93 6970.7080078125
3.3 2.85 6994.6220703125
3.27 2.86 6981.81201171875
3.33 2.73 6984.45068359375
3.27 2.71 6975.1748046875
3.17 2.62 6970.18994140625
3.12 2.61 6976.69580078125
3.07 2.64 6994.86962890625
3.08 2.58 6976.94580078125
2.97 2.6 6980.1708984375
2.99 2.61 6970.4248046875
2.99 2.55 6980.732421875
2.9 2.52 6982.09619140625
2.99 2.46 6972.17724609375
2.93 2.43 6973.6552734375
2.9 2.48 6974.568359375
2.88 2.46 6970.17333984375
2.82 2.38 6979.9990234375
2.83 2.35 6967.70458984375
2.77 2.43 6970.224609375
2.79 2.38 6968.83544921875
2.7 2.34 6995.86669921875
2.69 2.32 6962.13330078125
2.61 2.28 6968.14013671875
2.64 2.3 6968.91943359375
2.59 2.26 6975.4365234375
2.62 2.25 6970.51904296875
2.6 2.23 6965.43408203125
2.56 2.24 6976.3759765625
2.53 2.22 6966.38232421875
2.56 2.22 6968.6025390625
2.61 2.25 6968.7060546875
2.48 2.22 6977.79052734375
2.45 2.19 6977.95751953125
2.48 2.14 6967.171875
2.45 2.16 6981.52294921875
2.52 2.19 6972.296875
2.46 2.16 6965.11767578125
2.45 2.17 6968.84326171875
2.46 2.15 6970.38037109375
2.39 2.08 6976.939453125
2.49 2.13 6971.0458984375
2.41 2.17 6964.3388671875
2.41 2.15 6964.02001953125
2.42 2.16 6967.5693359375
2.39 2.15 6961.4091796875
2.37 2.09 6964.6943359375
2.36 2.16 6972.396484375
2.37 2.13 6964.34716796875
2.33 2.13 6965.640625
2.34 2.11 6961.35205078125
2.32 2.07 6965.9541015625
2.27 2.14 6971.3857421875
2.26 2.07 6966.416015625
2.27 2.06 6963.11181640625
2.29 2.11 6965.18310546875
2.25 2.07 6963.03125
2.29 2.04 6964.630859375
2.24 2.03 6967.70458984375
2.26 2.02 6964.23681640625
2.2 2.1 6967.814453125
2.16 2.03 6967.85107421875
2.18 2.05 6963.72265625
2.16 2.0 6965.3974609375
2.2 2.02 6971.4052734375
2.19 2.06 6965.05322265625
2.17 2.0 6969.4951171875
2.15 2.04 6967.73388671875
2.17 2.03 6963.45751953125
2.16 2.0 6966.06201171875
2.19 1.97 6962.9912109375
2.16 2.0 6959.01611328125
2.17 1.99 6963.93310546875
2.17 2.02 6971.423828125
2.12 1.97 6962.0234375
2.12 1.97 6965.7607421875
2.08 1.95 6963.11962890625
2.14 1.96 6959.63623046875
2.11 1.93 6961.50439453125
2.12 1.94 6958.013671875
2.1 1.93 6971.32421875
2.09 1.92 6974.23974609375
2.06 1.95 6957.7060546875
2.08 1.89 6961.61767578125
1.98 1.87 6960.7548828125
2.0 1.92 6958.89892578125
2.0 1.88 6964.46240234375
2.0 1.86 6962.3056640625
1.95 1.9 6958.1591796875
2.03 1.86 6957.83251953125
1.94 1.9 6962.46728515625
1.95 1.9 6960.59130859375
2.02 1.9 6963.5244140625
1.95 1.86 6960.79443359375
1.99 1.88 6958.310546875
1.99 1.82 6957.25048828125
1.93 1.87 6960.2412109375
1.85 1.89 6964.66162109375
1.89 1.85 6956.98876953125
1.97 1.82 6960.4560546875
1.92 1.88 6958.876953125
1.93 1.9 6957.9296875
1.94 1.82 6960.13916015625
1.97 1.81 6957.42919921875
