epoch,valid_acc,test_acc,train_losses
1,0.07150000000000001,0.06889999999999996,0.4753359019011259
2,0.057700000000000085,0.05779999999999996,0.2261976108700037
3,0.05149999999999999,0.0502999999999999,0.180450473241508
4,0.04630000000000001,0.04310000000000003,0.15242886533029376
5,0.043200000000000016,0.040200000000000014,0.1311623591091484
6,0.03849999999999998,0.0363,0.11567654491402209
7,0.03610000000000002,0.034700000000000064,0.10288548165932297
8,0.032399999999999984,0.032200000000000006,0.09175862493459136
9,0.033399999999999985,0.03249999999999997,0.08331552371848375
10,0.03210000000000002,0.02949999999999997,0.07588777207769454
11,0.029299999999999993,0.027799999999999936,0.06914010165724903
12,0.02939999999999998,0.027200000000000002,0.06289036154281348
13,0.030000000000000027,0.027200000000000002,0.05831759963417426
14,0.027700000000000058,0.0262,0.05314594998490065
15,0.02749999999999997,0.025499999999999967,0.04916779158869758
16,0.026700000000000057,0.025799999999999934,0.04510026982286945
17,0.02639999999999998,0.025000000000000022,0.0419725972157903
18,0.02510000000000001,0.026100000000000012,0.03861085299169645
19,0.026000000000000023,0.02400000000000002,0.03614158388460055
20,0.027899999999999925,0.02429999999999999,0.03344872614368796
21,0.023700000000000054,0.024399999999999977,0.03092054483713582
22,0.024399999999999977,0.02400000000000002,0.028805806807940825
23,0.023900000000000032,0.025000000000000022,0.02716594928060658
24,0.0232,0.023600000000000065,0.025091443456476556
25,0.022399999999999975,0.02279999999999993,0.02348913898342289
26,0.0232,0.023299999999999987,0.022115292319795116
27,0.023700000000000054,0.023600000000000065,0.020712766712531448
28,0.023600000000000065,0.0232,0.019403806572663596
29,0.023600000000000065,0.0232,0.018237636903068052
30,0.022399999999999975,0.02179999999999993,0.017241704136831685
31,0.02410000000000001,0.02310000000000001,0.016153151139733382
32,0.02210000000000001,0.02200000000000002,0.015295137374196202
33,0.022499999999999964,0.022299999999999986,0.014562212577438914
34,0.023299999999999987,0.02190000000000003,0.013696316319401375
35,0.022199999999999998,0.02179999999999993,0.01293183971894905
36,0.022199999999999998,0.02190000000000003,0.012402853474486619
37,0.022700000000000053,0.021600000000000064,0.01173627411655616
38,0.02210000000000001,0.022199999999999998,0.011117818560451269
39,0.022700000000000053,0.02190000000000003,0.010615071751235518
40,0.022399999999999975,0.02090000000000003,0.010211837705573998
41,0.02200000000000002,0.021299999999999986,0.009663324893917889
42,0.02190000000000003,0.021199999999999997,0.009186232507927343
43,0.022600000000000064,0.022399999999999975,0.008850163698662072
44,0.022499999999999964,0.02090000000000003,0.008429619074449874
45,0.02190000000000003,0.020600000000000063,0.008163897432386874
46,0.0232,0.021199999999999997,0.007779805297031999
47,0.02179999999999993,0.021100000000000008,0.007476816339185462
48,0.022299999999999986,0.021299999999999986,0.007189160599664319
49,0.022199999999999998,0.021299999999999986,0.006894112289592158
50,0.022399999999999975,0.020399999999999974,0.006692160176462494
51,0.02200000000000002,0.020399999999999974,0.0064315588923636825
52,0.02190000000000003,0.020499999999999963,0.006181097635999322
53,0.02190000000000003,0.020399999999999974,0.0059857251294306475
54,0.022499999999999964,0.020600000000000063,0.0057602102667442525
55,0.02300000000000002,0.020499999999999963,0.005640873215743341
56,0.02190000000000003,0.020499999999999963,0.005423200888326391
57,0.022199999999999998,0.020600000000000063,0.005211498266435228
58,0.022600000000000064,0.020399999999999974,0.005043570072157309
59,0.02179999999999993,0.020499999999999963,0.004909178850357421
60,0.022299999999999986,0.020000000000000018,0.004760743097576779
61,0.021499999999999964,0.020399999999999974,0.004620308752346318
62,0.02210000000000001,0.020299999999999985,0.00448530674300855
63,0.022499999999999964,0.021100000000000008,0.004356813748308923
64,0.02210000000000001,0.020299999999999985,0.004251482253312133
65,0.02200000000000002,0.02070000000000005,0.004112717868993059
66,0.021600000000000064,0.020399999999999974,0.00403467786629335
67,0.022199999999999998,0.02079999999999993,0.003909973284462467
68,0.02190000000000003,0.02079999999999993,0.0038254228910955135
69,0.02190000000000003,0.02079999999999993,0.003713829219341278
70,0.021700000000000053,0.01990000000000003,0.003623686722421553
71,0.02200000000000002,0.020600000000000063,0.0035437152511440216
