epoch valid_acc test_acc train_losses
178 0,10650000000000004 0,11599999999999999 0,3014661818742752
179 0,1048 0,11460000000000004 0,30111208036541937
180 0,10160000000000002 0,11429999999999996 0,30499629620462654
181 0,1038 0,11460000000000004 0,30165446355938913
182 0,10560000000000003 0,11470000000000002 0,30243153288960456
183 0,10360000000000003 0,11739999999999995 0,2993677097186446
184 0,10360000000000003 0,11470000000000002 0,2985495109856129
185 0,10450000000000004 0,11599999999999999 0,30126317471265796
186 0,10320000000000007 0,11439999999999995 0,29908270832151174
187 0,10250000000000004 0,11299999999999999 0,29945177026093006
188 0,10460000000000003 0,11609999999999998 0,3011378272809088
189 0,10570000000000002 0,1159 0,29915316563099625
190 0,10160000000000002 0,1137999999999999 0,3011024091206491
191 0,10199999999999998 0,11339999999999995 0,2984039386734366
192 0,1069 0,11909999999999998 0,2977341202646494
193 0,10239999999999994 0,11450000000000005 0,3007175577804446
194 0,10270000000000001 0,11429999999999996 0,29617981780320407
195 0,10370000000000001 0,11460000000000004 0,2927040937542915
196 0,10199999999999998 0,11209999999999998 0,2965549259632826
197 0,10260000000000002 0,11409999999999998 0,2966535761579871
198 0,10060000000000002 0,1109 0,2946548918262124
199 0,10050000000000003 0,11309999999999998 0,2949198552593589
200 0,10399999999999998 0,11460000000000004 0,29433634724467994
201 0,10409999999999997 0,11509999999999998 0,29393763046711685
202 0,10239999999999994 0,11460000000000004 0,2942215779796243
203 0,1008 0,11420000000000008 0,29455081313848497
204 0,1008 0,11299999999999999 0,29498667996376754
205 0,09839999999999993 0,11109999999999998 0,2955746641755104
206 0,10010000000000008 0,11320000000000008 0,29038704369217155
207 0,10660000000000003 0,11839999999999995 0,28782681792974474
208 0,10629999999999995 0,11629999999999996 0,2915698705613613
209 0,10250000000000004 0,11460000000000004 0,2932021314650774
210 0,10020000000000007 0,11370000000000002 0,2895846764370799
211 0,09889999999999999 0,11320000000000008 0,2899964836984873
212 0,09999999999999998 0,11160000000000003 0,2889483902975917
213 0,0998 0,11370000000000002 0,2899934374913573
214 0,10089999999999999 0,11329999999999996 0,28998400397598745
215 0,10109999999999997 0,11080000000000001 0,29004760161042215
216 0,10060000000000002 0,11220000000000008 0,29180347118526695
217 0,1028 0,1137999999999999 0,2903009502030909
218 0,1018 0,11370000000000002 0,2883616162464023
219 0,10220000000000007 0,11170000000000002 0,28813929952681067
220 0,10470000000000002 0,1149 0,2868237578123808
221 0,1028 0,11299999999999999 0,28837835654616356
222 0,10199999999999998 0,11320000000000008 0,2874584452062845
223 0,10360000000000003 0,11550000000000005 0,28776786919683217
224 0,10029999999999994 0,1117999999999999 0,2844403063878417
225 0,09750000000000003 0,10980000000000001 0,2866651628538966
226 0,10239999999999994 0,11420000000000008 0,2849302303045988
227 0,10199999999999998 0,11409999999999998 0,2854645026475191
228 0,09670000000000001 0,11009999999999998 0,2844162128865719
229 0,09899999999999998 0,11220000000000008 0,28575957033783195
230 0,10029999999999994 0,11150000000000004 0,28606200229376555
231 0,09660000000000002 0,10939999999999994 0,28481128042563797
232 0,09760000000000002 0,1089 0,28483931556344033
233 0,09570000000000001 0,11009999999999998 0,2812236946821213
234 0,09960000000000002 0,11239999999999994 0,28372391395270824
235 0,09729999999999994 0,10899999999999999 0,28319735672324897
236 0,10010000000000008 0,11199999999999999 0,2843701708130538
237 0,09750000000000003 0,1119 0,2801184330508113
238 0,09910000000000008 0,11120000000000008 0,28353613656014204
239 0,09829999999999994 0,11070000000000002 0,28128215577453375
240 0,10010000000000008 0,1109 0,27877992160618303
241 0,0998 0,1117999999999999 0,2823544726520777
242 0,09850000000000003 0,11299999999999999 0,2798629816994071
243 0,0998 0,11229999999999996 0,2818348474614322
244 0,09989999999999999 0,11239999999999994 0,282487210854888
245 0,09899999999999998 0,1099 0,2817311569303274
246 0,09710000000000008 0,10909999999999997 0,27928065445274114
247 0,10170000000000001 0,1119 0,28133021425455806
248 0,10029999999999994 0,1109 0,2833587464690208
249 0,09820000000000007 0,10929999999999995 0,27659110218286515
250 0,10050000000000003 0,1109 0,2761962446570396
251 0,0998 0,10950000000000004 0,2774970568716526
252 0,10329999999999995 0,11160000000000003 0,28005047637969255
253 0,09799999999999998 0,11120000000000008 0,27930028934031725
254 0,0988 0,10950000000000004 0,27658578626811503
255 0,10070000000000001 0,11120000000000008 0,2782522235438228
256 0,09689999999999999 0,10729999999999995 0,2776609317958355
257 0,09850000000000003 0,10999999999999999 0,27884788952767847
258 0,10020000000000007 0,11009999999999998 0,2749091874063015
259 0,09699999999999998 0,10860000000000003 0,27367234393954276
260 0,09899999999999998 0,11099999999999999 0,27234325371682644
261 0,09550000000000003 0,10899999999999999 0,2742360083013773
262 0,09810000000000008 0,10980000000000001 0,27563701406121255
263 0,09820000000000007 0,10839999999999994 0,2735282941162586
264 0,0958 0,10829999999999995 0,2762076985090971
265 0,09889999999999999 0,11099999999999999 0,2772769192606211
266 0,09770000000000001 0,10760000000000003 0,2729337190836668
267 0,09720000000000006 0,10929999999999995 0,27211679629981517
268 0,09799999999999998 0,10970000000000002 0,2699710646271706
269 0,09939999999999993 0,11109999999999998 0,2733543262630701
270 0,09610000000000007 0,10839999999999994 0,2719020111858845
271 0,09739999999999993 0,10880000000000001 0,2730575941689313
272 0,09920000000000007 0,11020000000000008 0,2720919415354729
273 0,0988 0,11139999999999994 0,2735709355212748
274 0,09650000000000003 0,10939999999999994 0,27412886809557674
275 0,0978 0,10929999999999995 0,26885895121842623
276 0,0978 0,10960000000000003 0,2721260833926499
277 0,09620000000000006 0,10870000000000002 0,27272640135139226
278 0,09960000000000002 0,11139999999999994 0,27131816839799283
279 0,09660000000000002 0,10899999999999999 0,2728561883792281
280 0,09610000000000007 0,10829999999999995 0,27065332598984243
281 0,09460000000000002 0,10720000000000007 0,2656031531468034
282 0,10029999999999994 0,11199999999999999 0,26684897795319557
283 0,09910000000000008 0,10720000000000007 0,2653390996530652
284 0,0978 0,10899999999999999 0,26856128169223664
285 0,09729999999999994 0,1079 0,26701765969395636
286 0,09599999999999997 0,10720000000000007 0,2704210286587477
287 0,09939999999999993 0,10960000000000003 0,26626504492014647
288 0,09699999999999998 0,11129999999999995 0,2679235178604722
289 0,09870000000000001 0,10970000000000002 0,2671910140290856
290 0,09799999999999998 0,10850000000000004 0,2671344236470759
291 0,09699999999999998 0,1068 0,2662403236329556
292 0,09929999999999994 0,1099 0,2644807395897806
293 0,09570000000000001 0,10820000000000007 0,2663537399470806
294 0,09739999999999993 0,10870000000000002 0,26753278635442257
295 0,09739999999999993 0,1059 0,2665458714216948
296 0,0998 0,10920000000000007 0,2630918844789267
297 0,0968 0,10799999999999998 0,2677157790213823
298 0,0937 0,10699999999999998 0,26163292314857245
299 0,09889999999999999 0,11070000000000002 0,2637755979970098
300 0,09550000000000003 0,10870000000000002 0,26460877265781163
301 0,09639999999999993 0,10850000000000004 0,26715309023857114
302 0,09629999999999994 0,10520000000000007 0,2661264193803072
303 0,09789999999999999 0,10829999999999995 0,26171132117509843
304 0,09739999999999993 0,10660000000000003 0,26318331755697727
305 0,09660000000000002 0,10920000000000007 0,2653236507251859
306 0,09520000000000006 0,10720000000000007 0,2613246102444828
307 0,09560000000000002 0,10870000000000002 0,25919325994327663
308 0,09739999999999993 0,10870000000000002 0,26109789485111834
309 0,09599999999999997 0,10709999999999997 0,26325664937496185
310 0,09799999999999998 0,11050000000000004 0,26139971423894165
311 0,09639999999999993 0,1068 0,2631455162912607
312 0,09520000000000006 0,10799999999999998 0,26393507927656173
313 0,09729999999999994 0,1069 0,2613189274072647
314 0,09920000000000007 0,11139999999999994 0,26094973081722855
315 0,09660000000000002 0,10920000000000007 0,2604891156218946
316 0,09599999999999997 0,10839999999999994 0,26190497979521754
317 0,09829999999999994 0,10839999999999994 0,2601537912338972
318 0,09499999999999997 0,10809999999999997 0,26116936704143884
319 0,09870000000000001 0,1079 0,2582412363216281
320 0,09650000000000003 0,10750000000000004 0,2573528447933495
321 0,0947 0,10720000000000007 0,2581898958235979
322 0,09410000000000007 0,10699999999999998 0,2560441614128649
323 0,09760000000000002 0,10870000000000002 0,26152583107352256
324 0,09550000000000003 0,1079 0,2582357743382454
325 0,09429999999999994 0,1049 0,25939302895218136
326 0,09760000000000002 0,10929999999999995 0,2588695791363716
327 0,09529999999999994 0,1078 0,2560002975165844
328 0,09750000000000003 0,10839999999999994 0,2567978819087148
329 0,09520000000000006 0,10760000000000003 0,2567238853871822
330 0,10060000000000002 0,1129 0,2556366485543549
331 0,09499999999999997 0,10609999999999997 0,25550610702484844
332 0,09870000000000001 0,10720000000000007 0,25553456038236616
333 0,0968 0,10720000000000007 0,2571915921010077
334 0,09639999999999993 0,10829999999999995 0,26029294963926075
335 0,09489999999999998 0,10729999999999995 0,25325565749779344
336 0,09310000000000007 0,10660000000000003 0,2562861317768693
337 0,09239999999999993 0,10570000000000002 0,2568730397894978
338 0,09439999999999993 0,10670000000000002 0,25425319725647566
339 0,09229999999999994 0,10499999999999998 0,2536515565216541
340 0,09689999999999999 0,10909999999999997 0,2531436072662473
341 0,09450000000000003 0,10420000000000007 0,2547418142296374
342 0,09329999999999994 0,1078 0,25761116402223705
343 0,09670000000000001 0,10920000000000007 0,2541296120546758
344 0,09810000000000008 0,10999999999999999 0,25491703422740103
345 0,09439999999999993 0,10699999999999998 0,2521482183225453
346 0,09689999999999999 0,10729999999999995 0,254375851303339
347 0,09629999999999994 0,1068 0,2522655305080116
348 0,09650000000000003 0,10560000000000003 0,25283382277935745
349 0,09539999999999993 0,1059 0,25424704149365424
350 0,09560000000000002 0,10639999999999994 0,2537068448960781
351 0,09510000000000007 0,10699999999999998 0,253260104842484
352 0,09660000000000002 0,10720000000000007 0,25456233831122516
353 0,09439999999999993 0,10670000000000002 0,2566706760413945
354 0,09499999999999997 0,10629999999999995 0,2532291752099991
355 0,09499999999999997 0,1069 0,25167267344892025
356 0,09660000000000002 0,10650000000000004 0,25328486086800694
357 0,09460000000000002 0,10739999999999994 0,25333523685112597
358 0,0947 0,10570000000000002 0,2522764389961958
359 0,0958 0,10760000000000003 0,2542083406820893
360 0,09820000000000007 0,1078 0,25234251622110604
361 0,09720000000000006 0,1069 0,25040094846859573
362 0,09399999999999997 0,10739999999999994 0,25361120246350766
363 0,09489999999999998 0,10699999999999998 0,24854437313973904
364 0,09620000000000006 0,1068 0,2474778389558196
365 0,09499999999999997 0,1068 0,2494145354628563
366 0,09499999999999997 0,10539999999999994 0,24752861324697734
367 0,0968 0,10809999999999997 0,24763159174472094
368 0,09450000000000003 0,1068 0,24939228560775517
369 0,09529999999999994 0,10750000000000004 0,2476093724742532
370 0,09499999999999997 0,10860000000000003 0,24823578022420406
371 0,09210000000000007 0,10429999999999995 0,2449321082793176
372 0,09550000000000003 0,10699999999999998 0,24660301320254802
373 0,09410000000000007 0,10629999999999995 0,24890504978597164
374 0,0947 0,10760000000000003 0,2478546032309532
375 0,09410000000000007 0,10650000000000004 0,24778358694165944
376 0,0948 0,10609999999999997 0,24962179627269507
377 0,09460000000000002 0,1079 0,24407810317352413
378 0,09660000000000002 0,10560000000000003 0,24835196502506732
379 0,09220000000000006 0,10529999999999995 0,24919173860922456
380 0,09589999999999999 0,10599999999999998 0,24369950242340566
381 0,09460000000000002 0,10439999999999994 0,2464754605293274
382 0,0917 0,10529999999999995 0,24438505318015813
383 0,09610000000000007 0,10529999999999995 0,246267335023731
384 0,09420000000000006 0,10450000000000004 0,24411444654688239
385 0,09789999999999999 0,10880000000000001 0,24609896838665007
386 0,09420000000000006 0,10570000000000002 0,2451313864067197
387 0,09389999999999998 0,10370000000000001 0,24424266032874584
388 0,0968 0,10620000000000007 0,2455952968634665
389 0,09399999999999997 0,10450000000000004 0,24161160277202726
390 0,09750000000000003 0,10850000000000004 0,24370114013552666
391 0,09739999999999993 0,1089 0,24320501301437616
392 0,09299999999999997 0,10539999999999994 0,2470214649103582
393 0,09539999999999993 0,10520000000000007 0,24285046422854065
394 0,09420000000000006 0,10609999999999997 0,2424132295884192
395 0,09329999999999994 0,10609999999999997 0,24362387649714948
396 0,09550000000000003 0,10860000000000003 0,24448574993759395
397 0,09589999999999999 0,10599999999999998 0,2406922822445631
398 0,09429999999999994 0,10620000000000007 0,24322258871048688
399 0,09489999999999998 0,10629999999999995 0,2420176188275218
400 0,0927 0,10760000000000003 0,2421676754578948
401 0,0928 0,10450000000000004 0,24294154211878777
402 0,09129999999999994 0,10309999999999997 0,24090973194688559
403 0,09499999999999997 0,10709999999999997 0,2407323893159628
404 0,09199999999999997 0,10429999999999995 0,241798955835402
405 0,09139999999999993 0,10439999999999994 0,23815210340544582
406 0,09339999999999993 0,10629999999999995 0,23908616177737713
407 0,0948 0,1038 0,2402023436874151
408 0,09529999999999994 0,10439999999999994 0,241347188167274
409 0,09310000000000007 0,1028 0,24198280408978462
410 0,09539999999999993 0,10539999999999994 0,23508218387141824
411 0,09399999999999997 0,10470000000000002 0,23798067120835184
412 0,09499999999999997 0,10720000000000007 0,23847986955195666
413 0,09150000000000003 0,10509999999999997 0,23674224572256208
414 0,09120000000000006 0,10450000000000004 0,24002786157652736
415 0,09179999999999999 0,10560000000000003 0,2392481114156544
416 0,09299999999999997 0,10439999999999994 0,2367175902426243
417 0,09339999999999993 0,10509999999999997 0,24013652583584189
418 0,09289999999999998 0,10329999999999995 0,23935312751680612
419 0,09179999999999999 0,10360000000000003 0,23809965694323182
420 0,09589999999999999 0,10720000000000007 0,2365610545128584
421 0,09310000000000007 0,10470000000000002 0,23547034356743096
422 0,09320000000000006 0,10639999999999994 0,23754607517272233
423 0,09289999999999998 0,10550000000000004 0,23916210748255254
424 0,09360000000000002 0,10629999999999995 0,23709014251828195
425 0,09210000000000007 0,10370000000000001 0,23749792298302055
426 0,09399999999999997 0,10750000000000004 0,2363239485770464
427 0,09429999999999994 0,1059 0,23978778878226875
428 0,09420000000000006 0,10360000000000003 0,2401526645757258
429 0,09239999999999993 0,1049 0,23698039991781117
430 0,09260000000000002 0,10429999999999995 0,2361957868002355
431 0,09060000000000001 0,10270000000000001 0,23641330091282725
432 0,09229999999999994 0,10520000000000007 0,23671972366049887
433 0,09139999999999993 0,10260000000000002 0,2333668944425881
434 0,0938 0,10470000000000002 0,23464413553476335
435 0,09179999999999999 0,10360000000000003 0,23781753102317452
436 0,0948 0,10550000000000004 0,2338306974247098
437 0,09389999999999998 0,10550000000000004 0,2380464804545045
438 0,09179999999999999 0,10409999999999997 0,2380006662942469
439 0,09410000000000007 0,1058 0,23736215479671954
440 0,09360000000000002 0,10499999999999998 0,23304806742817163
441 0,09570000000000001 0,10450000000000004 0,23354872703552246
442 0,09350000000000003 0,10529999999999995 0,23719380442053078
443 0,09539999999999993 0,10309999999999997 0,23408051809296013
444 0,09289999999999998 0,10350000000000004 0,23558444121852518
445 0,0928 0,1048 0,23368792021647095
446 0,09410000000000007 0,10470000000000002 0,23814706793054938
447 0,09120000000000006 0,10250000000000004 0,2355146484822035
448 0,0917 0,10439999999999994 0,23211453756317496
449 0,09360000000000002 0,10560000000000003 0,2333135551959276
450 0,09560000000000002 0,10620000000000007 0,23276868732646108
451 0,09239999999999993 0,10350000000000004 0,2337691755220294
452 0,09179999999999999 0,10260000000000002 0,23139333620667457
453 0,09329999999999994 0,10529999999999995 0,2337146567180753
454 0,09150000000000003 0,10289999999999999 0,23564004374668002
455 0,09229999999999994 0,10339999999999994 0,22893318330869078
456 0,09039999999999992 0,10360000000000003 0,23138857517391442
457 0,09389999999999998 0,10520000000000007 0,22971842328086495
458 0,09570000000000001 0,10560000000000003 0,23234633347019554
459 0,09489999999999998 0,10660000000000003 0,2316985098645091
460 0,09389999999999998 0,10520000000000007 0,23216084860265254
461 0,09429999999999994 0,10429999999999995 0,2327646948210895
462 0,09450000000000003 0,1028 0,23330473884940148
463 0,09150000000000003 0,1049 0,2322843324020505
464 0,0917 0,10509999999999997 0,2307957145757973
465 0,0917 0,10420000000000007 0,23194682335481048
466 0,09339999999999993 0,1008 0,22907436318695545
467 0,09229999999999994 0,10499999999999998 0,22800042539834975
468 0,09539999999999993 0,10560000000000003 0,23144100677222013
469 0,09320000000000006 0,10360000000000003 0,2266218197904527
470 0,09310000000000007 0,10409999999999997 0,22906283969059588
471 0,09710000000000008 0,10609999999999997 0,23123558765277266
472 0,09510000000000007 0,10550000000000004 0,22616781847551465
473 0,09410000000000007 0,1068 0,22733729543164372
474 0,0948 0,10650000000000004 0,23112868405878545
475 0,09320000000000006 0,10309999999999997 0,22811861278489232
476 0,09489999999999998 0,10450000000000004 0,2298795294575393
477 0,0897 0,1008 0,22862727612257003
478 0,09220000000000006 0,10260000000000002 0,22645271891728044
479 0,0907 0,10160000000000002 0,2266072048060596
480 0,09420000000000006 0,10450000000000004 0,22650609781965614
481 0,09320000000000006 0,10299999999999998 0,2271672798320651
482 0,09299999999999997 0,10199999999999998 0,2286305389739573
483 0,09189999999999998 0,10170000000000001 0,22654242714866996
484 0,09129999999999994 0,10239999999999994 0,22518627429381013
485 0,0947 0,1059 0,2281707846932113
486 0,09210000000000007 0,10389999999999999 0,22635828329250215
487 0,09350000000000003 0,10250000000000004 0,22522260822355747
488 0,0928 0,1038 0,22695710010826586
489 0,09199999999999997 0,10429999999999995 0,22705754553899168
490 0,09139999999999993 0,10470000000000002 0,2295654359087348
491 0,09350000000000003 0,10239999999999994 0,22698109276592732
492 0,09750000000000003 0,10550000000000004 0,2284151422791183
493 0,09260000000000002 0,10439999999999994 0,228735543936491
494 0,09260000000000002 0,10460000000000003 0,22604918034747243
495 0,09420000000000006 0,10550000000000004 0,22562880942597985
496 0,09079999999999999 0,10229999999999995 0,22506354561075567
497 0,09089999999999998 0,10260000000000002 0,22382432268932462
498 0,09229999999999994 0,10350000000000004 0,22605719475075603
499 0,09299999999999997 0,1048 0,22343866437673568
500 0,09520000000000006 0,10320000000000007 0,22692193031311036
501 0,09420000000000006 0,10229999999999995 0,22672194339334964
502 0,0928 0,1008 0,2262287008948624
503 0,09260000000000002 0,10089999999999999 0,22355933897197247
504 0,09310000000000007 0,10270000000000001 0,22839746881276368
