,loss,train_acc,val_acc
0,1.7592869738610653,0.3210954157782516,0.4138136942675159
1,1.3995624681525647,0.4953136105188344,0.5234872611464968
2,1.2462369060380796,0.560656538734897,0.5849920382165605
3,1.1560507307005166,0.5969705046197583,0.5909633757961783
4,1.1025419093101856,0.6200915067519545,0.6174363057324841
5,1.058014170299122,0.6396366382373845,0.6214171974522293
6,1.0303704088557757,0.6510971926083866,0.6255971337579618
7,1.0082218992684695,0.658248933901919,0.6327627388535032
8,0.9850696741094298,0.6676661336176262,0.6447054140127388
9,0.9566945175626385,0.6788157427149965,0.6540605095541401
10,0.948786742588096,0.6798374200426439,0.6534633757961783
11,0.9390077651309561,0.6831911869225302,0.6498805732484076
12,0.9254527954489268,0.691231343283582,0.6506767515923567
13,0.9043688749114757,0.6983608742004265,0.6620222929936306
14,0.9047823658672393,0.697339196872779,0.6681926751592356
15,0.8968023344524888,0.7004708599857854,0.6642117834394905
16,0.8842450082090278,0.7071117626154939,0.6747611464968153
17,0.8842077506673023,0.7055570362473348,0.6590366242038217
18,0.8678186026844643,0.7123534115138592,0.6757563694267515
19,0.8737123456294433,0.7105987917555082,0.6717754777070064
20,0.8881629640401977,0.7043132551528074,0.6630175159235668
21,0.8657826375436003,0.7172396943852167,0.6530652866242038
22,0.8591063812046756,0.7161958066808813,0.6664012738853503
23,0.8529831643170639,0.7198605188343994,0.6761544585987261
24,0.843778868007931,0.7237473347547975,0.6815286624203821
25,0.8383067731706487,0.724546908315565,0.6721735668789809
26,0.9402610402668125,0.7078891257995735,0.6667993630573248
27,0.8665752212630152,0.7212153518123667,0.6861066878980892
28,0.8200202618368823,0.7332311656005686,0.6878980891719745
29,0.8194590476742007,0.732476012793177,0.673765923566879
30,0.8278029066243744,0.7331645344705047,0.6795382165605095
31,0.8096676688712797,0.7392945984363894,0.6741640127388535
32,0.8421107336571645,0.7313432835820896,0.6908837579617835
33,0.6841914775995134,0.7789401208244492,0.7054140127388535
34,0.6257377557493561,0.7939765458422174,0.7083996815286624
35,0.5987487114971211,0.8013059701492538,0.7133757961783439
36,0.5766196020302319,0.8079912935323383,0.7181528662420382
37,0.5549886394940798,0.8134994669509595,0.7177547770700637
38,0.5425152197723788,0.8187189054726368,0.7109872611464968
39,0.526573788101951,0.8240716062544421,0.7137738853503185
40,0.5245967542047016,0.8288690476190477,0.7078025477707006
41,0.5115469686459292,0.8288690476190477,0.7193471337579618
42,0.49286154227618556,0.8369758351101635,0.7207404458598726
43,0.4765232815311238,0.8401741293532339,0.7197452229299363
44,0.4569314213624514,0.8464374555792467,0.7245222929936306
45,0.45334701598559024,0.8473258706467661,0.7231289808917197
46,0.4473702197559522,0.8511016346837242,0.7265127388535032
47,0.43710847564872984,0.8544554015636106,0.7127786624203821
48,0.4459425841789764,0.8525008884150675,0.7281050955414012
49,0.4065666168705741,0.8622512437810945,0.7169585987261147
50,0.40038056400231886,0.8655383795309168,0.7229299363057324
51,0.43267988256829465,0.8579868514570007,0.7261146496815286
52,0.40325163879353015,0.8653162757640369,0.7211385350318471
53,0.3775171625699951,0.8729122245913291,0.7183519108280255
54,0.38984199893192867,0.871068763326226,0.7197452229299363
55,0.43824698393151706,0.8701581378820185,0.7101910828025477
56,0.37609686102260065,0.8738672707889126,0.7183519108280255
57,0.3538790017726494,0.8831512082444918,0.7177547770700637
58,0.35309785933583954,0.8830179459843639,0.7181528662420382
59,0.3917798526510967,0.8708910803127221,0.71875
60,0.3429178791100791,0.8855499289267946,0.7223328025477707
61,0.33938225795857097,0.8897254797441365,0.7231289808917197
62,0.3278271047995501,0.8923685145700071,0.7177547770700637
63,0.3224854894305428,0.8928793532338308,0.7111863057324841
64,0.36368282409232605,0.8812855366027008,0.7151671974522293
65,0.31313727184462903,0.8970104832977968,0.7155652866242038
66,0.3699496596437358,0.9088264036958067,0.7223328025477707
67,0.2511418692624645,0.9143789978678039,0.7308917197452229
68,0.23133764733966142,0.9207533759772566,0.7235270700636943
69,0.23611691479479158,0.9221748400852878,0.7304936305732485
70,0.21992845414305673,0.9247956645344705,0.723328025477707
71,0.2081440939795022,0.9288379530916845,0.7227308917197452
72,0.2315941666939323,0.9235296730632552,0.7275079617834395
73,0.2050272214432282,0.9308146766169154,0.7296974522292994
74,0.19494130886169767,0.9320806680881307,0.7259156050955414
75,0.1867501916616689,0.935567697228145,0.7195461783439491
76,0.18819910582411814,0.9357898009950248,0.7277070063694268
77,0.19084174628154385,0.9370780028429282,0.7245222929936306
78,0.17973884872432902,0.939498933901919,0.7306926751592356
79,0.1801492183786296,0.9379442075337597,0.7275079617834395
80,0.17173522165708388,0.9421197583511016,0.7153662420382165
81,0.16828104028611973,0.941297974413646,0.7179538216560509
82,0.16748603842702417,0.943474591329069,0.7221337579617835
83,0.1848679053773885,0.9411202914001422,0.7211385350318471
84,0.16996778722179956,0.9430525941719972,0.7241242038216561
85,0.16538088896471342,0.945362473347548,0.7227308917197452
86,0.15115149152632631,0.949049395877754,0.7215366242038217
87,0.16063090040485486,0.9462064676616916,0.7185509554140127
88,0.18640192070222633,0.943185856432125,0.7165605095541401
89,0.148021099094087,0.9494047619047619,0.7237261146496815
90,0.17145118838164217,0.9441409026297086,0.7213375796178344
91,0.15336786311016534,0.94920486851457,0.7273089171974523
92,0.13601033205951496,0.9529806325515281,0.7275079617834395
93,0.14549637133323118,0.9526474769012082,0.7249203821656051
94,0.14386355996531697,0.9522032693674485,0.7257165605095541
95,0.1424670616295864,0.9518479033404407,0.7161624203821656
96,0.14956618352199413,0.9508262260127932,0.7283041401273885
97,0.14969979708732317,0.9524475835110163,0.7227308917197452
98,0.14228437233890998,0.9536913646055437,0.7227308917197452
99,0.13048337411245314,0.9556902985074627,0.7219347133757962
