,kl,loss,train_acc,val_acc,xe
0,3494386.8061478324,2484.9386341173595,0.5033537668798863,0.6311703821656051,1.3658623100174345
1,3948189.8530561477,2806.97650072739,0.693341329068941,0.732484076433121,0.871354794281971
2,3995255.431414357,2840.225727008096,0.7661469438521677,0.7804538216560509,0.6695766713107488
3,4028838.871890547,2863.9814578058367,0.806525408670931,0.8003582802547771,0.5564806610557655
4,4054898.4930703626,2882.423351816531,0.8330001776830135,0.8272292993630573,0.47694908996994984
5,4076283.6878109453,2897.5645516835466,0.8561656005685856,0.8429538216560509,0.4189968489126356
6,4094635.893034826,2910.5638586503865,0.8711798152096659,0.8429538216560509,0.374797867808303
7,4111249.0303837955,2922.336140343206,0.8814410092395167,0.853702229299363,0.3395968120500138
8,4125425.9834754798,2932.380593197517,0.8915245202558635,0.85828025477707,0.30805822205282984
9,4138112.0449538026,2941.363894811656,0.904251066098081,0.8562898089171974,0.2749597313664933
10,4150688.842750533,2950.275943975713,0.9128686922530206,0.8598726114649682,0.2482622195069639
11,4161736.5431769723,2958.1051685628777,0.9206645344705047,0.8710191082802548,0.22555926970756257
12,4172569.4948471924,2965.7913414928703,0.9255063965884861,0.8652468152866242,0.21238184349337366
13,4183012.2462686566,2973.1981894378555,0.9307036247334755,0.8706210191082803,0.1972312688080868
14,4192140.752665245,2979.659091019512,0.939387882018479,0.8773885350318471,0.17021052349774482
15,4201206.161691543,2986.0935506271653,0.9427194385216773,0.8777866242038217,0.16160439688503192
16,4210050.29424307,2992.3637101879,0.9480499289267946,0.875,0.14595439337861182
17,4218703.0298507465,2998.5023131760286,0.9521366382373845,0.8767914012738853,0.1347619378138347
18,4226674.860341151,3004.162324538024,0.9534026297085999,0.8730095541401274,0.12897598342314712
19,4234299.595415778,3009.572576743792,0.9566675550817342,0.8692277070063694,0.12007465090684714
20,4241928.89800995,3014.982876840685,0.9617093105899076,0.8734076433121019,0.10795062798351399
21,4249254.5104832975,3020.186614708267,0.9623534115138592,0.8751990445859873,0.1051501061773297
22,4256538.566986496,3025.3565161080755,0.9644189765458422,0.8799761146496815,0.09802681658226353
23,4263770.7594171995,3030.4916815198562,0.9663290689410092,0.8793789808917197,0.09306546823037544
24,4270775.945095949,3035.468893326337,0.9679060056858564,0.8793789808917197,0.09144320547138556
25,4278160.310945273,3040.7091316922642,0.9699937810945274,0.8781847133757962,0.0833936963225738
26,4284694.5518834395,3045.3506194265838,0.9714374555792467,0.8759952229299363,0.08079903823136224
27,4292086.433901919,3050.6011394617317,0.9735030206112296,0.8829617834394905,0.07767226584037261
28,4298410.51119403,3055.0961246016013,0.972659026297086,0.8785828025477707,0.07791506361835865
29,4304982.067341862,3059.7587173993315,0.9749022743425728,0.8797770700636943,0.06992028083045938
30,4311044.893567875,3064.0652221592927,0.9762571073205402,0.8771894904458599,0.0673599135906415
31,4317628.097192609,3068.74106552894,0.9774120469083155,0.8797770700636943,0.06429293579186955
32,4323619.482409381,3072.9971067513993,0.9772343638948117,0.8781847133757962,0.06206944824081224
33,4330555.480810234,3077.9275795964377,0.9777007818052594,0.883359872611465,0.06288976209021724
34,4336849.17217484,3082.395193049818,0.9802327647476902,0.8783837579617835,0.0574081202576105
35,4342900.887526653,3086.698581936856,0.9789889836531628,0.8905254777070064,0.05962150486440324
36,4349435.75177683,3091.3416408818075,0.9791888770433547,0.8835589171974523,0.05816008248144672
37,4355392.3212508885,3095.5685231765283,0.9816542288557214,0.8867436305732485,0.051517850830264035
38,4361283.778962331,3099.7576304790223,0.9814543354655295,0.884952229299363,0.0533795433429463
39,4367173.374378109,3103.9387828227723,0.9830312722103767,0.8859474522292994,0.048595156713968704
40,4372791.719260839,3107.9338743295243,0.9821428571428571,0.8851512738853503,0.05057653808605863
41,4378921.7809168445,3112.288402782405,0.9838086353944563,0.887937898089172,0.04824686868813924
42,4384799.469260839,3116.464072807003,0.9835865316275764,0.8839570063694268,0.04645870304361976
43,4390471.155472637,3120.492572537702,0.9848525230987918,0.8861464968152867,0.04390767744489811
44,4396385.41098081,3124.697160819785,0.9838530561478323,0.8813694267515924,0.04506040764676358
45,4402903.295842217,3129.3274342225814,0.9848747334754797,0.8851512738853503,0.04285519703538915
46,4408673.448294243,3133.428728983431,0.984497157071784,0.8851512738853503,0.043110671146294896
47,4414804.100568586,3137.781702883462,0.9861629353233831,0.884952229299363,0.03883408632128769
48,4420494.739339019,3141.831707984908,0.9842084221748401,0.8875398089171974,0.04430774453244362
49,4426214.491826582,3145.891153537558,0.9871624022743426,0.8871417197452229,0.038589042234538996
