,1% Greedy,5 %Greedy,Bayes By BackProp,Greedy
2174,1420,1955,3100,2315
2175,1420,1955,3100,2315
2176,1420,1960,3100,2320
2177,1420,1960,3100,2320
2178,1420,1960,3100,2320
2179,1420,1960,3100,2320
2180,1420,1995,3100,2320
2181,1420,1995,3100,2320
2182,1420,1995,3100,2320
2183,1420,1995,3100,2325
2184,1420,2000,3100,2330
2185,1420,2005,3100,2335
2186,1420,2005,3100,2335
2187,1455,2005,3100,2335
2188,1455,2005,3100,2335
2189,1455,2010,3100,2340
2190,1455,2015,3100,2345
2191,1455,2015,3100,2345
2192,1455,2015,3100,2345
2193,1455,2015,3100,2345
2194,1455,2015,3100,2345
2195,1455,2015,3100,2345
2196,1455,2015,3100,2345
2197,1455,2015,3100,2345
2198,1455,2015,3100,2345
2199,1455,2020,3100,2350
2200,1455,2020,3100,2350
2201,1455,2020,3100,2350
2202,1455,2025,3100,2355
2203,1455,2025,3100,2355
2204,1455,2030,3100,2360
2205,1455,2030,3100,2360
2206,1455,2030,3100,2360
2207,1450,2030,3100,2360
2208,1445,2030,3100,2360
2209,1445,2035,3100,2365
2210,1445,2040,3105,2370
2211,1445,2040,3105,2375
2212,1445,2045,3110,2380
2213,1445,2050,3110,2385
2214,1445,2050,3110,2385
2215,1445,2050,3110,2385
2216,1445,2055,3110,2390
2217,1445,2060,3110,2395
2218,1445,2065,3110,2400
2219,1445,2065,3110,2400
2220,1445,2065,3110,2400
2221,1445,2070,3110,2405
2222,1445,2070,3110,2405
2223,1445,2075,3110,2410
2224,1445,2080,3110,2415
2225,1445,2085,3110,2420
2226,1445,2090,3110,2425
2227,1445,2090,3110,2430
2228,1445,2095,3110,2435
2229,1440,2095,3110,2435
2230,1440,2095,3110,2435
2231,1440,2095,3110,2435
2232,1440,2095,3110,2435
2233,1440,2090,3110,2435
2234,1440,2090,3110,2440
2235,1440,2090,3110,2440
2236,1440,2095,3110,2445
2237,1440,2095,3110,2445
2238,1435,2095,3110,2445
2239,1435,2095,3110,2445
2240,1435,2095,3110,2445
2241,1435,2100,3110,2450
2242,1435,2100,3110,2450
2243,1435,2105,3110,2455
2244,1435,2105,3110,2455
2245,1435,2110,3110,2460
2246,1435,2115,3110,2465
2247,1435,2115,3110,2465
2248,1435,2115,3105,2465
2249,1435,2120,3105,2470
2250,1435,2125,3105,2475
2251,1435,2125,3105,2475
2252,1435,2125,3105,2475
2253,1435,2130,3105,2480
2254,1435,2130,3105,2480
2255,1435,2135,3105,2485
2256,1435,2135,3105,2485
2257,1435,2135,3105,2485
2258,1435,2140,3105,2490
2259,1470,2140,3105,2490
2260,1470,2145,3105,2495
2261,1470,2150,3105,2500
2262,1470,2155,3105,2505
2263,1470,2155,3105,2505
2264,1470,2155,3105,2510
2265,1470,2160,3105,2515
2266,1470,2160,3105,2515
2267,1470,2160,3105,2515
2268,1475,2165,3105,2520
2269,1475,2170,3105,2525
2270,1475,2170,3105,2525
2271,1475,2175,3105,2530
2272,1475,2175,3105,2530
2273,1475,2175,3105,2535
2274,1475,2175,3105,2535
2275,1475,2180,3105,2540
2276,1475,2185,3105,2545
2277,1475,2190,3105,2550
2278,1475,2195,3105,2555
2279,1510,2195,3105,2555
2280,1510,2200,3105,2560
2281,1510,2200,3105,2560
2282,1510,2205,3105,2565
2283,1510,2210,3105,2570
2284,1510,2210,3105,2575
2285,1510,2210,3105,2575
2286,1510,2215,3105,2580
2287,1510,2220,3105,2585
2288,1510,2220,3105,2585
2289,1510,2225,3105,2590
2290,1510,2225,3105,2590
2291,1510,2230,3105,2595
2292,1545,2230,3105,2595
2293,1545,2230,3105,2595
2294,1545,2230,3105,2595
2295,1545,2230,3105,2595
2296,1545,2230,3105,2595
2297,1545,2230,3105,2600
2298,1545,2230,3105,2600
2299,1545,2235,3105,2605
2300,1545,2240,3105,2610
2301,1545,2245,3105,2615
2302,1545,2250,3105,2620
2303,1545,2250,3105,2620
2304,1545,2255,3105,2625
2305,1545,2260,3105,2630
2306,1545,2265,3105,2635
2307,1545,2265,3105,2635
2308,1545,2270,3105,2640
2309,1580,2270,3105,2640
2310,1580,2275,3105,2645
2311,1580,2275,3105,2645
2312,1580,2275,3105,2645
2313,1580,2275,3110,2650
2314,1580,2275,3110,2650
2315,1580,2310,3110,2650
2316,1580,2310,3110,2650
2317,1580,2315,3110,2655
2318,1580,2320,3110,2660
2319,1580,2325,3110,2665
2320,1580,2330,3110,2670
2321,1580,2330,3110,2670
2322,1580,2330,3110,2670
2323,1580,2335,3110,2675
2324,1580,2340,3110,2680
2325,1580,2340,3110,2680
2326,1575,2375,3110,2680
2327,1575,2380,3110,2685
2328,1575,2385,3110,2690
2329,1575,2390,3110,2695
2330,1575,2395,3110,2700
2331,1575,2400,3110,2705
2332,1575,2400,3110,2705
2333,1575,2405,3110,2710
2334,1575,2410,3110,2715
2335,1575,2415,3110,2720
2336,1610,2415,3110,2720
2337,1645,2415,3110,2720
2338,1645,2415,3110,2720
2339,1645,2420,3110,2725
2340,1645,2420,3110,2725
2341,1645,2420,3110,2725
2342,1645,2420,3110,2725
2343,1645,2425,3110,2730
2344,1645,2425,3110,2730
2345,1645,2425,3110,2730
2346,1645,2425,3110,2730
2347,1645,2430,3110,2735
2348,1645,2430,3110,2735
2349,1645,2430,3110,2735
2350,1645,2430,3110,2735
2351,1645,2430,3110,2735
2352,1645,2435,3110,2740
2353,1645,2440,3110,2745
2354,1645,2440,3110,2745
2355,1645,2445,3110,2750
2356,1645,2445,3110,2750
2357,1645,2450,3110,2755
2358,1645,2450,3110,2755
2359,1645,2455,3110,2760
2360,1645,2455,3110,2760
2361,1645,2460,3110,2765
2362,1645,2465,3110,2770
2363,1645,2465,3110,2770
2364,1645,2465,3110,2770
2365,1645,2465,3110,2770
2366,1645,2460,3110,2770
2367,1645,2460,3110,2770
2368,1645,2460,3110,2770
2369,1645,2460,3110,2770
2370,1645,2465,3110,2775
2371,1645,2465,3110,2775
2372,1645,2470,3110,2780
2373,1645,2475,3110,2785
2374,1645,2475,3110,2785
2375,1645,2480,3110,2790
2376,1645,2480,3110,2790
2377,1645,2480,3110,2790
2378,1680,2480,3110,2790
2379,1680,2480,3110,2790
2380,1680,2480,3110,2790
2381,1680,2480,3110,2790
2382,1675,2480,3110,2790
2383,1675,2485,3110,2795
2384,1675,2490,3110,2800
2385,1675,2495,3110,2805
2386,1675,2500,3110,2810
2387,1675,2500,3110,2810
2388,1675,2505,3110,2815
2389,1675,2510,3110,2820
2390,1675,2515,3110,2825
2391,1675,2520,3115,2830
2392,1675,2520,3115,2830
2393,1675,2520,3115,2830
2394,1675,2525,3115,2835
2395,1675,2530,3115,2840
2396,1675,2535,3115,2845
2397,1675,2540,3115,2850
2398,1675,2540,3115,2850
2399,1675,2540,3115,2850
2400,1710,2575,3115,2850
2401,1710,2575,3115,2850
2402,1710,2580,3115,2855
2403,1710,2585,3115,2860
2404,1710,2590,3115,2865
2405,1710,2590,3115,2865
2406,1710,2595,3115,2870
2407,1710,2595,3115,2870
2408,1710,2595,3115,2870
2409,1710,2600,3115,2875
2410,1710,2600,3115,2875
2411,1710,2600,3115,2875
2412,1710,2600,3115,2880
2413,1710,2600,3115,2880
2414,1710,2605,3115,2885
2415,1710,2605,3115,2885
2416,1710,2610,3115,2890
2417,1710,2615,3115,2895
2418,1710,2620,3115,2900
2419,1710,2625,3115,2905
2420,1710,2625,3115,2905
2421,1710,2625,3115,2905
2422,1710,2630,3115,2910
2423,1710,2635,3115,2915
2424,1710,2635,3115,2915
2425,1710,2635,3115,2915
2426,1710,2670,3115,2915
2427,1710,2670,3115,2915
2428,1710,2670,3115,2915
2429,1710,2670,3115,2915
2430,1710,2670,3115,2915
2431,1710,2675,3115,2920
2432,1710,2675,3115,2920
2433,1710,2680,3115,2925
2434,1710,2685,3115,2930
2435,1710,2690,3115,2935
2436,1745,2690,3115,2935
2437,1780,2690,3115,2935
2438,1780,2695,3115,2940
2439,1780,2700,3115,2945
2440,1775,2700,3115,2945
2441,1775,2705,3115,2950
2442,1775,2710,3115,2955
2443,1810,2710,3115,2955
2444,1810,2710,3115,2955
2445,1810,2715,3115,2960
2446,1810,2720,3115,2965
2447,1810,2720,3115,2965
2448,1810,2725,3115,2970
2449,1810,2730,3115,2975
2450,1810,2735,3115,2980
2451,1810,2740,3115,2985
2452,1810,2745,3115,2990
2453,1810,2745,3115,2990
2454,1810,2745,3115,2990
2455,1810,2750,3115,2995
2456,1810,2755,3115,3000
2457,1810,2755,3115,3000
2458,1810,2760,3115,3005
2459,1810,2765,3115,3010
2460,1845,2765,3115,3010
2461,1845,2770,3115,3015
2462,1845,2770,3115,3015
2463,1845,2770,3115,3015
2464,1845,2775,3115,3020
2465,1845,2775,3115,3020
2466,1845,2780,3115,3025
2467,1845,2780,3115,3025
2468,1845,2785,3115,3030
2469,1845,2785,3115,3030
2470,1845,2790,3115,3035
2471,1845,2790,3115,3035
2472,1845,2795,3115,3040
2473,1845,2795,3110,3040
2474,1845,2795,3110,3040
2475,1845,2800,3110,3045
2476,1845,2800,3110,3045
2477,1845,2805,3110,3050
2478,1845,2805,3110,3050
2479,1845,2810,3110,3055
2480,1840,2810,3110,3055
2481,1840,2815,3110,3060
2482,1840,2815,3110,3060
2483,1840,2815,3110,3060
2484,1840,2815,3110,3060
2485,1840,2815,3105,3060
2486,1835,2815,3105,3060
2487,1835,2820,3105,3065
2488,1835,2825,3105,3070
2489,1835,2825,3105,3070
2490,1835,2825,3140,3070
2491,1835,2825,3140,3070
2492,1835,2825,3140,3070
2493,1830,2825,3140,3070
2494,1830,2825,3140,3070
2495,1830,2825,3140,3070
2496,1830,2830,3140,3075
2497,1830,2835,3140,3080
2498,1830,2840,3140,3085
2499,1830,2845,3140,3090
2500,1830,2850,3140,3095
2501,1830,2855,3140,3100
2502,1830,2860,3140,3105
2503,1830,2860,3140,3105
2504,1830,2865,3140,3110
2505,1830,2865,3140,3110
2506,1830,2865,3140,3110
2507,1830,2870,3140,3115
2508,1865,2870,3140,3115
2509,1865,2875,3140,3120
2510,1865,2875,3140,3120
2511,1865,2875,3140,3120
2512,1865,2880,3140,3125
2513,1865,2880,3140,3125
2514,1865,2880,3140,3125
2515,1865,2880,3140,3125
2516,1865,2880,3140,3125
2517,1860,2875,3140,3125
2518,1860,2875,3140,3125
2519,1860,2875,3140,3125
2520,1860,2875,3140,3125
2521,1860,2875,3140,3125
2522,1860,2875,3140,3125
2523,1860,2875,3140,3125
2524,1860,2880,3140,3130
2525,1860,2880,3140,3130
2526,1860,2885,3140,3135
2527,1860,2890,3140,3140
2528,1860,2895,3140,3145
2529,1860,2895,3140,3145
2530,1860,2895,3140,3145
2531,1860,2895,3140,3145
2532,1860,2895,3140,3145
2533,1860,2900,3140,3150
2534,1860,2900,3140,3150
2535,1860,2900,3140,3150
2536,1860,2900,3140,3155
2537,1860,2905,3140,3160
2538,1860,2905,3140,3160
2539,1860,2910,3145,3165
2540,1895,2945,3145,3165
2541,1895,2950,3145,3170
2542,1895,2955,3145,3175
2543,1895,2955,3145,3175
2544,1895,2960,3145,3180
2545,1895,2965,3145,3185
2546,1895,2965,3145,3185
2547,1895,2965,3145,3185
2548,1895,2965,3145,3185
2549,1895,2970,3145,3190
2550,1895,2975,3145,3195
2551,1895,2975,3145,3195
2552,1895,2975,3145,3195
2553,1895,2980,3145,3200
2554,1895,2985,3145,3205
2555,1895,2985,3145,3205
2556,1895,2985,3145,3205
2557,1895,2985,3145,3205
2558,1930,2985,3145,3205
2559,1930,2985,3145,3205
2560,1930,2985,3140,3205
2561,1930,2990,3140,3210
2562,1930,2995,3140,3215
2563,1930,2995,3140,3215
2564,1930,2995,3140,3215
2565,1930,2995,3140,3215
2566,1930,3000,3140,3220
2567,1930,3000,3140,3220
2568,1930,3005,3140,3225
2569,1930,3010,3140,3230
2570,1930,3010,3140,3230
2571,1930,3010,3140,3235
2572,1930,3010,3140,3235
2573,1930,3015,3140,3240
2574,1930,3010,3140,3240
2575,1930,3010,3140,3245
2576,1930,3010,3175,3245
2577,1930,3015,3175,3250
2578,1930,3020,3175,3255
2579,1930,3020,3175,3255
2580,1930,3020,3175,3255
2581,1930,3020,3175,3255
2582,1930,3020,3175,3255
2583,1930,3020,3175,3255
2584,1930,3020,3175,3255
2585,1930,3025,3175,3260
2586,1930,3025,3175,3260
2587,1930,3030,3175,3265
2588,1930,3035,3175,3270
2589,1930,3035,3175,3270
2590,1930,3040,3175,3275
2591,1930,3045,3175,3280
2592,1925,3040,3175,3280
2593,1925,3040,3175,3280
2594,1925,3040,3175,3280
2595,1925,3045,3175,3285
2596,1925,3050,3175,3290
2597,1925,3055,3175,3295
2598,1925,3060,3175,3300
2599,1925,3065,3175,3305
2600,1925,3070,3175,3310
2601,1925,3075,3175,3315
2602,1925,3080,3175,3320
2603,1925,3080,3175,3320
2604,1925,3080,3175,3320
2605,1925,3085,3175,3325
2606,1960,3085,3175,3325
2607,1960,3090,3175,3330
2608,1960,3095,3175,3335
2609,1960,3095,3175,3340
2610,1960,3095,3175,3340
2611,1960,3130,3175,3340
2612,1960,3130,3175,3340
2613,1960,3130,3175,3340
2614,1960,3130,3175,3340
2615,1960,3135,3175,3345
2616,1960,3135,3175,3350
2617,1960,3140,3175,3355
2618,1960,3140,3175,3355
2619,1960,3145,3175,3360
2620,1960,3150,3175,3365
2621,1955,3185,3175,3365
2622,1955,3185,3175,3365
2623,1955,3190,3175,3370
2624,1955,3190,3175,3370
2625,1955,3195,3175,3375
2626,1960,3200,3175,3380
2627,1960,3200,3175,3380
2628,1960,3205,3175,3385
2629,1960,3210,3175,3390
2630,1955,3210,3175,3390
2631,1955,3215,3175,3395
2632,1955,3215,3175,3395
2633,1955,3220,3175,3400
2634,1955,3220,3175,3400
2635,1955,3220,3175,3400
2636,1955,3225,3175,3405
2637,1955,3230,3175,3410
2638,1955,3230,3175,3410
2639,1955,3235,3175,3415
2640,1955,3240,3175,3420
2641,1955,3245,3175,3425
2642,1955,3245,3175,3425
2643,1955,3245,3175,3425
2644,1955,3245,3175,3425
2645,1955,3250,3175,3430
2646,1955,3255,3175,3435
2647,1955,3255,3175,3435
2648,1955,3260,3175,3440
2649,1955,3260,3175,3440
2650,1955,3260,3175,3440
2651,1955,3295,3175,3440
2652,1955,3300,3175,3445
2653,1955,3305,3175,3450
2654,1955,3305,3175,3450
2655,1955,3305,3175,3450
2656,1955,3310,3175,3455
2657,1955,3315,3175,3460
2658,1955,3320,3175,3465
2659,1955,3320,3175,3465
2660,1955,3320,3175,3465
2661,1955,3320,3175,3465
2662,1955,3325,3175,3470
2663,1955,3330,3175,3475
2664,1955,3330,3175,3475
2665,1955,3335,3175,3480
2666,1960,3340,3175,3485
2667,1960,3340,3175,3485
2668,1960,3345,3175,3490
2669,1960,3350,3175,3495
2670,1955,3350,3175,3495
2671,1955,3355,3175,3500
2672,1955,3360,3175,3505
2673,1955,3365,3175,3510
2674,1955,3365,3175,3510
2675,1955,3365,3175,3510
2676,1955,3365,3175,3510
2677,1955,3370,3175,3515
2678,1955,3370,3175,3515
2679,1955,3375,3175,3520
2680,1955,3380,3175,3525
2681,1955,3385,3175,3530
2682,1955,3385,3175,3530
2683,1955,3390,3175,3535
2684,1955,3395,3175,3540
2685,1955,3395,3175,3540
2686,1955,3395,3175,3540
2687,1955,3395,3175,3540
2688,1955,3395,3175,3540
2689,1955,3400,3175,3545
2690,1955,3400,3175,3545
2691,1955,3405,3175,3550
2692,1990,3405,3175,3550
2693,1990,3405,3175,3550
2694,1990,3410,3175,3555
2695,1990,3415,3175,3560
2696,1990,3415,3175,3560
2697,1990,3415,3175,3560
2698,1990,3415,3175,3560
2699,1990,3415,3175,3560
2700,1990,3415,3175,3560
2701,1990,3415,3175,3560
2702,1990,3415,3175,3560
2703,1990,3420,3175,3565
2704,1990,3425,3175,3570
2705,1990,3430,3175,3575
2706,1990,3435,3175,3580
2707,1990,3435,3175,3580
2708,1990,3435,3175,3580
2709,1990,3440,3175,3585
2710,1990,3440,3175,3585
2711,1990,3440,3175,3585
2712,1990,3445,3180,3590
2713,1990,3440,3180,3590
2714,1990,3445,3180,3595
2715,1990,3445,3180,3595
2716,1990,3450,3180,3600
2717,1990,3450,3180,3600
2718,1990,3455,3180,3605
2719,1990,3455,3180,3605
2720,1990,3455,3180,3605
2721,1990,3460,3180,3610
2722,1990,3465,3180,3615
2723,1990,3470,3180,3620
2724,1985,3470,3180,3620
2725,2020,3470,3180,3620
2726,2020,3470,3180,3620
2727,2020,3475,3180,3625
2728,2015,3475,3180,3625
2729,2010,3475,3180,3625
2730,2010,3475,3180,3625
2731,2010,3480,3180,3630
2732,2010,3480,3180,3630
2733,2010,3485,3180,3635
2734,2010,3485,3180,3635
2735,2010,3490,3180,3640
2736,2010,3495,3180,3645
2737,2010,3500,3180,3650
2738,2010,3505,3180,3655
2739,2010,3505,3180,3655
2740,2010,3510,3180,3660
2741,2010,3515,3180,3665
2742,2010,3520,3180,3670
2743,2010,3520,3180,3670
2744,2010,3525,3180,3675
2745,2010,3530,3180,3680
2746,2010,3530,3180,3680
2747,2010,3530,3180,3680
2748,2010,3530,3180,3680
2749,2010,3530,3180,3680
2750,2010,3535,3180,3685
2751,2010,3535,3180,3685
2752,2010,3540,3180,3690
2753,2010,3540,3180,3690
2754,2010,3545,3180,3695
2755,2010,3545,3180,3695
2756,2010,3545,3180,3695
2757,2010,3545,3180,3695
2758,2010,3550,3180,3700
2759,2010,3555,3180,3705
2760,2010,3555,3180,3705
2761,2010,3555,3180,3705
2762,2010,3560,3180,3710
2763,2010,3565,3180,3715
2764,2010,3565,3180,3715
2765,2010,3570,3180,3720
2766,2010,3570,3180,3720
2767,2010,3570,3180,3720
2768,2010,3570,3180,3720
2769,2005,3570,3180,3720
2770,2005,3570,3180,3720
2771,2005,3575,3180,3725
2772,2005,3580,3180,3730
2773,2005,3615,3180,3730
2774,2005,3615,3180,3730
2775,2005,3620,3180,3735
2776,2005,3620,3180,3735
2777,2005,3625,3180,3740
2778,2005,3625,3180,3745
2779,2005,3630,3180,3750
2780,2005,3630,3180,3750
2781,2005,3635,3180,3755
2782,2000,3635,3180,3755
2783,2000,3640,3180,3760
2784,2000,3640,3180,3760
2785,2000,3675,3180,3760
2786,2000,3675,3180,3760
2787,2000,3675,3180,3760
2788,2000,3680,3180,3765
2789,2000,3680,3180,3765
2790,2000,3680,3215,3765
2791,2000,3685,3215,3770
2792,2000,3685,3215,3770
2793,2000,3685,3215,3770
2794,2000,3690,3215,3775
2795,2000,3690,3215,3775
2796,2000,3695,3215,3780
2797,2000,3700,3215,3785
2798,2000,3705,3215,3790
2799,2000,3710,3215,3795
2800,2000,3745,3215,3795
2801,2000,3750,3215,3800
2802,2000,3750,3215,3800
2803,2000,3750,3215,3800
2804,2000,3750,3215,3800
2805,2000,3755,3215,3805
2806,2000,3760,3215,3810
2807,2000,3765,3215,3815
2808,2000,3765,3215,3815
2809,2000,3765,3215,3815
2810,2000,3770,3215,3820
2811,2000,3775,3215,3825
2812,2000,3780,3215,3830
2813,2000,3780,3215,3835
2814,2000,3780,3250,3835
2815,2000,3785,3250,3840
2816,2000,3785,3250,3840
2817,2000,3785,3250,3840
2818,1995,3785,3250,3840
2819,1995,3785,3250,3840
2820,1995,3785,3250,3840
2821,1995,3780,3285,3840
2822,1995,3785,3285,3845
2823,1995,3790,3285,3850
2824,1995,3795,3285,3855
2825,1995,3800,3285,3860
2826,1995,3800,3285,3860
2827,1995,3805,3290,3865
2828,1995,3810,3290,3870
2829,1995,3815,3290,3875
2830,1995,3820,3290,3880
2831,1995,3825,3290,3885
2832,1995,3825,3290,3885
2833,1995,3830,3290,3890
2834,1995,3835,3290,3895
2835,1990,3835,3290,3895
2836,1990,3840,3290,3900
2837,2025,3840,3290,3900
2838,2025,3840,3290,3900
2839,2025,3840,3290,3900
2840,2025,3845,3290,3905
2841,2060,3845,3290,3905
2842,2060,3850,3290,3910
2843,2060,3850,3290,3910
2844,2060,3855,3290,3915
2845,2060,3860,3290,3920
2846,2060,3865,3290,3925
2847,2060,3865,3290,3925
2848,2060,3865,3290,3925
2849,2055,3865,3290,3925
2850,2055,3865,3290,3925
2851,2055,3865,3290,3925
2852,2055,3870,3290,3930
2853,2055,3875,3290,3935
2854,2055,3880,3290,3940
2855,2055,3885,3290,3945
2856,2055,3890,3290,3950
2857,2055,3890,3290,3950
2858,2055,3895,3290,3955
2859,2055,3895,3290,3955
2860,2055,3900,3290,3960
2861,2055,3905,3290,3965
2862,2055,3905,3290,3965
2863,2055,3910,3290,3970
2864,2055,3910,3290,3970
2865,2055,3910,3290,3970
2866,2055,3915,3290,3975
2867,2055,3915,3290,3975
2868,2055,3915,3290,3975
2869,2050,3915,3290,3975
2870,2050,3920,3290,3980
2871,2050,3920,3290,3980
2872,2050,3925,3290,3985
2873,2050,3920,3290,3985
2874,2050,3920,3290,3985
2875,2050,3920,3290,3985
2876,2050,3925,3295,3990
2877,2050,3930,3295,3995
2878,2050,3930,3295,3995
2879,2050,3930,3295,3995
2880,2050,3930,3290,3995
2881,2050,3930,3290,3995
2882,2050,3935,3290,4000
2883,2050,3940,3290,4005
2884,2085,3940,3290,4005
2885,2085,3945,3290,4010
2886,2085,3950,3290,4015
2887,2085,3950,3290,4015
2888,2085,3955,3290,4020
2889,2085,3955,3290,4020
2890,2085,3955,3290,4020
2891,2085,3955,3290,4020
2892,2085,3955,3290,4020
2893,2085,3960,3290,4025
2894,2085,3965,3290,4030
2895,2085,3965,3290,4030
2896,2085,3970,3290,4035
2897,2085,3975,3290,4040
2898,2085,3975,3290,4040
2899,2085,3980,3295,4045
2900,2085,3985,3295,4050
2901,2085,3985,3295,4050
2902,2085,3985,3295,4050
2903,2085,3990,3295,4055
2904,2085,3990,3295,4055
2905,2085,3990,3295,4060
2906,2085,3995,3300,4065
2907,2085,4000,3300,4070
2908,2085,4005,3300,4075
2909,2085,4005,3300,4075
2910,2085,4010,3300,4080
2911,2085,4015,3300,4085
2912,2085,4015,3295,4085
2913,2085,4020,3295,4090
2914,2120,4020,3295,4090
2915,2120,4025,3300,4095
2916,2120,4025,3300,4095
2917,2120,4030,3300,4100
2918,2120,4035,3300,4105
2919,2120,4035,3300,4105
2920,2120,4035,3300,4110
2921,2120,4040,3300,4115
2922,2120,4045,3300,4120
2923,2120,4050,3300,4125
2924,2120,4055,3300,4130
2925,2120,4055,3300,4130
2926,2120,4055,3300,4135
2927,2120,4060,3300,4140
2928,2120,4060,3300,4140
2929,2120,4060,3300,4140
2930,2120,4060,3300,4140
2931,2120,4060,3300,4140
2932,2120,4065,3300,4145
2933,2120,4065,3300,4145
2934,2120,4070,3300,4150
2935,2120,4070,3300,4150
2936,2120,4075,3300,4155
2937,2120,4080,3300,4160
2938,2120,4085,3300,4165
2939,2120,4085,3300,4165
2940,2120,4090,3300,4170
2941,2120,4125,3300,4170
2942,2120,4130,3300,4175
2943,2120,4135,3305,4180
2944,2120,4140,3305,4185
2945,2120,4145,3305,4190
2946,2120,4145,3305,4190
2947,2120,4145,3305,4190
2948,2120,4145,3305,4190
2949,2120,4150,3305,4195
2950,2120,4150,3305,4195
2951,2120,4155,3305,4200
2952,2120,4160,3305,4205
2953,2120,4160,3305,4205
2954,2120,4165,3305,4210
2955,2120,4165,3305,4210
2956,2120,4170,3305,4215
2957,2120,4170,3305,4215
2958,2120,4175,3305,4220
2959,2120,4175,3305,4220
2960,2120,4175,3305,4220
2961,2120,4175,3305,4220
2962,2120,4175,3305,4220
2963,2120,4180,3305,4225
2964,2120,4185,3305,4230
2965,2120,4190,3305,4235
2966,2120,4195,3305,4240
2967,2120,4200,3305,4245
2968,2120,4205,3305,4250
2969,2120,4205,3305,4250
2970,2120,4210,3305,4255
2971,2120,4215,3305,4260
2972,2120,4215,3305,4260
2973,2120,4215,3305,4260
2974,2120,4220,3305,4265
2975,2120,4220,3305,4265
2976,2120,4225,3305,4270
2977,2120,4225,3305,4270
2978,2120,4230,3305,4275
2979,2120,4235,3305,4280
2980,2120,4235,3305,4280
2981,2120,4240,3305,4285
2982,2120,4275,3305,4285
2983,2120,4275,3305,4285
2984,2120,4275,3305,4290
2985,2120,4275,3305,4290
2986,2120,4275,3305,4290
2987,2120,4275,3305,4290
2988,2120,4275,3305,4290
2989,2120,4275,3305,4295
2990,2120,4275,3305,4295
2991,2120,4275,3305,4300
2992,2120,4275,3305,4305
2993,2120,4275,3305,4310
2994,2115,4275,3305,4310
2995,2115,4275,3305,4310
2996,2115,4275,3305,4315
2997,2115,4280,3305,4320
2998,2115,4280,3305,4320
2999,2115,4315,3305,4320
3000,2115,4315,3305,4320
3001,2115,4320,3305,4325
3002,2115,4320,3305,4325
3003,2115,4320,3305,4325
3004,2115,4320,3305,4330
3005,2115,4320,3305,4335
3006,2115,4320,3305,4335
3007,2115,4320,3305,4335
3008,2115,4320,3305,4340
3009,2115,4325,3305,4345
3010,2115,4325,3305,4345
3011,2115,4325,3305,4345
3012,2115,4325,3305,4345
3013,2115,4325,3305,4350
3014,2115,4325,3305,4355
3015,2115,4325,3305,4360
3016,2115,4325,3305,4365
3017,2115,4320,3305,4365
3018,2115,4320,3305,4365
3019,2120,4320,3305,4370
3020,2120,4325,3305,4375
3021,2120,4325,3305,4380
3022,2120,4325,3305,4385
3023,2120,4325,3305,4385
3024,2120,4325,3305,4385
3025,2120,4325,3310,4390
3026,2120,4325,3310,4395
3027,2120,4325,3310,4400
3028,2120,4325,3310,4400
3029,2120,4325,3310,4400
3030,2120,4325,3310,4400
3031,2120,4325,3310,4400
3032,2120,4325,3310,4405
3033,2120,4325,3310,4410
3034,2120,4325,3310,4415
3035,2120,4325,3310,4420
3036,2120,4325,3310,4425
3037,2155,4325,3310,4425
3038,2155,4325,3310,4425
3039,2160,4330,3315,4425
3040,2160,4330,3315,4430
3041,2160,4330,3315,4435
3042,2160,4330,3315,4435
3043,2160,4335,3315,4440
3044,2160,4335,3315,4445
3045,2160,4335,3315,4450
3046,2160,4335,3315,4450
3047,2160,4335,3315,4450
3048,2160,4335,3315,4455
3049,2160,4335,3350,4455
3050,2160,4335,3350,4460
3051,2160,4335,3350,4465
3052,2160,4340,3350,4470
3053,2160,4340,3350,4475
3054,2160,4340,3350,4475
3055,2160,4340,3350,4475
3056,2160,4340,3350,4475
3057,2160,4340,3350,4480
3058,2160,4340,3350,4480
3059,2160,4340,3350,4480
3060,2160,4340,3350,4480
3061,2160,4340,3350,4480
3062,2160,4340,3350,4485
3063,2160,4340,3350,4490
3064,2160,4340,3350,4490
3065,2160,4340,3350,4495
3066,2195,4340,3350,4495
3067,2195,4340,3350,4500
3068,2195,4335,3350,4500
3069,2195,4335,3350,4500
3070,2230,4335,3350,4500
3071,2230,4335,3350,4500
3072,2230,4335,3350,4500
3073,2230,4335,3350,4500
3074,2230,4335,3350,4505
3075,2230,4335,3350,4510
3076,2230,4370,3350,4510
3077,2230,4370,3350,4515
3078,2230,4370,3350,4520
3079,2230,4370,3350,4525
3080,2230,4370,3350,4530
3081,2225,4405,3350,4525
3082,2225,4400,3350,4525
3083,2225,4395,3350,4525
3084,2225,4430,3385,4525
3085,2225,4430,3385,4525
3086,2225,4430,3385,4530
3087,2225,4430,3385,4535
3088,2225,4430,3385,4540
3089,2225,4430,3385,4545
3090,2225,4430,3385,4545
3091,2225,4430,3385,4550
3092,2225,4430,3385,4550
3093,2225,4430,3385,4555
3094,2225,4430,3385,4560
3095,2225,4465,3385,4560
3096,2225,4465,3385,4565
3097,2225,4470,3385,4570
3098,2225,4465,3385,4570
3099,2225,4465,3385,4575
3100,2225,4465,3385,4575
3101,2225,4465,3390,4580
3102,2225,4465,3390,4585
3103,2225,4465,3390,4590
3104,2225,4470,3395,4595
